m_date,site_name,temp,ph,ec,do,탁도 (NTU),toc,tn,tp,clola-a
2018-07-11 03h,주암호,25.2,7.8,86,8.7,,2,0.971,0.008,11.2
2018-07-11 04h,주암호,25.3,7.7,86,8.7,,2,0.933,0.008,11.3
2018-07-11 05h,주암호,25.3,7.5,86,8.6,,1.9,0.917,0.008,11.1
2018-07-11 06h,주암호,25.3,7.3,86,8.5,,2,0.89,0.009,11.7
2018-07-11 07h,주암호,25.3,7.3,86,8.5,,2,0.899,0.009,13.1
2018-07-11 08h,주암호,25.4,7.6,86,8.8,,2,0.924,0.01,15.7
2018-07-11 09h,주암호,25.4,7.9,86,9,,2,0.944,0.011,15.8
2018-07-11 10h,주암호,25.5,8,86,9.1,,2,0.941,0.011,17.5
2018-07-11 11h,주암호,25.6,8.2,86,9.3,,2,0.883,0.011,15.2
2018-07-11 12h,주암호,25.6,8.3,86,9.4,,1.9,0.888,0.011,15.4
2018-07-11 13h,주암호,25.6,8.4,86,9.7,,2,0.899,0.01,16.2
2018-07-11 14h,주암호,25.7,8.4,86,9.8,,,0.936,0.01,
2018-07-11 15h,주암호,,,,,,,,,
2018-07-11 16h,주암호,25.8,8.6,86,9.5,,,,,17.9
2018-07-11 17h,주암호,25.9,8.5,86,9.5,,,,,15.9
2018-07-11 18h,주암호,26.1,8.5,86,9.6,,,0.845,0.011,14.1
2018-07-11 19h,주암호,26,8.4,86,9.5,,2,0.909,0.011,13.5
2018-07-11 20h,주암호,26,8.3,85,9.5,,2.1,0.946,0.01,13
2018-07-11 21h,주암호,26.1,8.4,85,9.6,,2.1,0.975,0.01,12.6
2018-07-11 22h,주암호,26,8.3,85,9.5,,2.1,0.946,0.011,11.8
2018-07-11 23h,주암호,26.1,8.3,85,9.4,,2.1,0.925,0.01,11.2
2018-07-12 00h,주암호,26.1,8.3,85,9.4,,2.1,0.931,0.01,11
2018-07-12 01h,주암호,26.1,8.3,85,9.3,,2.1,0.903,0.009,10.5
2018-07-12 02h,주암호,26.2,8.2,85,9.3,,2,0.93,0.009,10.2
2018-07-12 03h,주암호,26.2,8.2,85,9.3,,2.1,0.927,0.008,10.6
2018-07-12 04h,주암호,26.2,8.2,85,9.3,,2,0.911,0.007,10.8
2018-07-12 05h,주암호,26.1,8.1,84,9.2,,2.1,0.915,0.006,11.1
2018-07-12 06h,주암호,26.2,8.1,85,9.2,1.8,2,0.916,0.007,12.1
2018-07-12 07h,주암호,26.2,8.1,86,9.1,1.6,2,0.931,0.007,13.6
2018-07-12 08h,주암호,26.2,8.1,85,9.3,1.7,2,0.897,0.007,19.9
2018-07-12 09h,주암호,26.2,8.2,86,9.5,1.8,2,0.935,0.009,22.6
2018-07-12 10h,주암호,26.3,8.4,86,9.8,1.8,2.1,0.967,0.01,16.1
2018-07-12 11h,주암호,26.4,8.4,86,9.9,1.8,2.1,0.907,0.011,13.4
2018-07-12 12h,주암호,26.4,8.4,86,9.9,1.7,1.9,0.849,0.01,12.2
2018-07-12 13h,주암호,26.4,8.5,86,10,1.6,2,0.848,0.008,13.3
2018-07-12 14h,주암호,,,,,,2.1,1.01,0.008,
2018-07-12 15h,주암호,27.2,8.7,86,10.1,1.6,2.3,1.045,0.009,10.1
2018-07-12 16h,주암호,27.2,8.6,86,10.1,1.6,1.8,0.848,0.009,9.7
2018-07-12 17h,주암호,27.3,8.7,86,10.1,1.5,1.9,0.791,0.007,9.7
2018-07-12 18h,주암호,27.3,8.7,86,10.1,1.4,2,0.807,0.006,10.4
2018-07-12 19h,주암호,27.2,8.6,86,10.3,1.4,2,0.833,0.006,10.6
2018-07-12 20h,주암호,27.4,8.6,86,10.1,1.5,2,0.915,0.007,8.9
2018-07-12 21h,주암호,27.6,8.6,86,10,1.5,2,0.945,0.007,8
2018-07-12 22h,주암호,27.5,8.6,86,9.8,1.5,2,0.896,0.007,7.5
2018-07-12 23h,주암호,27.3,8.5,86,9.8,1.4,1.9,0.874,0.006,9.1
2018-07-13 00h,주암호,27.3,8.5,86,9.8,1.5,1.9,0.877,0.005,10.2
2018-07-13 01h,주암호,27.4,8.5,85,9.8,1.7,1.9,0.86,0.005,10.6
2018-07-13 02h,주암호,27.3,8.5,85,9.9,1.8,1.8,0.855,0.005,10.8
2018-07-13 03h,주암호,27.3,8.5,85,9.9,1.8,2,0.877,0.005,11.1
2018-07-13 04h,주암호,27.2,8.4,85,9.8,1.7,2,0.898,0.005,11.7
2018-07-13 05h,주암호,27.2,8.4,85,9.8,1.7,2,0.942,0.005,10.9
2018-07-13 06h,주암호,27.2,8.4,85,9.7,1.7,2,0.904,0.005,10.6
2018-07-13 07h,주암호,27.3,8.4,85,9.7,1.7,2,0.943,0.005,10.8
2018-07-13 08h,주암호,27.6,8.4,86,9.5,1.4,2,0.926,0.005,9.1
2018-07-13 09h,주암호,27.6,8.5,85,9.7,1.5,1.9,0.879,0.005,8.8
2018-07-13 10h,주암호,27.6,8.5,85,9.8,1.6,1.9,0.846,0.004,11
2018-07-13 11h,주암호,27.7,8.6,85,9.9,1.6,2,0.866,0.004,10.4
2018-07-13 12h,주암호,28.1,8.6,86,9.9,1.5,2,0.897,0.005,10
2018-07-13 13h,주암호,28.9,8.5,86,9.7,1.2,1.9,0.919,0.006,7.9
2018-07-13 14h,주암호,29.4,8.5,87,9.7,1.1,1.9,0.857,0.006,7.7
2018-07-13 15h,주암호,29.3,8.6,87,9.8,1.4,1.9,0.85,0.005,9.5
2018-07-13 16h,주암호,28.6,8.6,86,10.1,1.5,1.9,0.88,0.005,9.6
2018-07-13 17h,주암호,28.4,8.7,87,10.3,1.6,2,0.87,0.006,10.3
2018-07-13 18h,주암호,28.7,8.7,87,10.3,1.3,2,0.85,0.006,9.5
2018-07-13 19h,주암호,28.6,8.7,86,10.4,1.4,2,0.86,0.006,9.5
2018-07-13 20h,주암호,29.1,8.6,85,10.1,1.9,2,0.858,0.005,9.9
2018-07-13 21h,주암호,28.8,8.6,84,10.1,2,2,0.874,0.005,11.6
2018-07-13 22h,주암호,28.6,8.6,85,10.1,1.8,2,0.905,0.006,11.9
2018-07-13 23h,주암호,28.6,8.5,85,9.9,1.8,2,0.893,0.005,11.8
2018-07-14 00h,주암호,28.5,8.5,85,9.9,1.9,2,0.891,0.005,11.6
2018-07-14 01h,주암호,28.6,8.5,84,9.7,2,2,0.899,0.006,8.7
2018-07-14 02h,주암호,28.7,8.5,84,9.6,2,2,0.909,0.006,8.5
2018-07-14 03h,주암호,28.7,8.5,84,9.6,2,2.1,0.925,0.005,8.9
2018-07-14 04h,주암호,28.7,8.5,85,9.5,2.1,2.1,0.92,0.005,9.5
2018-07-14 05h,주암호,28.7,8.5,84,9.5,2.2,2,0.916,0.005,9.5
2018-07-14 06h,주암호,28.6,8.4,84,9.5,2.3,2.1,0.939,0.005,10.2
2018-07-14 07h,주암호,28.6,8.4,84,9.4,2.3,2.1,0.926,0.005,10.4
2018-07-14 08h,주암호,28.7,8.4,85,9.7,2.4,2,0.94,0.006,9.8
2018-07-14 09h,주암호,28.7,8.5,85,9.7,2.3,2,0.876,0.005,9
2018-07-14 10h,주암호,28.8,8.5,85,9.8,2.3,1.9,0.887,0.005,8.9
2018-07-14 11h,주암호,29.3,8.5,85,9.7,2.5,1.9,0.87,0.005,7.9
2018-07-14 12h,주암호,29.5,8.5,86,9.6,2.6,1.9,0.908,0.005,7
2018-07-14 13h,주암호,29.4,8.6,86,10,2.7,1.8,0.91,0.005,9.2
2018-07-14 14h,주암호,29.8,8.6,86,9.8,3.3,1.9,0.865,0.006,9.5
2018-07-14 15h,주암호,30.3,8.6,86,9.8,3.7,2,0.91,0.006,9.4
2018-07-14 16h,주암호,30.8,8.6,86,9.8,4.4,2,0.904,0.007,9.4
2018-07-14 17h,주암호,30.1,8.7,87,10.3,4.6,1.9,0.865,0.007,10.8
2018-07-14 18h,주암호,30.1,8.7,86,10.4,5.5,2,0.877,0.007,10.6
2018-07-14 19h,주암호,30.2,8.7,86,10.1,5.5,2,0.879,0.007,9.5
2018-07-14 20h,주암호,30.3,8.6,86,10,6.1,2,0.872,0.006,8.4
2018-07-14 21h,주암호,31,8.6,85,9.6,7.6,2,0.861,0.005,7.9
2018-07-14 22h,주암호,31.2,8.5,85,9.4,9,2,0.889,0.005,7.8
2018-07-14 23h,주암호,31,8.5,85,9.2,,2,0.998,0.006,8.3
2018-07-15 00h,주암호,30.9,8.5,84,9.4,,2.1,0.947,0.007,8.2
2018-07-15 01h,주암호,30.8,8.5,85,9.4,,1.9,0.907,0.006,8.6
2018-07-15 02h,주암호,30.7,8.5,85,9.2,,2,0.868,0.005,8.6
2018-07-15 03h,주암호,30.5,8.5,85,9.4,,2,0.936,0.006,9
2018-07-15 04h,주암호,30.3,8.5,85,9.5,,2,0.949,0.006,9.6
2018-07-15 05h,주암호,30.2,8.5,85,9.4,,2,0.918,0.005,10
2018-07-15 06h,주암호,30,8.4,85,9.4,,2.1,0.937,0.006,10.1
2018-07-15 07h,주암호,30,8.4,85,9.4,,2,0.951,0.007,10
2018-07-15 08h,주암호,30.1,8.4,86,9.3,,2,0.96,0.008,9.1
2018-07-15 09h,주암호,30,8.4,86,9.5,,1.9,0.933,0.008,7.9
2018-07-15 10h,주암호,30.3,8.5,86,9.4,,1.9,0.916,0.008,7.4
2018-07-15 11h,주암호,30.6,8.5,87,9.5,,1.9,0.921,0.007,6.9
2018-07-15 12h,주암호,31,8.5,87,9.5,,1.9,0.93,0.008,6.9
2018-07-15 13h,주암호,31.5,8.5,87,9.4,,1.9,0.928,0.009,6.7
2018-07-15 14h,주암호,31.7,8.5,87,9.4,,1.9,0.926,0.009,7.6
2018-07-15 15h,주암호,32.2,8.5,88,9.3,,1.9,0.913,0.009,8.2
2018-07-15 16h,주암호,32.1,8.6,87,9.6,,1.8,0.898,0.009,8.7
2018-07-15 17h,주암호,32.2,8.6,87,9.9,,1.9,0.889,0.009,8.4
2018-07-15 18h,주암호,31.9,8.6,88,10,,1.9,0.934,0.009,9
2018-07-15 19h,주암호,32.1,8.6,87,9.7,,1.9,0.921,0.01,8.8
2018-07-15 20h,주암호,31.8,8.6,87,9.7,,1.9,0.92,0.01,8.6
2018-07-15 21h,주암호,31.6,8.6,87,9.8,,1.9,0.94,0.01,8.5
2018-07-15 22h,주암호,31.5,8.6,86,9.8,,1.9,0.909,0.01,8.2
2018-07-15 23h,주암호,31.4,8.6,86,9.7,,2,0.916,0.01,7.3
2018-07-16 00h,주암호,31.2,8.6,86,9.6,,2,1.012,0.01,6.8
2018-07-16 01h,주암호,31.2,8.5,85,9.5,,2,0.948,0.01,6.7
2018-07-16 02h,주암호,31.1,8.5,85,9.4,,2,0.905,0.01,6.9
2018-07-16 03h,주암호,31,8.5,85,9.4,,1.9,0.906,0.009,7.8
2018-07-16 04h,주암호,30.8,8.5,86,9.3,,1.9,0.891,0.009,7.9
2018-07-16 05h,주암호,30.7,8.5,86,9.4,,2,0.933,0.009,8.1
2018-07-16 06h,주암호,30.5,8.4,86,9.3,,2,0.924,0.009,8.1
2018-07-16 07h,주암호,30.6,8.4,86,9.3,,1.9,0.917,0.009,8.3
2018-07-16 08h,주암호,30.6,8.5,86,9.4,,1.9,0.86,0.009,8.4
2018-07-16 09h,주암호,30.9,8.5,86,9.4,,1.9,0.864,0.009,8.6
2018-07-16 10h,주암호,31.1,8.6,86,9.6,,1.9,0.872,0.009,7.2
2018-07-16 11h,주암호,31.1,8.6,86,9.6,,2,0.904,0.01,7.1
2018-07-16 12h,주암호,31.1,8.6,87,9.7,,1.9,0.877,0.01,8
2018-07-16 13h,주암호,31.6,8.7,87,9.7,,1.9,0.884,0.01,8.1
2018-07-16 14h,주암호,31.7,8.7,87,9.8,,1.9,0.872,0.01,8.6
2018-07-16 15h,주암호,31.5,8.7,87,10.2,,1.9,0.888,0.009,8.9
2018-07-16 16h,주암호,31.4,8.7,87,10.2,,1.9,0.879,0.01,8.9
2018-07-16 17h,주암호,,,,,,2,0.881,0.01,
2018-07-16 18h,주암호,31.4,8.8,87,10.3,6.8,2,0.883,0.011,6.9
2018-07-16 19h,주암호,31.2,8.8,86,10.4,7,1.9,0.737,0.01,5.9
2018-07-16 20h,주암호,31.3,8.8,86,10.2,7,2,0.787,0.008,5.4
2018-07-16 21h,주암호,31.3,8.7,86,10.3,7.5,2,0.816,0.008,5.5
2018-07-16 22h,주암호,31.3,8.7,86,10.1,7.7,2.1,0.822,0.008,5.6
2018-07-16 23h,주암호,31.4,8.7,86,10,7.2,2.1,0.938,0.009,7.4
2018-07-17 00h,주암호,31.3,8.7,86,9.8,7.3,2.1,0.898,0.009,7.8
2018-07-17 01h,주암호,31.2,8.7,85,10,7.6,2,0.857,0.009,7.9
2018-07-17 02h,주암호,31.1,8.7,86,9.9,7.6,2.1,0.845,0.008,6
2018-07-17 03h,주암호,31,8.7,86,9.9,7.6,2.1,0.83,0.008,6
2018-07-17 04h,주암호,30.9,8.6,86,9.8,7.7,2.1,0.901,0.008,7.1
2018-07-17 05h,주암호,30.8,8.6,86,9.9,7.6,2.1,0.882,0.009,8
2018-07-17 06h,주암호,30.6,8.6,86,9.8,6.2,2.1,0.861,0.009,9.5
2018-07-17 07h,주암호,30.5,8.6,86,9.8,7.7,2,0.828,0.007,7.6
2018-07-17 08h,주암호,30.8,8.6,86,9.7,7.2,2,0.79,0.005,7.8
2018-07-17 09h,주암호,30.9,8.6,86,9.8,7.1,2.1,0.822,0.005,7.2
2018-07-17 10h,주암호,31.1,8.7,86,9.8,7.9,1.8,0.85,0.006,6.7
2018-07-17 11h,주암호,31.4,8.6,87,9.7,8.3,1.7,0.843,0.006,5.6
2018-07-17 12h,주암호,31.4,8.7,87,10,8.3,2,0.85,0.006,5.7
2018-07-17 13h,주암호,31.9,8.7,87,10.1,7.9,1.9,0.828,0.005,6.1
2018-07-17 14h,주암호,32.5,8.7,87,9.7,7,2,0.885,0.005,6.3
2018-07-17 15h,주암호,32.5,8.7,87,9.8,7.3,1.9,0.862,0.005,6.6
2018-07-17 16h,주암호,32.6,8.7,87,9.7,7.2,1.9,0.834,0.005,7.5
2018-07-17 17h,주암호,32.4,8.7,87,9.7,7.6,1.9,0.828,0.005,8.4
2018-07-17 18h,주암호,32.1,8.8,87,10.1,7.5,1.8,0.835,0.005,7.8
2018-07-17 19h,주암호,31.8,8.8,87,10.1,7.4,1.8,0.83,0.006,7.3
2018-07-17 20h,주암호,31.7,8.7,87,10,7.7,1.7,0.802,0.005,6.8
2018-07-17 21h,주암호,31.7,8.7,86,9.9,7.7,1.6,0.814,0.005,6.1
2018-07-17 22h,주암호,31.8,8.7,86,9.7,7.4,1.5,0.82,0.005,6.2
2018-07-17 23h,주암호,31.8,8.7,86,9.6,7.1,1.5,0.845,0.005,6.5
2018-07-18 00h,주암호,31.7,8.7,86,9.9,7.3,2,0.888,0.006,6.9
2018-07-18 01h,주암호,31.6,8.7,86,9.8,6.6,2,0.884,0.006,7.2
2018-07-18 02h,주암호,31.5,8.7,86,9.8,6.6,2.1,0.803,0.005,7.1
2018-07-18 03h,주암호,31.4,8.7,86,9.8,6.6,2,0.788,0.005,7.4
2018-07-18 04h,주암호,31.3,8.7,86,9.8,6.4,2,0.846,0.005,8.1
2018-07-18 05h,주암호,31.2,8.6,86,9.7,6.3,2,0.881,0.006,8.2
2018-07-18 06h,주암호,31.2,8.6,86,9.7,7.2,2,0.855,0.006,8.2
2018-07-18 07h,주암호,31.1,8.6,86,9.7,6.5,1.9,0.851,0.006,7.6
2018-07-18 08h,주암호,31.2,8.6,86,9.9,6.6,1.8,0.783,0.005,7.3
2018-07-18 09h,주암호,31.4,8.6,87,9.9,5.8,1.9,0.824,0.005,6.6
2018-07-18 10h,주암호,31.4,8.7,87,10,5.5,1.7,0.817,0.005,6.4
2018-07-18 11h,주암호,31.6,8.7,87,10,5.6,1.9,0.826,0.005,6.2
2018-07-18 12h,주암호,31.7,8.7,87,10.2,5.5,1.9,0.81,0.005,6
2018-07-18 13h,주암호,32.9,8.7,87,9.7,5.2,1.9,0.824,0.005,5.7
2018-07-18 14h,주암호,34,8.6,88,9,4.9,1.8,0.826,0.005,5.7
2018-07-18 15h,주암호,33.7,8.7,88,9.2,3.8,1.8,,0.005,4.4
2018-07-18 16h,주암호,33.1,8.7,87,9.4,4,1.9,,0.006,4.4
2018-07-18 17h,주암호,32.9,8.7,87,9.6,4.2,1.8,0.813,0.006,4.6
2018-07-18 18h,주암호,33.1,8.7,87,9.6,3.9,1.8,0.678,0.004,5.9
2018-07-18 19h,주암호,33.1,8.7,87,9.3,3.8,1.8,0.712,0.003,5.8
2018-07-18 20h,주암호,32.8,8.7,87,9.5,3.8,1.8,0.737,0.004,6.2
2018-07-18 21h,주암호,32.5,8.7,87,9.6,3.3,1.8,0.741,0.004,6.8
2018-07-18 22h,주암호,32.2,8.7,87,9.6,3.4,1.8,0.766,0.004,7.4
2018-07-18 23h,주암호,32.1,8.7,86,9.6,3.6,1.9,0.786,0.004,6.3
2018-07-19 00h,주암호,31.9,8.7,86,9.6,3.7,1.9,0.835,0.006,5.9
2018-07-19 01h,주암호,31.8,8.7,87,9.5,3.4,1.9,0.794,0.006,6.5
2018-07-19 02h,주암호,31.7,8.7,86,9.6,3.2,1.9,0.763,0.005,6.5
2018-07-19 03h,주암호,31.6,8.7,86,9.6,3.2,1.8,0.75,0.005,6.4
2018-07-19 04h,주암호,31.5,8.7,86,9.5,3.3,1.8,0.825,0.005,6.9
2018-07-19 05h,주암호,31.4,8.7,86,9.5,3.3,1.8,0.827,0.005,7
2018-07-19 06h,주암호,31.3,8.6,86,9.4,3.1,1.8,0.821,0.005,6.7
2018-07-19 07h,주암호,31.4,8.7,86,9.5,3.1,1.9,0.803,0.005,7
2018-07-19 08h,주암호,31.5,8.6,86,9.3,2.8,1.9,0.796,0.005,5.9
2018-07-19 09h,주암호,31.7,8.6,87,9.3,2.7,1.8,0.772,0.006,5.2
2018-07-19 10h,주암호,31.9,8.6,87,9.5,2.5,1.8,0.784,0.005,4.8
2018-07-19 11h,주암호,32.3,8.7,87,9.5,2.4,1.7,0.792,0.005,5.3
2018-07-19 12h,주암호,32.4,8.7,87,9.4,2.3,1.7,0.782,0.006,5.7
2018-07-19 13h,주암호,33.1,8.7,87,9.2,2.2,1.7,0.793,0.005,6.1
2018-07-19 14h,주암호,33.3,8.7,88,9.3,1.9,1.7,0.771,0.005,7.7
2018-07-19 15h,주암호,,,,,,,,,
2018-07-19 16h,주암호,33.3,8.8,86,8.7,1.8,,,0.007,5.2
2018-07-19 17h,주암호,33.5,8.7,85,8.5,1.8,,0.681,0.006,5.3
2018-07-19 18h,주암호,33.4,8.7,86,8.3,1.8,,0.716,0.004,5.6
2018-07-19 19h,주암호,33.2,8.7,86,8.4,1.8,,0.727,ND,5.4
2018-07-19 20h,주암호,33.1,8.6,88,8.1,1.9,,0.735,ND,5.3
2018-07-19 21h,주암호,32.9,8.6,87,8.1,1.8,,0.736,ND,5
2018-07-19 22h,주암호,32.7,8.6,87,8.4,1.8,,0.751,ND,4.9
2018-07-19 23h,주암호,32.5,8.6,87,8.3,1.9,,0.852,ND,4.8
2018-07-20 00h,주암호,32.3,8.6,87,8.4,1.9,,0.792,0.003,5
2018-07-20 01h,주암호,32.2,8.6,87,8.3,1.8,,0.718,0.003,4.9
2018-07-20 02h,주암호,32.1,8.6,87,8.3,1.8,,0.729,ND,5
2018-07-20 03h,주암호,32,8.6,87,8.2,1.8,,0.735,ND,5.2
2018-07-20 04h,주암호,31.9,8.6,87,8.2,1.8,,0.796,ND,5.7
2018-07-20 05h,주암호,31.8,8.6,86,8.1,1.8,,0.813,0.003,6.2
2018-07-20 06h,주암호,31.7,8.6,86,8,1.7,,0.732,ND,6.3
2018-07-20 07h,주암호,31.6,8.6,86,8,1.8,,0.727,ND,6.6
2018-07-20 08h,주암호,31.6,8.6,87,8.1,1.8,,0.738,ND,6
2018-07-20 09h,주암호,31.8,8.6,87,8,1.7,,0.759,0.003,5.3
2018-07-20 10h,주암호,,,,,,,0.749,0.003,
2018-07-20 11h,주암호,32.9,8.6,87,8.2,1.9,,0.735,0.004,
2018-07-20 12h,주암호,33.2,8.6,87,8.2,1.7,,0.704,0.004,
2018-07-20 13h,주암호,33.2,8.6,86,8.2,1.7,,0.689,ND,
2018-07-20 14h,주암호,33.3,8.6,86,8.3,1.9,,0.602,ND,5.4
2018-07-20 15h,주암호,34,8.6,88,8.2,1.8,,0.647,ND,5.4
2018-07-20 16h,주암호,34.1,8.6,88,8.2,1.8,,0.715,ND,6.4
2018-07-20 17h,주암호,33.6,8.7,88,8.3,1.9,,0.722,ND,6.7
2018-07-20 18h,주암호,33.2,8.7,88,8.2,1.9,,0.728,ND,7
2018-07-20 19h,주암호,33.2,8.7,88,8.2,1.8,,0.723,ND,6.8
2018-07-20 20h,주암호,32.9,8.7,87,8.2,1.8,,0.709,ND,6.4
2018-07-20 21h,주암호,32.6,8.7,87,8.3,1.8,,0.721,ND,6
2018-07-20 22h,주암호,32.5,8.7,87,8.3,1.8,,0.742,ND,6.1
2018-07-20 23h,주암호,32.4,8.7,87,8.4,1.9,,0.782,ND,5.8
2018-07-21 00h,주암호,32.3,8.7,86,8.2,1.8,,0.828,ND,6
2018-07-21 01h,주암호,32.2,8.7,86,8.2,1.8,,0.721,ND,5.8
2018-07-21 02h,주암호,32.1,8.7,86,8.1,1.9,,0.711,ND,6
2018-07-21 03h,주암호,32,8.6,86,8.1,1.9,,0.735,ND,6
2018-07-21 04h,주암호,31.9,8.6,87,8.1,1.8,,0.793,ND,6
2018-07-21 05h,주암호,31.8,8.6,87,8.2,1.8,,0.794,0.003,5.7
2018-07-21 06h,주암호,31.8,8.6,87,8.1,1.7,,0.763,ND,5.6
2018-07-21 07h,주암호,31.7,8.6,87,8.1,1.6,,0.691,ND,5.8
2018-07-21 08h,주암호,31.8,8.6,87,8.1,1.6,,0.72,ND,5.6
2018-07-21 09h,주암호,32,8.6,87,8.1,1.6,,0.762,ND,5
2018-07-21 10h,주암호,32.4,8.6,87,8,1.6,,0.744,ND,5.2
2018-07-21 11h,주암호,32.6,8.6,87,8,1.5,,0.759,ND,5.1
2018-07-21 12h,주암호,32.6,8.6,87,8.2,1.6,,0.75,ND,5.3
2018-07-21 13h,주암호,33.2,8.6,88,8.2,1.5,,0.743,ND,5.5
2018-07-21 14h,주암호,33.5,8.7,88,8.1,1.6,,0.733,ND,6.7
2018-07-21 15h,주암호,33.5,8.7,88,8.2,1.6,,0.738,ND,7.4
2018-07-21 16h,주암호,33.3,8.7,88,8.3,1.6,,0.715,ND,8.3
2018-07-21 17h,주암호,33.2,8.7,88,8.3,1.7,,0.714,ND,9.5
2018-07-21 18h,주암호,33.2,8.7,88,8.3,1.7,,0.726,ND,9.1
2018-07-21 19h,주암호,32.8,8.7,88,8.4,1.7,,0.733,ND,9
2018-07-21 20h,주암호,32.6,8.7,87,8.4,1.7,,0.746,ND,8.8
2018-07-21 21h,주암호,32.6,8.7,87,8.4,1.8,,0.708,ND,9.3
2018-07-21 22h,주암호,32.4,8.7,87,8.5,1.7,,0.716,ND,9
2018-07-21 23h,주암호,32.4,8.7,87,8.5,1.7,,0.722,ND,9
2018-07-22 00h,주암호,32.3,8.7,87,8.4,1.7,,0.748,ND,8.6
2018-07-22 01h,주암호,32.1,8.6,87,8.2,1.6,,0.783,0.003,7.8
2018-07-22 02h,주암호,32,8.6,87,8.2,1.7,,0.737,0.003,8.4
2018-07-22 03h,주암호,31.9,8.5,87,8.1,1.7,,0.714,ND,8.3
2018-07-22 04h,주암호,31.8,8.6,87,8.1,1.6,,0.745,ND,8.2
2018-07-22 05h,주암호,31.8,8.5,87,8.1,1.6,,0.739,ND,7.8
2018-07-22 06h,주암호,31.7,8.5,87,8.1,1.5,,0.781,ND,7.6
2018-07-22 07h,주암호,31.7,8.5,87,8.1,1.6,,0.783,ND,7.3
2018-07-22 08h,주암호,31.9,8.5,87,8,1.6,,0.69,ND,6.8
2018-07-22 09h,주암호,31.9,8.5,87,8,1.4,,0.698,ND,6.8
2018-07-22 10h,주암호,31.9,8.5,87,8,1.4,,0.742,ND,7.4
2018-07-22 11h,주암호,31.9,8.6,87,8,1.4,,0.744,ND,7.9
2018-07-22 12h,주암호,32.1,8.6,87,8.1,1.4,,0.74,ND,8.1
2018-07-22 13h,주암호,31.9,8.6,87,8.2,1.5,,0.732,ND,9.1
2018-07-22 14h,주암호,32,8.7,88,8.3,1.5,,0.733,ND,10
2018-07-22 15h,주암호,32,8.7,88,8.6,1.5,,0.733,ND,10.4
2018-07-22 16h,주암호,32,8.7,88,8.6,1.6,,0.747,ND,10.4
2018-07-22 17h,주암호,31.9,8.7,88,8.6,1.6,,0.745,ND,11.5
2018-07-22 18h,주암호,31.8,8.7,88,8.7,1.5,,0.725,ND,10.8
2018-07-22 19h,주암호,31.6,8.7,88,8.8,1.5,,0.712,ND,11
2018-07-22 20h,주암호,31.6,8.7,87,8.8,1.6,,0.709,ND,10.2
2018-07-22 21h,주암호,31.5,8.7,87,8.8,1.5,,0.723,ND,10
2018-07-22 22h,주암호,31.4,8.7,87,8.7,1.6,,0.768,ND,10
2018-07-22 23h,주암호,31.3,8.7,87,8.7,1.6,,0.769,ND,10
2018-07-23 00h,주암호,31.2,8.7,87,8.6,1.6,,0.706,0.003,9.5
2018-07-23 01h,주암호,31.2,8.7,87,8.6,1.5,,0.675,0.003,9.5
2018-07-23 02h,주암호,31.2,8.6,87,8.6,1.6,,0.771,0.004,9.2
2018-07-23 03h,주암호,31.1,8.5,87,8.4,1.5,,0.758,0.004,8.7
2018-07-23 04h,주암호,31,8.5,87,8.3,1.6,,0.75,0.003,8.6
2018-07-23 05h,주암호,30.9,8.5,86,8.2,1.6,,0.748,0.003,8.5
2018-07-23 06h,주암호,30.8,8.5,86,8.2,1.5,,0.692,ND,8.4
2018-07-23 07h,주암호,30.7,8.6,87,8.5,1.4,,0.705,ND,8.2
2018-07-23 08h,주암호,30.9,8.6,87,8.4,1.3,,0.794,ND,7.7
2018-07-23 09h,주암호,31.1,8.6,87,8.4,1.3,,0.771,0.003,7.6
2018-07-23 10h,주암호,31.3,8.6,87,8.4,1.2,,0.696,ND,7.6
2018-07-23 11h,주암호,31.5,8.6,87,8.4,1.2,,0.708,ND,7.6
2018-07-23 12h,주암호,31.7,8.6,87,8.5,1.3,,0.72,ND,8.8
2018-07-23 13h,주암호,32.2,8.6,87,8.5,1.3,,0.722,ND,8.7
2018-07-23 14h,주암호,,,,,,,0.757,ND,8.5
2018-07-23 15h,주암호,32.3,8.7,88,8.7,1.8,,0.597,0.004,7.8
2018-07-23 16h,주암호,32.2,8.7,88,8.8,1.8,,0.539,ND,7.5
2018-07-23 17h,주암호,32.2,8.7,88,8.9,1.8,,0.674,ND,7.9
2018-07-23 18h,주암호,31.9,8.8,88,9,1.8,,0.688,ND,7.6
2018-07-23 19h,주암호,31.6,8.8,88,9.1,1.8,,0.704,ND,8.3
2018-07-23 20h,주암호,31.5,8.8,88,9.1,1.8,,0.668,ND,8.6
2018-07-23 21h,주암호,31.4,8.8,88,9.1,1.7,,0.74,ND,8.9
2018-07-23 22h,주암호,31.3,8.8,88,9,1.7,,0.711,0.003,8.8
2018-07-23 23h,주암호,31.1,8.8,88,9,1.7,,0.69,0.003,8.5
2018-07-24 00h,주암호,31.1,8.8,88,9,1.7,,0.687,0.003,9.1
2018-07-24 01h,주암호,31,8.8,88,9,1.7,,0.666,0.003,8.6
2018-07-24 02h,주암호,30.9,8.7,88,9.1,1.7,,0.673,0.004,8.1
2018-07-24 03h,주암호,30.9,8.7,87,9,1.7,,0.695,0.004,7.3
2018-07-24 04h,주암호,30.9,8.7,87,8.9,1.7,,0.701,0.004,7.6
