m_date,site_name,temp,ph,ec,do,탁도 (NTU),toc,tn,tp,clola-a
2018-05-09 12h,주암호,18.2,7.7,89,16,1.8,1.3,1.175,0.012,14.6
2018-05-09 13h,주암호,18.2,7.8,89,16.2,1.8,1.3,1.186,0.012,15.8
2018-05-09 14h,주암호,18.2,7.9,89,16.3,1.8,1.3,1.165,0.012,16.6
2018-05-09 15h,주암호,18.2,7.9,89,16.4,1.8,1.3,1.157,0.012,15.2
2018-05-09 16h,주암호,18.5,7.8,89,16.3,1.8,1.3,1.168,0.012,12.2
2018-05-09 17h,주암호,18.6,7.8,89,16.1,1.8,1.3,1.217,0.012,12
2018-05-09 18h,주암호,18.6,7.7,89,16,1.8,1.3,1.177,0.012,10.7
2018-05-09 19h,주암호,18.5,7.7,89,16,1.8,1.3,1.191,0.012,9.8
2018-05-09 20h,주암호,18.2,7.5,89,15.9,1.9,1.3,1.188,0.012,10.2
2018-05-09 21h,주암호,18,7.5,89,15.9,1.9,1.3,1.158,0.012,10.1
2018-05-09 22h,주암호,18.1,7.5,88,15.9,1.9,1.3,1.168,0.013,9.8
2018-05-09 23h,주암호,18.2,7.6,89,15.9,2,1.3,1.171,0.012,9.7
2018-05-10 00h,주암호,18.1,7.6,89,16,1.9,1.3,1.171,0.012,10.4
2018-05-10 01h,주암호,18.1,7.6,89,16,2,1.3,1.166,0.012,10.5
2018-05-10 02h,주암호,18,7.6,89,16,2,1.3,1.172,0.012,10.9
2018-05-10 03h,주암호,17.9,7.5,89,15.9,2,1.3,1.174,0.012,9.7
2018-05-10 04h,주암호,17.9,7.5,89,15.9,2,1.2,1.177,0.012,9.5
2018-05-10 05h,주암호,17.9,7.5,89,15.9,2.1,1.3,1.181,0.012,9.9
2018-05-10 06h,주암호,17.8,7.5,89,15.9,2,1.3,1.187,0.012,10.5
2018-05-10 07h,주암호,17.8,7.5,89,15.9,2.1,1.2,1.194,0.012,10.8
2018-05-10 08h,주암호,17.8,7.5,89,15.9,2.1,1.3,1.192,0.012,12.1
2018-05-10 09h,주암호,17.9,7.6,89,16,2,1.2,1.184,0.012,13.4
2018-05-10 10h,주암호,18.1,7.6,89,16,,1.3,1.162,0.011,14.2
2018-05-10 11h,주암호,18.2,7.7,89,16.1,2,1.3,1.15,0.012,12.6
2018-05-10 12h,주암호,18.3,7.7,89,16.1,2,1.3,1.148,0.012,11.2
2018-05-10 13h,주암호,18.7,7.7,89,15.8,1.9,,1.143,0.011,9.8
2018-05-10 14h,주암호,18.6,7.8,89,15.2,1.9,,,,9.4
2018-05-10 15h,주암호,,,,,,,,,
2018-05-10 16h,주암호,18.7,8.1,89,14.3,2,,,,9.2
2018-05-10 17h,주암호,18.6,8.2,89,14.4,2,,,,10.3
2018-05-10 18h,주암호,19,8.1,89,14.4,2,1.4,1.125,,9.4
2018-05-10 19h,주암호,19.1,8.1,89,14.3,1.9,1.4,1.129,,8.4
2018-05-10 20h,주암호,18.9,8,89,14.4,2,1.4,1.137,0.012,8.5
2018-05-10 21h,주암호,18.8,8,89,14.5,2.1,1.4,1.165,0.012,8.6
2018-05-10 22h,주암호,18.7,8,88,14.4,2.2,1.4,1.15,0.012,8.6
2018-05-10 23h,주암호,18.8,7.9,88,14.3,2,1.4,1.148,0.012,8.6
2018-05-11 00h,주암호,18.8,7.9,88,14.2,2.1,1.4,1.146,0.012,8.8
2018-05-11 01h,주암호,18.6,7.9,89,14.3,2.1,1.4,1.145,0.012,9.2
2018-05-11 02h,주암호,18.6,7.9,89,14.2,2.1,1.4,1.147,0.012,9.4
2018-05-11 03h,주암호,18.5,7.9,88,14.2,2.1,1.4,1.147,0.011,9.6
2018-05-11 04h,주암호,18.5,7.8,89,14.2,2.1,1.4,1.144,0.011,9.8
2018-05-11 05h,주암호,18.5,7.8,89,14.1,2,1.4,1.147,0.011,10.3
2018-05-11 06h,주암호,18.5,7.8,89,14.1,2,1.4,1.162,0.011,10.4
2018-05-11 07h,주암호,18.4,7.8,89,14.2,2,1.4,1.165,0.011,10.7
2018-05-11 08h,주암호,18.4,7.8,89,14.2,2.1,1.4,1.163,0.011,11.8
2018-05-11 09h,주암호,18.5,7.9,89,14.3,2,1.4,1.155,0.011,11.9
2018-05-11 10h,주암호,18.6,8,89,14.4,1.8,1.4,1.139,0.011,13.1
2018-05-11 11h,주암호,18.7,8.1,89,14.5,1.9,1.4,1.128,0.011,12.9
2018-05-11 12h,주암호,18.8,8.1,89,14.6,1.9,1.4,1.123,0.011,9.7
2018-05-11 13h,주암호,18.8,8.2,89,14.7,1.6,1.4,1.098,0.011,9.7
2018-05-11 14h,주암호,19,8.2,89,14.9,,1.4,1.105,0.011,11.1
2018-05-11 15h,주암호,19.1,8.2,89,14.8,1.7,1.4,1.148,0.011,11.5
2018-05-11 16h,주암호,19,8.3,89,14.5,1.7,1.4,1.114,0.011,10.7
2018-05-11 17h,주암호,19.1,8.3,89,14.5,1.4,1.4,1.088,0.011,10.1
2018-05-11 18h,주암호,19.2,8.3,89,14.4,,1.4,1.087,0.01,9
2018-05-11 19h,주암호,19,8.3,89,14.5,1.6,1.4,1.156,0.01,9.1
2018-05-11 20h,주암호,19,8.3,89,14.4,1.4,1.4,1.14,0.01,8.6
2018-05-11 21h,주암호,19,8.3,89,14.3,,1.4,1.117,0.01,8.4
2018-05-11 22h,주암호,18.9,8.2,89,14.2,,1.4,1.125,0.01,8.3
2018-05-11 23h,주암호,18.7,8.2,90,14.2,1.6,1.4,1.136,0.01,8.8
2018-05-12 00h,주암호,18.6,8.2,90,14.3,1.8,1.4,1.125,0.01,9.5
2018-05-12 01h,주암호,18.8,8.2,89,13.9,1.5,1.4,1.12,0.01,9.1
2018-05-12 02h,주암호,18.9,8.2,89,13.9,1.6,1.4,1.139,0.01,9
2018-05-12 03h,주암호,18.9,8.2,89,13.8,1.7,1.5,1.129,0.01,9.3
2018-05-12 04h,주암호,18.9,8.2,89,13.8,1.6,1.4,1.171,0.011,10.1
2018-05-12 05h,주암호,18.9,8.1,88,13.8,1.7,1.4,1.173,0.011,10.7
2018-05-12 06h,주암호,18.9,8.1,89,13.7,1.6,1.4,1.165,0.01,9.9
2018-05-12 07h,주암호,18.9,8.1,89,13.7,1.6,1.4,1.132,0.01,9.9
2018-05-12 08h,주암호,18.9,8.1,89,13.7,1.5,1.4,1.165,0.011,10.5
2018-05-12 09h,주암호,19,8.2,89,13.8,1.5,1.4,1.181,0.011,11.2
2018-05-12 10h,주암호,18.9,8.2,89,13.9,1.6,1.4,1.168,0.011,12.1
2018-05-12 11h,주암호,18.9,8.3,89,14.1,1.5,1.4,1.159,0.011,12.7
2018-05-12 12h,주암호,18.8,8.3,89,14.5,1.5,1.4,1.128,0.011,12.3
2018-05-12 13h,주암호,18.8,8.3,89,14.5,1.5,1.4,1.173,0.011,13.8
2018-05-12 14h,주암호,18.8,8.3,89,14.5,1.5,1.5,1.179,0.011,14.9
2018-05-12 15h,주암호,18.8,8.3,89,14.5,1.5,1.4,1.172,0.011,13.8
2018-05-12 16h,주암호,18.7,8.3,89,14.5,1.9,1.5,1.164,0.01,13.8
2018-05-12 17h,주암호,18.7,8.3,89,14.5,1.6,1.4,1.152,0.01,14.2
2018-05-12 18h,주암호,18.7,8.3,89,14.4,1.8,1.4,1.158,0.011,12.7
2018-05-12 19h,주암호,18.7,8.2,89,14.2,1.7,1.5,1.169,0.011,12.2
2018-05-12 20h,주암호,18.6,8.2,88,14.2,1.6,1.4,1.159,0.011,11.3
2018-05-12 21h,주암호,18.6,8.2,88,14.1,1.9,1.4,1.144,0.011,10.9
2018-05-12 22h,주암호,18.6,8.2,88,14.3,1.8,1.4,1.116,0.011,11.3
2018-05-12 23h,주암호,18.6,8.1,88,14.2,1.6,1.4,1.121,0.011,11.5
2018-05-13 00h,주암호,18.5,8.1,88,14.2,1.7,1.4,1.124,0.011,11.2
2018-05-13 01h,주암호,18.5,8,88,14.1,1.7,1.4,1.151,0.011,11
2018-05-13 02h,주암호,18.6,8.1,88,14.1,,1.4,1.114,0.011,11
2018-05-13 03h,주암호,18.6,8,88,14.1,1.5,1.4,1.09,0.011,11
2018-05-13 04h,주암호,18.6,8,88,14.1,1.5,1.4,1.085,0.011,11.3
2018-05-13 05h,주암호,18.6,8,88,14,1.6,1.4,1.103,0.011,11.7
2018-05-13 06h,주암호,18.5,8,88,14,1.3,1.4,1.134,0.011,11
2018-05-13 07h,주암호,18.6,8,88,13.9,1.4,1.4,1.178,0.011,11.7
2018-05-13 08h,주암호,18.7,8,88,14,1.4,1.5,1.165,0.011,14
2018-05-13 09h,주암호,18.7,8.1,88,14.1,1.4,1.4,1.087,0.011,14.2
2018-05-13 10h,주암호,18.8,8.2,88,14.1,1.7,1.5,1.087,0.011,12.9
2018-05-13 11h,주암호,18.9,8.3,88,14.2,1.5,1.5,1.153,0.011,11.2
2018-05-13 12h,주암호,19,8.3,88,14.3,1.4,1.4,1.163,0.01,11.4
2018-05-13 13h,주암호,19.2,8.3,88,14.2,1.5,1.4,1.154,0.01,9.5
2018-05-13 14h,주암호,19.3,8.4,89,14.3,1.1,1.4,1.106,0.01,10.4
2018-05-13 15h,주암호,19.3,8.4,89,14.7,1.3,1.4,1.057,0.011,12.3
2018-05-13 16h,주암호,19.2,8.5,89,14.9,1.5,1.4,1.096,0.011,14
2018-05-13 17h,주암호,19.2,8.5,89,14.9,1.4,1.4,1.117,0.011,14.1
2018-05-13 18h,주암호,19.2,8.5,89,14.9,1.7,1.4,1.111,0.011,13.2
2018-05-13 19h,주암호,19.3,8.5,89,14.8,1.4,1.4,1.14,0.011,12.6
2018-05-13 20h,주암호,19.3,8.5,89,14.7,1.6,1.4,1.14,0.012,12.4
2018-05-13 21h,주암호,19.3,8.5,89,14.7,1.4,1.5,1.123,0.012,12.2
2018-05-13 22h,주암호,19.2,8.5,88,14.7,1.4,1.4,1.124,0.012,12.2
2018-05-13 23h,주암호,19.3,8.4,89,14.6,1.6,1.4,1.139,0.012,11.8
2018-05-14 00h,주암호,19.2,8.4,89,14.6,,1.4,1.131,0.012,11.8
2018-05-14 01h,주암호,19.1,8.4,89,14.7,,1.4,1.115,0.012,12.3
2018-05-14 02h,주암호,19.1,8.4,89,14.6,1.2,1.4,1.145,0.011,12
2018-05-14 03h,주암호,19.5,8.2,88,14.3,,1.4,1.14,0.011,12
2018-05-14 04h,주암호,19.5,8.2,88,14.3,,1.4,1.124,0.012,12.3
2018-05-14 05h,주암호,19.6,8.1,88,14.1,1.3,1.4,1.124,0.012,11.9
2018-05-14 06h,주암호,19.5,8.1,88,14.1,1.5,1.4,1.103,0.011,11.8
2018-05-14 07h,주암호,19.5,8.2,88,14.2,1.3,1.4,1.122,0.011,12.4
2018-05-14 08h,주암호,19.6,8.2,88,14.2,1.4,1.4,1.121,0.012,11.4
2018-05-14 09h,주암호,19.6,8.2,88,14.3,1.7,1.4,1.141,0.011,10.7
2018-05-14 10h,주암호,19.8,8.3,88,14.3,1.5,1.4,1.146,0.012,9.4
2018-05-14 11h,주암호,19.8,8.3,88,14.3,,1.4,1.141,0.012,9.6
2018-05-14 12h,주암호,20,8.3,88,14.3,,1.4,1.156,0.012,9.7
2018-05-14 13h,주암호,20.1,8.4,89,14.3,1.4,1.4,1.112,0.011,9.1
2018-05-14 14h,주암호,20.3,8.4,89,14.3,1.6,1.4,1.109,0.011,8.8
2018-05-14 15h,주암호,,,,,,,1.113,0.012,
2018-05-14 16h,주암호,20.3,8.5,89,14.9,1.7,1.5,1.203,0.012,
2018-05-14 17h,주암호,20.5,8.5,88,14.7,1.7,1.3,1.223,0.012,10.7
2018-05-14 18h,주암호,20.8,8.5,88,14.4,1.5,1.4,1.158,0.011,9.8
2018-05-14 19h,주암호,20.8,8.5,88,14.5,,1.4,1.135,0.011,9.7
2018-05-14 20h,주암호,20.7,8.5,88,14.5,,1.4,1.192,0.012,9.8
2018-05-14 21h,주암호,20.5,8.5,88,14.6,,1.4,1.189,0.012,10
2018-05-14 22h,주암호,20.5,8.4,88,14.5,1.6,1.4,1.192,0.012,9.9
2018-05-14 23h,주암호,20.4,8.4,89,14.5,1.6,1.4,1.164,0.013,10.1
2018-05-15 00h,주암호,20.2,8.4,89,14.6,1.7,1.4,1.147,0.013,10.4
2018-05-15 01h,주암호,20.4,8.3,88,14.5,1.5,1.4,1.101,0.012,9.7
2018-05-15 02h,주암호,20.3,8.3,88,14.5,1.6,1.4,1.115,0.012,10.2
2018-05-15 03h,주암호,20.3,8.3,88,14.8,1.5,1.4,1.144,0.012,10.5
2018-05-15 04h,주암호,20.3,8.3,88,14.8,1.5,1.4,1.199,0.012,11
2018-05-15 05h,주암호,20.4,8.2,88,14.6,1.5,1.4,1.162,0.012,11.2
2018-05-15 06h,주암호,20.4,8.2,88,14.5,1.5,1.4,1.131,0.012,9.7
2018-05-15 07h,주암호,20.5,8.2,88,14.5,1.6,1.4,1.143,0.012,10.4
2018-05-15 08h,주암호,20.5,8.2,88,14.5,1.5,1.4,1.154,0.011,11.4
2018-05-15 09h,주암호,20.6,8.2,88,14.4,1.6,1.4,1.152,0.011,10.3
2018-05-15 10h,주암호,20.6,8.2,88,14.3,1.8,1.4,1.083,0.011,10.9
2018-05-15 11h,주암호,,,,,,,,,
2018-05-15 12h,주암호,,,,,,,,,
2018-05-15 13h,주암호,,,,,,,,,
2018-05-15 14h,주암호,,,,,,,,,
2018-05-15 15h,주암호,21.1,8.5,89,14.4,,,,,11
2018-05-15 16h,주암호,21,8.5,89,14.5,,,,,12.5
2018-05-15 17h,주암호,21.1,8.5,89,14.4,,1.4,1.1,0.012,11
2018-05-15 18h,주암호,21.2,8.5,88,14.1,,1.4,1.113,0.012,10.2
2018-05-15 19h,주암호,21,8.5,88,14.1,,1.4,1.192,0.012,10.2
2018-05-15 20h,주암호,20.9,8.5,88,14.1,,1.4,1.188,0.011,10.3
2018-05-15 21h,주암호,20.7,8.4,88,14,,1.4,1.15,0.011,10.4
2018-05-15 22h,주암호,20.1,8.4,88,14.2,,1.4,1.128,0.011,11.1
2018-05-15 23h,주암호,20.2,8.4,89,14.1,,1.4,1.116,0.01,10.9
2018-05-16 00h,주암호,20.3,8.4,89,14,,1.4,1.087,0.01,11.2
2018-05-16 01h,주암호,20.3,8.4,89,14.1,,1.4,1.079,0.01,11.7
2018-05-16 02h,주암호,20.3,8.4,89,14.1,,1.4,1.045,0.01,11.7
2018-05-16 03h,주암호,20.4,8.4,89,13.9,,1.4,1.028,0.01,12.3
2018-05-16 04h,주암호,20.4,8.4,89,13.9,,1.4,1.019,0.01,12.7
2018-05-16 05h,주암호,20.4,8.4,89,13.9,,1.4,1.051,0.011,12.5
2018-05-16 06h,주암호,20.4,8.4,89,13.9,,1.4,1.057,0.01,12.6
2018-05-16 07h,주암호,20.5,8.4,89,13.8,,1.4,1.055,0.01,11.9
2018-05-16 08h,주암호,20.6,8.4,89,13.8,,1.4,1.058,0.01,12.4
2018-05-16 09h,주암호,20.6,8.4,89,13.7,,1.4,1.04,0.011,12.7
2018-05-16 10h,주암호,20.6,8.4,89,13.7,,1.4,1.056,0.01,13.3
2018-05-16 11h,주암호,20.6,8.4,89,12.9,2.2,1.4,1.072,0.01,15.9
2018-05-16 12h,주암호,20.5,8.4,88,12.7,2,1.4,1.167,,18.5
2018-05-16 13h,주암호,20.1,8.4,89,12.7,1.8,1.4,1.15,,17.9
2018-05-16 14h,주암호,20.3,8.4,89,12.6,1.8,1.4,1.07,0.01,20.4
2018-05-16 15h,주암호,20.6,8.4,89,12.5,2,1.4,1.002,0.009,25.4
2018-05-16 16h,주암호,20.8,8.5,89,12.5,2.3,1.4,1.018,0.009,41
2018-05-16 17h,주암호,20.7,8.5,88,12.4,2.3,1.4,1.111,0.01,40.7
2018-05-16 18h,주암호,20.6,8.5,88,12.3,2.3,1.4,1.179,0.011,36.8
2018-05-16 19h,주암호,20.8,8.5,88,12.2,2.2,1.4,1.189,0.011,32.6
2018-05-16 20h,주암호,20.8,8.5,89,12.3,2.2,1.4,1.214,0.011,29
2018-05-16 21h,주암호,20.8,8.4,88,12.2,2.3,1.4,1.227,0.011,26.3
2018-05-16 22h,주암호,20.8,8.4,88,12.1,2.2,1.4,1.169,0.011,24.2
2018-05-16 23h,주암호,20.7,8.4,88,11.9,2.2,1.4,1.162,0.01,22.4
2018-05-17 00h,주암호,20.7,8.4,87,11.9,2.2,1.4,1.122,0.01,23.3
2018-05-17 01h,주암호,20.7,8.3,88,11.8,2.1,1.4,1.079,0.009,21.4
2018-05-17 02h,주암호,20.7,8.3,88,11.7,2.1,1.4,1.066,0.009,20.1
2018-05-17 03h,주암호,20.7,8.3,88,11.7,2.1,1.4,1.009,0.009,20.7
2018-05-17 04h,주암호,20.6,8.3,88,11.7,2.1,1.4,0.981,0.009,21.5
2018-05-17 05h,주암호,20.6,8.3,88,11.7,2.1,1.4,1.023,0.009,20.9
2018-05-17 06h,주암호,20.6,8.3,88,11.6,2.1,1.4,1.062,0.009,19.1
2018-05-17 07h,주암호,20.6,8.3,88,11.6,2.2,1.4,1.051,0.009,20.6
2018-05-17 08h,주암호,20.6,8.2,88,11.6,2.1,1.4,1.041,0.009,20.2
2018-05-17 09h,주암호,20.6,8.2,89,11.6,2,1.3,1.091,0.009,21
2018-05-17 10h,주암호,20.7,8.3,89,11.6,2.1,1.4,1.124,0.009,25
2018-05-17 11h,주암호,20.7,8.3,89,11.6,2.1,1.4,1.169,0.01,26.2
2018-05-17 12h,주암호,20.8,8.4,89,11.7,2.1,1.4,1.186,0.01,28.5
2018-05-17 13h,주암호,20.8,8.4,89,11.8,2,1.4,1.102,0.01,27.5
2018-05-17 14h,주암호,20.8,8.4,89,11.8,2,1.4,1.078,0.009,27
2018-05-17 15h,주암호,20.8,8.5,89,11.9,2,1.4,1.145,0.01,28.1
2018-05-17 16h,주암호,20.8,8.5,89,12,2.1,1.4,1.158,0.01,27.8
2018-05-17 17h,주암호,20.8,8.5,89,12,2,1.4,1.085,0.01,27.3
2018-05-17 18h,주암호,20.7,8.5,89,11.9,2.1,1.4,1.051,0.01,23.5
2018-05-17 19h,주암호,20.7,8.4,89,11.9,2.1,1.4,1.124,0.01,21.1
2018-05-17 20h,주암호,20.7,8.4,88,11.9,2,1.4,1.19,0.01,19
2018-05-17 21h,주암호,20.6,8.4,88,11.9,2,1.4,1.201,0.011,18.4
2018-05-17 22h,주암호,20.6,8.4,88,11.8,2,1.4,1.187,0.011,19.2
2018-05-17 23h,주암호,20.6,8.4,88,11.8,2,1.4,1.176,0.011,17.7
2018-05-18 00h,주암호,20.7,8.4,88,11.7,2.1,1.4,1.165,0.011,16.1
2018-05-18 01h,주암호,20.7,8.3,89,11.7,2,1.4,1.176,0.011,17.7
2018-05-18 02h,주암호,20.7,8.3,88,11.7,2,1.4,1.186,0.011,16.9
2018-05-18 03h,주암호,20.7,8.2,88,11.7,1.8,1.4,1.15,0.011,15.8
2018-05-18 04h,주암호,20.8,8.3,88,11.7,1.7,1.5,1.126,0.011,16.1
2018-05-18 05h,주암호,20.8,8.2,88,11.6,1.8,1.4,1.136,0.011,15.7
2018-05-18 06h,주암호,20.9,8.3,88,11.5,1.7,1.4,1.157,0.01,16.4
2018-05-18 07h,주암호,20.8,8.3,88,11.6,1.8,1.4,1.173,0.01,21.3
2018-05-18 08h,주암호,20.7,8.3,88,11.6,1.9,1.4,1.166,0.01,20.6
2018-05-18 09h,주암호,20.8,8.3,88,11.6,1.9,1.4,1.167,0.01,26.9
2018-05-18 10h,주암호,20.9,8.4,88,11.7,1.8,1.4,1.197,0.01,25.8
2018-05-18 11h,주암호,20.9,8.4,88,11.8,1.7,1.4,1.132,0.011,25.2
2018-05-18 12h,주암호,21,8.5,88,11.8,1.8,1.4,1.059,0.011,29.4
2018-05-18 13h,주암호,21,8.5,88,11.9,1.8,1.4,1.07,0.01,31.5
2018-05-18 14h,주암호,21.1,8.5,89,11.9,1.8,1.4,1.171,0.01,29.3
2018-05-18 15h,주암호,,,,,,1.5,1.136,0.011,23.6
2018-05-18 16h,주암호,21.2,8.5,89,11.2,1.6,1.4,1.114,0.012,19.4
2018-05-18 17h,주암호,21.3,8.5,89,11.2,1.6,1.4,1.238,0.012,16.1
2018-05-18 18h,주암호,21.4,8.5,89,11.2,1.7,1.5,1.175,0.012,14.5
2018-05-18 19h,주암호,21.4,8.5,88,11.2,1.6,1.4,1.057,0.012,12.2
2018-05-18 20h,주암호,21.4,8.5,88,11.2,1.6,1.4,1.024,0.012,11.9
2018-05-18 21h,주암호,21.2,8.5,88,11.2,1.6,1.4,0.939,0.012,13
2018-05-18 22h,주암호,21.2,8.4,88,11,1.5,1.4,1.035,0.013,11.8
2018-05-18 23h,주암호,21.2,8.4,87,11.1,1.5,1.4,1.105,0.012,11.5
2018-05-19 00h,주암호,21,8.3,87,11,1.4,1.4,1.176,0.012,11
2018-05-19 01h,주암호,21,8.4,88,11,1.5,1.4,1.191,0.012,10.6
2018-05-19 02h,주암호,20.9,8.3,88,10.9,1.5,1.4,1.168,0.011,10.4
2018-05-19 03h,주암호,20.9,8.3,88,10.9,1.6,1.4,0.991,0.011,10.4
2018-05-19 04h,주암호,20.8,8.3,88,10.9,1.6,1.3,0.961,0.011,11.4
2018-05-19 05h,주암호,20.7,8.2,88,10.8,1.5,1.4,1.016,0.011,12.2
2018-05-19 06h,주암호,20.6,8.2,88,10.8,1.6,1.4,0.986,0.011,10.8
2018-05-19 07h,주암호,20.6,8.2,88,10.7,1.6,1.4,0.981,0.01,11
2018-05-19 08h,주암호,20.6,8.2,88,10.7,1.7,1.3,0.991,0.01,11.5
2018-05-19 09h,주암호,20.5,8.2,88,10.8,1.5,1.3,0.983,0.01,13.4
2018-05-19 10h,주암호,20.6,8.3,88,10.9,1.5,1.3,1.004,0.01,14.9
2018-05-19 11h,주암호,20.9,8.3,88,10.8,1.3,1.3,0.99,0.01,10.7
2018-05-19 12h,주암호,21,8.3,89,10.8,1.3,1.3,1.001,0.01,9.1
2018-05-19 13h,주암호,21.1,8.4,89,10.9,1.4,1.3,1.057,0.01,9.5
2018-05-19 14h,주암호,21.4,8.4,89,10.8,1.2,1.3,1.075,0.01,8.4
2018-05-19 15h,주암호,21.3,8.4,89,10.9,1.3,1.3,1.074,0.01,10.5
2018-05-19 16h,주암호,21.4,8.4,89,10.9,1.3,1.3,1.057,0.01,10.4
2018-05-19 17h,주암호,21.4,8.4,89,10.9,1.4,1.3,1.034,0.01,10.4
2018-05-19 18h,주암호,21.2,8.4,89,10.9,1.4,1.3,1.041,0.01,10.2
2018-05-19 19h,주암호,21.2,8.4,88,10.9,1.5,1.3,1.056,0.01,10
2018-05-19 20h,주암호,21.1,8.4,88,11.1,1.5,1.3,1.088,0.01,9.7
2018-05-19 21h,주암호,21.1,8.4,89,11.2,1.4,1.3,1.102,0.01,9.2
2018-05-19 22h,주암호,21,8.4,89,11.1,1.4,1.3,1.061,0.011,8.9
2018-05-19 23h,주암호,21,8.4,89,11.1,1.4,1.3,1.056,0.011,9.1
2018-05-20 00h,주암호,21,8.4,89,11.1,1.3,1.3,1.035,0.01,8.8
2018-05-20 01h,주암호,20.9,8.4,89,11,1.3,1.3,1.026,0.011,8.7
2018-05-20 02h,주암호,20.8,8.3,89,11,1.2,1.3,1.02,0.011,9
2018-05-20 03h,주암호,20.7,8.3,89,10.9,1.4,1.3,1.048,0.01,9.3
2018-05-20 04h,주암호,20.6,8.3,89,10.8,1.4,1.3,1.066,0.01,9.6
2018-05-20 05h,주암호,20.5,8.2,89,10.7,1.4,1.2,1.083,0.01,9.5
2018-05-20 06h,주암호,20.4,8.2,89,10.7,1.3,1.2,1.103,0.01,9.2
2018-05-20 07h,주암호,20.4,8.2,89,10.6,1.3,1.2,1.089,0.01,9.8
2018-05-20 08h,주암호,20.5,8.2,89,10.7,1.2,1.2,1.067,0.01,8.8
2018-05-20 09h,주암호,20.6,8.2,89,10.7,1.2,1.2,1.073,0.01,7.6
2018-05-20 10h,주암호,20.7,8.2,89,10.7,1.1,1.2,1.055,0.009,8.1
2018-05-20 11h,주암호,20.7,8.3,89,10.7,1.2,1.2,1.062,0.009,8
2018-05-20 12h,주암호,20.8,8.3,89,10.7,1.1,1.2,1.085,0.009,7.5
2018-05-20 13h,주암호,21,8.3,89,10.7,1.1,1.2,1.075,0.009,7.4
2018-05-20 14h,주암호,21,8.3,89,10.8,1.3,1.2,1.081,0.009,7.7
2018-05-20 15h,주암호,21.1,8.3,89,10.8,1.3,1.2,1.097,0.009,7.8
2018-05-20 16h,주암호,21.1,8.3,89,10.7,1.3,1.2,1.097,0.009,7.7
2018-05-20 17h,주암호,21.1,8.3,89,10.7,1.2,1.2,1.099,0.009,8.1
2018-05-20 18h,주암호,20.8,8.4,89,10.8,1.2,1.2,1.085,0.008,9.6
2018-05-20 19h,주암호,20.8,8.4,88,10.8,1.2,1.2,1.072,0.009,8.9
2018-05-20 20h,주암호,20.8,8.4,88,10.7,1.2,1.2,1.076,0.009,8.2
2018-05-20 21h,주암호,20.8,8.3,89,10.7,1.1,1.2,1.06,0.009,7.6
2018-05-20 22h,주암호,20.8,8.3,89,10.7,1.1,1.2,1.055,0.009,7
2018-05-20 23h,주암호,20.7,8.2,89,10.6,1.1,1.2,1.052,0.009,6.9
2018-05-21 00h,주암호,20.6,8.3,89,10.6,1.1,1.2,1.05,0.009,7.2
2018-05-21 01h,주암호,20.5,8.2,89,10.6,1,1.2,1.055,0.009,7
2018-05-21 02h,주암호,20.4,8.2,89,10.6,1,1.2,1.043,0.009,6.9
2018-05-21 03h,주암호,20.4,8.2,89,10.6,1.1,1.2,1.061,0.009,6.9
2018-05-21 04h,주암호,20.3,8.2,89,10.6,1.1,1.2,1.063,0.009,7.2
2018-05-21 05h,주암호,20.3,8.2,89,10.6,1.1,1.2,1.061,0.009,7.1
2018-05-21 06h,주암호,20.3,8.1,89,10.6,1.1,1.2,1.054,0.009,7.5
2018-05-21 07h,주암호,20.3,8.1,89,10.6,1.1,1.2,1.06,0.009,8.3
2018-05-21 08h,주암호,20.4,8.2,89,10.6,1.2,1.2,1.068,0.008,7.4
2018-05-21 09h,주암호,20.4,8.2,89,10.6,1.2,1.2,1.067,0.008,6.3
2018-05-21 10h,주암호,20.5,8.2,89,10.6,1.2,1.3,1.062,0.008,6
2018-05-21 11h,주암호,20.6,8.2,89,10.6,1.3,1.2,1.067,0.008,5.8
2018-05-21 12h,주암호,20.7,8.2,89,10.7,1.3,1.3,1.097,0.008,6.1
2018-05-21 13h,주암호,20.7,8.3,89,10.7,0.8,1.3,1.087,0.008,6.6
2018-05-21 14h,주암호,20.9,8.2,89,10.7,0.8,1.2,1.081,0.008,5.8
2018-05-21 15h,주암호,,,,,,1.3,1.092,0.009,
2018-05-21 16h,주암호,20.9,8.3,89,10.2,0.9,1.3,1.049,0.008,5.6
2018-05-21 17h,주암호,21.2,8.3,89,10.2,0.8,1.3,1.108,0.009,5.2
2018-05-21 18h,주암호,21.2,8.3,89,10.2,0.8,1.3,1.123,0.009,5.2
2018-05-21 19h,주암호,21.2,8.3,89,10.1,0.9,1.3,1.071,0.009,5.2
2018-05-21 20h,주암호,21.3,8.2,89,10,0.8,1.3,1.04,0.009,4.6
2018-05-21 21h,주암호,21.3,8.2,89,9.9,0.7,1.3,1.037,0.008,3.9
2018-05-21 22h,주암호,21.2,8.2,89,9.9,0.7,1.3,1.065,0.008,3.9
2018-05-21 23h,주암호,21.1,8.2,89,10,0.7,1.3,1.065,0.008,4.2
2018-05-22 00h,주암호,21,8.2,89,9.9,0.7,1.3,1.064,0.008,4.1
2018-05-22 01h,주암호,21,8.2,89,9.9,0.7,1.3,1.055,0.008,4.1
