측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),트리클로로에틸렌 (㎎/L),테트라클로로에틸렌(㎎/L),사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
안동1,2017-01-09,2회차,,8.1,10.5,0.9,4.2,2.9,1.432,0.016,2,7.9,정량한계미만,206,20,0,정량한계미만,0,0,0,0,,,,,,,1.423,0.118,1.346,0.008,0.006,2.4,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2017-01-16,3회차,,6.3,7.4,1,4.2,2.1,1.358,0.015,1.8,8,정량한계미만,218,5,,,,,,,,,,,,,1.351,0.052,1.271,0.012,0.003,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-01-23,4회차,,5.7,11.6,0.9,4.8,1.2,1.769,0.014,2.3,8.1,정량한계미만,212,10,,,,,,,,,,,,,1.612,0.114,1.359,0.013,0.004,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-02-01,1회차,,5.5,12.1,0.8,4.4,3.4,1.371,0.014,2.5,7.9,정량한계미만,213,20,,,,,,,,,,,,,1.319,0.108,1.285,0.005,0.004,1.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2017-02-06,2회차,,5.8,11.1,0.7,3.6,5.7,1.332,0.009,1.8,7.4,정량한계미만,127,2,0,정량한계미만,0,0,0,0,,,,,,,1.301,0.056,1.249,0.007,0.003,2.4,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2017-02-13,3회차,,5.4,13.9,0.9,4.2,5.5,1.664,0.009,2,8.2,정량한계미만,210,0,,,,,,,,,,,,,1.637,0.118,1.213,0.005,0.004,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-02-20,4회차,,5.3,13.9,1,3.8,3,1.446,0.019,2,7.7,정량한계미만,214,2,,,,,,,,,,,,,1.378,0.039,1.291,0.01,0.005,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-03-06,1회차,,7.8,10.5,0.5,3.6,7.6,1.346,0.013,2,8.4,정량한계미만,202,10,,,,,,,,,,,,,1.341,0.061,1.32,0.011,0.006,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-03-13,2회차,,6.7,12.6,0.7,3.8,1.8,1.345,0.011,2.1,7.8,정량한계미만,211,5,0,정량한계미만,0,0,0,0,,,,,,,1.306,0.045,1.298,0.007,0.005,2.6,정량한계미만,0,,,,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,0,정량한계미만,,정량한계미만,,,정량한계미만
안동1,2017-03-20,3회차,,6.5,12.6,0.5,3.4,2,1.291,0.013,2.2,7.7,정량한계미만,199,5,,,,,,,,,,,,,1.29,0.048,1.246,0.012,0.009,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-03-27,4회차,,5.9,12,1.2,4.2,3.7,1.553,0.012,2.5,7.6,정량한계미만,125,2,,,,,,,,,,,,,1.549,0.098,1.103,0.01,0.004,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-04-03,1회차,,7.3,12,0.8,4.2,5.9,1.449,0.014,2.2,7.8,정량한계미만,193,2,,,,,,,,,,,,,1.374,0.069,0.79,0.013,0.006,0.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-04-10,2회차,,7.7,12.9,1,4,5.3,1.464,0.013,2,8.2,정량한계미만,201,6,0,0,0,0,0,0,,,,,,,1.454,0.134,0.831,0.009,0.004,1.6,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2017-04-17,3회차,,8.9,11.4,1.1,4,6.1,1.418,0.013,2.1,7.8,정량한계미만,186,94,,,,,,,,,,,,,1.366,0.092,1.054,0.008,0.006,1,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2017-04-24,4회차,,10.1,13.4,1.1,3.4,5.7,1.532,0.021,2.4,8.1,정량한계미만,196,4,,,,,,,,,,,,,1.368,0.12,0.898,0.017,0.004,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-05-08,1회차,,8.2,12,0.9,4.4,4,1.272,0.013,2.2,7.7,정량한계미만,193,5,,,,,,,,,,,,,1.233,0.049,0.848,0.008,정량한계미만,1,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-05-15,2회차,,9.2,13.3,0.8,3.4,3.6,1.264,0.012,2.5,8,0,150,2,0,정량한계미만,0,0,0,0,,,,,,,1.233,0.061,0.731,0.009,0.004,0.2,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2017-05-22,3회차,,11,11.6,0.9,4.6,2,1.369,0.005,2.5,7.5,정량한계미만,208,10,,,,,,,,,,,,,1.322,0.145,0.686,정량한계미만,0.004,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-05-29,4회차,,10.8,12,0.9,4.6,3.7,1.325,정량한계미만,2.4,9.6,정량한계미만,49,0,,,,,,,,,,,,,1.307,0.026,0.734,정량한계미만,정량한계미만,0.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-06-05,1회차,,10,11,1,5.4,3.6,1.496,0.015,,7.8,정량한계미만,199,5,,,,,,,,,,,,,1.47,0.091,0.844,0.014,0.021,3.2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2017-06-12,2회차,,10.8,11.6,1,3.8,2.6,1.424,0.011,2.3,7.6,정량한계미만,216,6,0,정량한계미만,0,0,0,0,,,,,,,1.361,0.043,0.856,0.043,정량한계미만,0.8,,0,,,,,,정량한계미만,,,,,,,,,0.0009,,,,,,
안동1,2017-06-19,3회차,,11.6,12.7,1.1,3.4,4.6,1.267,0.01,2.3,7.7,정량한계미만,230,105,,,,,,,,,,,,,1.181,0.059,0.824,0.008,정량한계미만,1,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2017-06-26,4회차,,11.4,10.9,1.2,6.2,2.8,1.505,0.011,2.4,7.5,정량한계미만,213,5,,,,,,,,,,,,,1.426,0.09,0.931,0.007,정량한계미만,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-07-03,1회차,,16.2,10.2,1.3,5,1.5,1.498,0.021,2.1,7.3,정량한계미만,190,480,,,,,,,,,,,,,1.439,0.168,0.786,0.01,정량한계미만,6.6,,85,,,,,,,,,,,,,,,,,,,,,
안동1,2017-07-10,2회차,,18.2,11.1,1.2,9,43.5,1.791,0.023,2.7,8.2,정량한계미만,230,230,0,정량한계미만,0,0,0,0,,,,,,,1.657,0.082,0.824,0.012,정량한계미만,7,,60,,,,,,정량한계미만,,,,,,,정량한계미만,정량한계미만,0,,,,,,
안동1,2017-07-17,3회차,,23.2,8.7,1.1,10.6,12.5,4.05,0.227,5.7,7.7,정량한계미만,184,1520,,,,,,,,,,,,,3.981,0.139,1.713,0.198,0.108,48,,470,,,,,,,,,,,,,,,,,,,,,
안동1,2017-07-24,4회차,,14.7,8.4,1,5.2,1.8,1.654,0.01,2.8,7.2,정량한계미만,122,210,,,,,,,,,,,,,1.585,0.081,1.224,0.007,정량한계미만,1.8,,35,,,,,,,,,,,,,,,,,,,,,
안동1,2017-08-01,1회차,,25.7,8.1,1.1,12.3,33.5,4.461,0.186,6.5,7.7,정량한계미만,167,640,,,,,,,,,,,,,3.831,0.12,2.787,0.184,0.173,39.5,,235,,,,,,,,,,,,,,,,,,,,,
안동1,2017-08-07,2회차,,17,6.1,1,4,1.9,1.773,0.006,2.3,7.8,정량한계미만,202,20,0.00016,정량한계미만,0,0,0.00264,0,,,,,,,1.758,0.018,1.24,0.005,정량한계미만,1.8,,0,,,,,,정량한계미만,,,,,,,,,0.0002,,,,,,
안동1,2017-08-14,3회차,,15.7,4.9,1.1,4,4.1,1.599,0.016,2.4,7.1,정량한계미만,206,50,,,,,,,,,,,,,1.583,0.095,1.012,0.012,정량한계미만,3.4,,14,,,,,,,,,,,,,,,,,,,,,
안동1,2017-08-21,4회차,,20.5,8.3,1.3,5.2,46.5,2.058,0.01,2.9,7.4,정량한계미만,209,100,,,,,,,,,,,,,1.983,0.07,1.249,0.007,0.003,6.2,,10,,,,,,,,,,,,,,,,,,,,,
안동1,2017-09-04,1회차,,18.8,6.8,1.2,5.4,1.5,2.174,0.014,2.4,7.1,정량한계미만,192,5,,,,,,,,,,,,,2.133,0.168,1.432,0.011,정량한계미만,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-09-11,2회차,,18,4.5,1,4,6.2,1.819,0.012,2.2,7.1,정량한계미만,195,55,0,정량한계미만,0,0,0,0,,,,,,,1.81,0.011,1.525,0.006,정량한계미만,3.8,정량한계미만,8,,,,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,0,정량한계미만,,정량한계미만,,,정량한계미만
안동1,2017-09-18,3회차,,19.4,6.2,1.2,4.4,1.9,2.081,0.014,2.3,7.4,정량한계미만,194,0,,,,,,,,,,,,,2.007,0.082,1.695,0.011,정량한계미만,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-09-25,4회차,,21.6,7.6,0.9,4,1.5,1.913,0.017,2.5,7.4,정량한계미만,170,30,,,,,,,,,,,,,1.862,0.016,1.677,0.015,정량한계미만,1,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-10-10,1회차,,21.9,6.7,0.7,4,5,1.831,0.033,2.1,6.2,정량한계미만,188,60,,,,,,,,,,,,,1.708,0.074,1.431,0.022,정량한계미만,1.4,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2017-10-16,2회차,,20,7.8,0.8,3.6,4.6,1.827,0.024,2.4,7.1,정량한계미만,169,20,0,정량한계미만,0,0,0.003,0,,,,,,,1.737,0.042,1.456,0.015,정량한계미만,1,,2,,,,,,정량한계미만,,,,,,,,,0,,정량한계미만,,,,
안동1,2017-10-23,3회차,,18.8,7.6,1,4,5.6,1.747,0.015,2,7.1,정량한계미만,169,15,,,,,,,,,,,,,1.728,0.044,1.229,0.008,0.003,2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2017-10-30,4회차,,17.8,7,0.8,4.2,5.2,1.947,0.013,2.1,7.4,정량한계미만,156,55,,,,,,,,,,,,,1.789,0.118,1.074,0.012,정량한계미만,1.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2017-11-06,1회차,,17.3,8.5,1.1,4.4,4.9,1.697,0.028,2.1,7.3,정량한계미만,158,85,,,,,,,,,,,,,1.607,0.072,1.035,0.025,정량한계미만,2.2,,8,,,,,,,,,,,,,,,,,,,,,
안동1,2017-11-13,2회차,,13.6,7.8,0.9,4.4,7.8,1.636,0.037,2.1,7.6,정량한계미만,151,60,0,정량한계미만,0,0,0,0,,,,,,,1.606,0.047,1.09,0.022,정량한계미만,4.4,,2,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2017-11-20,3회차,,13.8,9.7,0.6,5.4,8.7,1.598,0.012,2.1,7.6,정량한계미만,197,110,,,,,,,,,,,,,1.597,0.019,1.113,0.008,정량한계미만,1.6,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2017-11-27,4회차,,13,11.4,0.5,4.4,11.2,1.591,0.014,2,8,정량한계미만,3,85,,,,,,,,,,,,,1.565,0.058,1.101,0.011,0.004,3,,8,,,,,,,,,,,,,,,,,,,,,
안동1,2017-12-04,1회차,,11.7,12.1,0.8,4.6,5.1,1.419,0.011,2.7,7.6,정량한계미만,180,60,,,,,,,,,,,,,1.282,0.055,0.974,0.009,정량한계미만,1.6,,10,,,,,,,,,,,,,,,,,,,,,
안동1,2017-12-11,2회차,,8.8,10.5,0.9,3.8,3.2,1.645,0.011,2.8,7.6,정량한계미만,384,60,0,정량한계미만,0,0,0,0,,,,,,,1.535,0.032,0.966,0.008,정량한계미만,1.4,,6,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2017-12-18,3회차,,6.9,12.5,1,4.2,3.3,1.419,0.007,2.2,7.4,정량한계미만,181,55,,,,,,,,,,,,,1.369,0.014,1.037,0.006,정량한계미만,1.2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2017-12-26,4회차,,5.6,16,1,4.6,3.5,1.571,0.011,2.3,7.4,정량한계미만,263,20,,,,,,,,,,,,,1.491,0.052,1.211,0.008,정량한계미만,1.8,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2018-01-02,1회차,,6.1,11.3,0.6,3.6,0.8,1.563,0.016,3,7.6,정량한계미만,717,25,,,,,,,,,,,,,1.411,0.033,0.886,0.016,0.005,2.2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-01-08,2회차,,5.5,11.7,0.7,3.4,2,1.506,0.061,2.9,7.6,정량한계미만,169,10,0,정량한계미만,0,0,0,0,,,,,,,1.416,0.048,0.949,0.053,0.05,1.4,,2,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-01-15,3회차,,6.9,12,0.9,3.4,2.5,1.633,0.025,3,7.7,정량한계미만,170,20,,,,,,,,,,,,,1.589,0.041,0.846,0.02,정량한계미만,4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-01-22,4회차,,5.4,12.8,1,4.4,1.4,1.598,0.026,2.4,7.4,정량한계미만,169,5,,,,,,,,,,,,,1.515,0.048,1.043,0.02,0.009,2.2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-02-05,1회차,,4.5,14,1,3.8,1.4,1.61,0.013,2.7,7.6,정량한계미만,130,5,,,,,,,,,,,,,1.525,정량한계미만,1.096,0.011,정량한계미만,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-02-12,2회차,,3.5,15.3,0.9,3.6,3.1,1.479,0.023,2.5,7.2,정량한계미만,203,15,0,정량한계미만,0,0,0,0,,,,,,,1.448,정량한계미만,1.081,0.017,정량한계미만,0.8,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-02-19,3회차,,4.6,15.3,0.9,3.8,2.8,1.603,0.019,3,7.8,정량한계미만,173,30,,,,,,,,,,,,,1.546,정량한계미만,1.14,0.015,정량한계미만,2.8,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2018-02-26,4회차,,4.7,16.3,0.6,3.4,6.4,1.662,0.012,3.5,7.4,정량한계미만,204,5,,,,,,,,,,,,,1.55,정량한계미만,1.161,0.009,정량한계미만,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-03-05,1회차,,4.3,15.2,1,3.4,5.3,1.29,0.012,2,7.5,정량한계미만,187,15,,,,,,,,,,,,,1.19,0.015,1.02,0.008,0.007,1.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-03-12,2회차,,8.6,16.1,1.2,3.8,5.3,1.443,0.022,2.1,7.5,정량한계미만,25,120,0,정량한계미만,0,0,0.00251,0,,,,,,,1.417,0.061,1.082,0.02,0.005,1.6,정량한계미만,10,,,,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,0,정량한계미만,,정량한계미만,,,정량한계미만
안동1,2018-03-19,3회차,,6.2,14.9,1.1,3.8,5.4,1.361,0.005,2.1,7.8,정량한계미만,153,35,,,,,,,,,,,,,1.243,0.063,1.18,0.005,정량한계미만,1,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2018-03-26,4회차,,8.9,15.8,1.1,4,5.7,1.566,0.008,2.3,7.5,정량한계미만,208,35,,,,,,,,,,,,,1.488,0.227,1.22,0.007,정량한계미만,1.2,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2018-04-02,1회차,,8.3,18,1.2,5,7.5,1.572,0.009,3.1,7.7,정량한계미만,210,10,,,,,,,,,,,,,1.404,0.017,1.203,0.005,정량한계미만,2.6,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-04-09,2회차,,7.1,17.8,1,4,5.6,1.506,0.011,2.9,7.3,정량한계미만,212,180,0,정량한계미만,0,0,0,0,,,,,,,1.435,0.106,1.205,0.008,정량한계미만,1.6,,28,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-04-16,3회차,,14.9,12.3,1,5.2,23.9,2.129,0.01,3.8,7.9,정량한계미만,183,44,,,,,,,,,,,,,2.103,0.063,1.785,0.01,정량한계미만,2.8,,3,,,,,,,,,,,,,,,,,,,,,
안동1,2018-04-23,4회차,,8.1,14.2,1,3.6,7.1,1.601,0.008,3.5,7.7,정량한계미만,209,36,,,,,,,,,,,,,1.467,0.082,1.114,0.007,정량한계미만,3.2,,7,,,,,,,,,,,,,,,,,,,,,
안동1,2018-05-08,1회차,,9.4,11.2,0.9,3.4,3.7,1.553,0.01,3.9,7.4,정량한계미만,146,5,,,,,,,,,,,,,1.439,0.165,1.212,0.01,정량한계미만,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-05-14,2회차,,10.1,13.3,0.8,5.2,3.4,1.552,0.007,4.1,7.3,정량한계미만,194,0,0,정량한계미만,0,0,0,0,,,,,,,1.503,0.139,1.105,0.007,정량한계미만,1,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-05-21,3회차,,10.9,12.5,0.9,3.6,1.4,1.684,0.006,3.5,7.5,정량한계미만,214,0,,,,,,,,,,,,,1.669,0.171,1.031,0.006,정량한계미만,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-05-28,4회차,,11.9,11.8,0.9,4.6,1.1,1.859,0.011,3.4,7.6,정량한계미만,221,0,,,,,,,,,,,,,1.793,0.08,1.092,0.01,정량한계미만,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-06-04,1회차,,15.3,6.9,0.9,5,4,1.739,0.009,3.2,7.3,정량한계미만,226,14,,,,,,,,,,,,,1.725,0.052,1.649,0.008,정량한계미만,1.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-06-11,2회차,,16,11.4,1.1,4,1.8,1.928,0.01,3,7.2,정량한계미만,177,65,0,정량한계미만,0,0,0,0,,,,,,,1.899,0.051,1.432,0.009,정량한계미만,1.2,,8,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-06-18,3회차,,13.4,8.4,0.8,4.2,1.5,1.84,0.01,2.7,7.2,정량한계미만,178,0,,,,,,,,,,,,,1.794,0.018,1.267,0.009,정량한계미만,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-06-25,4회차,,13.3,9.5,1.1,4.4,4.5,2.102,0.009,2.7,6.9,정량한계미만,185,0,,,,,,,,,,,,,2.003,0.15,1.439,0.007,정량한계미만,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-07-02,1회차,,19.7,7.1,1.2,7.6,14.1,2.096,0.08,2.8,7.2,정량한계미만,199,660,,,,,,,,,,,,,1.919,0.134,1.508,0.046,0.038,9.6,,305,,,,,,,,,,,,,,,,,,,,,
안동1,2018-07-09,2회차,,21.4,5.9,0.7,8.8,12.1,4.275,0.199,4.9,7.1,0,218,460,0,정량한계미만,0,0,0,0,,,,,,,4.243,0.124,4.092,0.184,0.172,12.6,,100,,,,,,정량한계미만,,,,,,,정량한계미만,정량한계미만,0,,,,,,
안동1,2018-07-16,3회차,,30.6,8,1.1,9.8,45.4,2.735,0.038,4.5,9.5,정량한계미만,206,0,,,,,,,,,,,,,2.399,0.111,1.699,0.021,0.01,9.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-07-23,4회차,,31.4,16.1,1.2,7.6,28.7,1.19,0.028,4.9,9.8,정량한계미만,285,0,,,,,,,,,,,,,0.908,0.077,0.255,0.014,0.004,5,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-08-06,1회차,,26,12.1,1.4,3.6,33.7,0.971,0.027,4.7,9.3,정량한계미만,195,45,,,,,,,,,,,,,0.845,0.049,0.145,0.024,0.006,13.7,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-08-13,2회차,,16.3,6.5,0.8,3.8,1.6,2.072,0.008,2.1,7,정량한계미만,194,100,0,정량한계미만,0,0,0,0,,,,,,,1.983,0.028,1.691,0.008,0.004,5.2,,6,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-08-20,3회차,,17.8,7.5,0.9,3.6,3.2,1.966,0.016,2.3,7.2,정량한계미만,191,35,,,,,,,,,,,,,1.959,정량한계미만,1.592,0.014,0.004,0.2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2018-08-27,4회차,,20.1,8.4,1.2,8.4,7.6,4.182,0.269,4.2,7.2,정량한계미만,172,1180,,,,,,,,,,,,,4.131,0.066,3.075,0.211,0.185,9.9,,490,,,,,,,,,,,,,,,,,,,,,
안동1,2018-09-03,1회차,,17.5,7.5,1.2,5.6,10.8,3.412,0.085,3.6,6.9,정량한계미만,192,990,,,,,,,,,,,,,3.321,정량한계미만,2.474,0.078,0.071,5.8,,235,,,,,,,,,,,,,,,,,,,,,
안동1,2018-09-10,2회차,,15.5,6,0.7,4.4,6.2,2.319,0.008,2.4,7.1,정량한계미만,200,85,0,정량한계미만,0,0,0,0,,,,,,,2.279,정량한계미만,1.673,0.008,정량한계미만,2.4,정량한계미만,6,,,,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,0,정량한계미만,,정량한계미만,,,정량한계미만
안동1,2018-09-17,3회차,,15.7,4.6,0.7,4.2,1.4,2.217,0.011,2.4,7.4,정량한계미만,145,50,,,,,,,,,,,,,2.14,0.046,1.938,0.008,0.007,0.6,,10,,,,,,,,,,,,,,,,,,,,,
안동1,2018-09-27,4회차,,15.5,4.7,0.8,4.2,1.8,2.203,0.013,2.3,6.9,정량한계미만,183,190,,,,,,,,,,,,,2.118,정량한계미만,2.037,0.011,정량한계미만,1.2,,45,,,,,,,,,,,,,,,,,,,,,
안동1,2018-10-01,1회차,,15.2,4.7,0.9,4.2,3.4,2.253,0.014,2.5,6.9,정량한계미만,180,0,,,,,,,,,,,,,2.251,0.023,1.682,0.009,0.003,2.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-10-08,2회차,,18.4,7.4,1.1,7.6,18.8,3.301,0.067,3.1,6.9,정량한계미만,164,960,0,정량한계미만,0,0,0,0,,,,,,,3.09,0.066,2.309,0.051,0.048,10,,370,,,,,,정량한계미만,,,,,,,,,0,,정량한계미만,,,,
안동1,2018-10-15,3회차,,16.3,4.7,0.6,3.8,1.6,2.191,0.009,2.3,7.2,정량한계미만,129,15,,,,,,,,,,,,,2.167,0.02,1.915,0.007,0.005,0.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-10-22,4회차,,16,5.8,0.9,4.6,1.7,2.088,0.009,2.3,7.2,정량한계미만,174,250,,,,,,,,,,,,,2.037,0.023,0.67,0.008,0.005,1.6,,22,,,,,,,,,,,,,,,,,,,,,
안동1,2018-11-05,1회차,,15.7,7.2,0.9,4.8,6.3,2.198,0.011,2.4,7,정량한계미만,162,350,,,,,,,,,,,,,2.139,0.176,0.342,0.009,정량한계미만,2.2,,88,,,,,,,,,,,,,,,,,,,,,
안동1,2018-11-12,2회차,,15,6.1,0.6,4.8,14.4,1.795,0.01,2.3,7.4,정량한계미만,163,250,0,정량한계미만,0,0,0,0,,,,,,,1.743,0.037,0.343,0.008,0.004,1.6,,34,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2018-11-19,3회차,,13.9,5,1,4.2,6.9,2.033,0.007,2.2,7,정량한계미만,166,70,,,,,,,,,,,,,1.868,0.116,1.516,0.005,정량한계미만,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-11-26,4회차,,13.6,7,0.8,4,10.1,1.933,0.01,2.4,7,정량한계미만,156,325,,,,,,,,,,,,,1.739,0.077,1.489,0.005,0.003,2.2,,20,,,,,,,,,,,,,,,,,,,,,
안동1,2018-12-03,1회차,,13,7,0.8,3.8,9.4,1.816,0.004,2.3,6.9,정량한계미만,118,0,,,,,,,,,,,,,1.792,0.017,1.539,정량한계미만,정량한계미만,2.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-12-10,2회차,,10.5,9,,,,1.846,정량한계미만,,7,정량한계미만,188,210,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,1.829,0.039,1.167,정량한계미만,정량한계미만,3.2,,14,,,,,,,,,,,,,,,정량한계미만,,,,,,
안동1,2018-12-14,3회차,,10.2,10.4,0.7,4.4,12.9,1.821,0.004,2.8,7.1,정량한계미만,181,0,,,,,,,,,,,,,1.701,0.059,1.128,0.004,정량한계미만,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2018-12-24,4회차,,9.3,10.2,0.9,4.2,12.8,1.701,0.004,2.2,7.6,정량한계미만,141,30,,,,,,,,,,,,,1.672,0.047,1.307,0.004,정량한계미만,2.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2019-01-07,1회차,,6.9,14.3,0.8,4.2,4.8,1.813,0.008,2.3,7.3,정량한계미만,179,10,,,,,,,,,,,,,1.665,0.089,1.075,0.006,정량한계미만,1,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2019-01-14,2회차,,6.6,10.3,1,4,2.4,1.827,0.011,2.5,7.3,정량한계미만,189,0,0,정량한계미만,0,0,0,0,,,,,,,1.813,0.082,1.356,0.007,정량한계미만,0.8,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2019-01-21,3회차,,6.5,12.8,0.6,4,9.5,1.355,0.013,2.4,7.4,정량한계미만,190,5,,,,,,,,,,,,,1.331,0.045,1.408,0.01,정량한계미만,3.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2019-01-28,4회차,,5.9,11.9,0.9,4.2,2.2,1.682,0.007,2.5,7.2,정량한계미만,177,5,,,,,,,,,,,,,1.645,0.028,1.355,0.007,정량한계미만,0.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2019-02-07,1회차,,5.9,9.6,0.9,4,1.9,1.644,0.005,2,7.4,정량한계미만,187,5,,,,,,,,,,,,,1.58,0.05,1.078,0.005,정량한계미만,0.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2019-02-11,2회차,,5.4,10.5,0.8,4,0.9,1.592,0.008,2.4,7.3,정량한계미만,189,5,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,1.59,0.061,1.203,0.006,0.003,0.4,,0,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
안동1,2019-02-18,3회차,,6,11.2,0.6,3.8,1.2,1.842,0.014,2.1,7.4,정량한계미만,187,5,,,,,,,,,,,,,1.829,0.041,1.266,0.009,정량한계미만,0.8,,0,,,,,,,,,,,,,,,,,,,,,
