측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),트리클로로에틸렌 (㎎/L),테트라클로로에틸렌(㎎/L),사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
안동1,2014-09-15,3회차,,22,6.4,0.8,4,3.3,2.1,0.024,2.3,8,0,235,180,,,,,,,,,,,,,2.067,0.229,1.7,0.014,0.002,3.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2014-09-22,4회차,,24,12.4,1.1,4.8,15.9,0.919,0.02,2.4,8.4,0,191,170,,,,,,,,,,,,,0.884,0.219,0.52,0.015,0.002,4.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2014-10-06,1회차,,19,8.6,1.5,5.6,38.4,2.397,0.028,2.9,8.4,0,186,100,,,,,,,,,,,,,2.322,0.228,1.81,0.018,0.012,6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2014-10-13,2회차,,18,8.7,1.6,5.2,24.1,4.22,0.037,2.8,8.5,0,184,260,0,0,0,0,0,0,,,,,,,3.877,0.231,1.71,0.027,0.018,7.8,,12,,,,,,0,,,,,,,,,0,,0,,,,
안동1,2014-10-20,3회차,,17,9.5,1.6,5.4,36.3,2.201,0.029,2.7,8.2,0,180,110,,,,,,,,,,,,,2.117,0.12,1.62,0.02,0.006,8.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2014-10-27,4회차,,17,12.1,1.5,6,36,2.793,0.057,3.3,8.8,0,192,170,,,,,,,,,,,,,2.244,0.614,2.15,0.02,0.018,15.4,,34,,,,,,,,,,,,,,,,,,,,,
안동1,2014-11-03,1회차,,14,9.6,1.4,5.8,19.6,2.683,0.03,2.5,8.2,0,193,74,,,,,,,,,,,,,2.673,0.228,2.2,0.026,0.01,10.4,,12,,,,,,,,,,,,,,,,,,,,,
안동1,2014-11-14,2회차,,11,10.4,1.1,4.4,9.6,2.007,0.023,2,8,0,164,240,0,0,0,0,0,0,,,,,,,1.979,0.146,1.72,0.022,0.008,6.4,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2014-11-17,3회차,,11,9.7,1.4,4.8,18.6,1.917,0.019,2,7.8,0,181,160,,,,,,,,,,,,,1.888,0.176,1.54,0.018,0.007,5.6,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2014-11-24,4회차,,11,11.2,1.3,4.4,15,2.309,0.022,2.2,8.2,0,176,80,,,,,,,,,,,,,2.225,0.141,1.58,0.019,0.006,3.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2014-12-01,1회차,,11,7.6,1,4,3.9,1.929,0.011,1.9,7.9,0,182,80,,,,,,,,,,,,,1.828,0.05,1.67,0.009,0.004,2.8,,10,,,,,,,,,,,,,,,,,,,,,
안동1,2014-12-08,2회차,,9,10.1,0.8,4,5.6,1.726,0.02,2.1,8.1,0,176,190,0,0,0,0,0,0,,,,,,,1.71,0.053,1.97,0.019,0.002,3,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2014-12-15,3회차,,7,10.3,0.9,3.2,0.7,2.146,0.009,2.1,7.9,0,184,84,,,,,,,,,,,,,2.101,0.101,1.59,0.007,0.002,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2014-12-22,4회차,,7,9.2,0.8,3.4,1.8,2.039,0.08,2,8.1,0,119,40,,,,,,,,,,,,,2,0.053,1.53,0.078,0.003,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-01-05,1회차,,6,12,0.5,3.4,3.1,1.713,0.01,1.9,7.9,0,182,90,,,,,,,,,,,,,1.647,0.09,1.476,0.009,0.005,1.6,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2015-01-12,2회차,,6,12.1,0.7,3.4,2.6,1.71,0.008,1.9,7.9,0,179,4,0,0,0,0,0,0,,,,,,,1.704,0.13,1.446,0.006,0.005,1.6,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-01-19,3회차,,6,10.8,0.6,3.2,3.5,1.894,0.005,2,8,0,184,30,,,,,,,,,,,,,1.841,0.093,1.462,0.002,0.001,1.8,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2015-01-26,4회차,,6,13.4,0.5,3.2,2.3,2.757,0.004,1.9,7.9,0,180,14,,,,,,,,,,,,,2.685,0.165,1.647,0.003,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-02-02,1회차,,6,12.5,0.6,3,0.5,1.812,0.011,2.1,7.9,0,180,4,,,,,,,,,,,,,1.768,0.036,1.556,0.008,0.007,0.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-02-09,2회차,,5,11.8,0.7,3.4,3,1.713,0.005,2,7.9,0,183,4,0,0,0,0,0,0,,,,,,,1.686,0.047,1.536,0.003,0.002,0.8,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-02-16,3회차,,5,13.7,0.6,3.6,2.2,1.722,0.034,2.1,7.8,0,178,24,,,,,,,,,,,,,1.678,0.08,1.513,0.033,0.007,2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-02-23,4회차,,6,13.8,0.9,3.8,8.9,2.092,0.015,1.9,7.7,0,187,280,,,,,,,,,,,,,1.932,0.107,1.776,0.014,0.012,1.8,,20,,,,,,,,,,,,,,,,,,,,,
안동1,2015-03-02,1회차,,5,11.7,0.8,3.6,3.1,2.239,0.007,2,7.5,0,183,4,,,,,,,,,,,,,2.118,0.059,1.494,0.006,0.004,2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-03-09,2회차,,7,11.8,0.8,3.6,3.9,1.665,0.019,2.2,8.2,0,165,10,0,0,0,0,0,0,,,,,,,1.54,0.083,1.501,0.014,0.003,2,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
안동1,2015-03-16,3회차,,8,13.6,0.5,3.2,3.5,1.843,0.011,2,8.4,0,199,50,,,,,,,,,,,,,1.763,0.035,1.439,0.009,0.003,3.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2015-03-23,4회차,,6,11.6,0.6,3,2.6,2.167,0.008,2,8.2,0,176,470,,,,,,,,,,,,,2.048,0.015,1.252,0.007,0.004,2,,48,,,,,,,,,,,,,,,,,,,,,
안동1,2015-04-06,1회차,,7,12.9,0.7,3.2,2.3,1.79,0.008,1.9,7.9,0,178,30,,,,,,,,,,,,,1.785,0.036,1.569,0.005,0.004,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-04-13,2회차,,7,13,0.6,3,1.5,1.832,0.011,1.9,7.8,0,182,2,0,0,0,0,0,0,,,,,,,1.81,0.034,1.708,0.01,0.006,1,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-04-20,3회차,,7,12.1,0.7,3.2,2.2,1.918,0.009,2,7.8,0,182,4,,,,,,,,,,,,,1.901,0.035,1.656,0.008,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-04-27,4회차,,10,11.8,0.5,3.2,2.1,1.813,0.006,1.9,7.5,0,185,34,,,,,,,,,,,,,1.726,0.217,1.624,0.005,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-05-04,1회차,,9,11.3,0.4,3.4,2.6,1.885,0.011,1.8,8,0,184,250,,,,,,,,,,,,,1.79,0.082,1.551,0.01,0.004,0.6,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2015-05-11,2회차,,9,11.6,0.5,3.5,1.7,1.944,0.02,2,7.9,0,181,4,0,0,0,0,0,0,,,,,,,1.919,0.073,1.758,0.018,0.004,0.6,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-05-18,3회차,,9,10.9,0.7,3.6,4.1,1.58,0.023,2.6,8.2,0,184,200,,,,,,,,,,,,,1.579,0.098,1.278,0.016,0.002,2.2,,30,,,,,,,,,,,,,,,,,,,,,
안동1,2015-05-26,4회차,,12,9.1,0.6,4.4,4.8,1.946,0.006,2,7.6,0,167,93,,,,,,,,,,,,,1.936,0.149,1.542,0.001,0.001,2.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-06-01,1회차,,10,11.5,0.6,4,3.8,1.957,0.01,2.2,7.8,0,187,180,,,,,,,,,,,,,1.924,0.192,1.481,0.008,0.006,0.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-06-08,2회차,,12,10.9,1.1,4.4,5.4,2.564,0.02,2.1,8.1,0,186,740,0,0,0,0,0,0,,,,,,,2.562,0.155,1.583,0.011,0.001,9.8,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-06-15,3회차,,13,11.4,0.7,4,4.3,1.905,0.014,2.1,8.1,0,186,230,,,,,,,,,,,,,1.892,0.159,1.622,0.009,0.008,1,,24,,,,,,,,,,,,,,,,,,,,,
안동1,2015-06-22,4회차,,13,9.8,0.5,4,2.8,2.355,0.022,2.1,7.6,0,189,20,,,,,,,,,,,,,2.177,0.066,1.564,0.019,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-07-06,1회차,,14,7.8,0.4,3,1.3,1.934,0.011,2.2,7.4,0,192,4,,,,,,,,,,,,,1.828,0.068,1.482,0.009,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-07-13,2회차,,13,9.4,0.5,3,1.6,1.908,0.036,2.1,7.4,0,195,40,0,0,0,0,0,0,,,,,,,1.848,0.057,1.531,0.034,0.001,1.8,,0,,,,,,0,,,,,,,0,0,0,,,,,,
안동1,2015-07-20,3회차,,16,8.3,0.4,3,2.2,1.833,0.006,2.2,7.4,0,193,34,,,,,,,,,,,,,1.833,0.218,1.546,0.005,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-07-27,4회차,,20,11.8,0.9,4.8,2.2,1.9,0.011,2.6,8.6,0,201,50,,,,,,,,,,,,,1.887,0.123,1.283,0.004,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-08-03,1회차,,24,10.1,1.1,4.6,11.3,1.946,0.027,2.5,7.8,0,202,60,,,,,,,,,,,,,1.93,0.147,1.385,0.018,0.008,0.6,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2015-08-10,2회차,,19,10,0.9,4,3.2,1.581,0.023,2.2,7.4,0,196,54,0,0,0,0,0,0,,,,,,,1.58,0.084,1.479,0.018,0.005,1.4,,2,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-08-17,3회차,,20,9.2,1.1,3.6,4.2,1.694,0.015,2,7.6,0,210,60,,,,,,,,,,,,,1.613,0.078,1.269,0.009,0.002,1.4,,6,,,,,,,,,,,,,,,,,,,,,
안동1,2015-08-24,4회차,,22,8.7,0.9,4.4,9.6,1.622,0.026,2.3,7.7,0,208,50,,,,,,,,,,,,,1.592,0.098,1.258,0.023,0.01,2.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-09-01,1회차,,24,10.7,1,4.2,11.1,1.396,0.026,2.5,8.5,0,216,34,,,,,,,,,,,,,1.35,0.038,0.973,0.024,0.006,1.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2015-09-07,2회차,,21,6.9,1.3,5.2,15.8,1.74,0.026,3.1,7.9,0,210,110,0,0,0,0,0,0,,,,,,,1.634,0.064,1.151,0.015,0.005,0.8,0,6,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
안동1,2015-09-14,3회차,,21,8.5,1.2,4.6,8.4,1.493,0.024,2.2,7.5,0,209,40,,,,,,,,,,,,,1.456,0.074,1.095,0.022,0.005,0.8,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2015-09-21,4회차,,23,7.5,0.8,4.2,6.3,1.417,0.031,2,7.6,0,201,40,,,,,,,,,,,,,1.371,0.066,1.11,0.023,0.018,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-10-05,1회차,,20,7.4,1.1,4.4,5.9,1.771,0.017,2.7,7.2,0,208,50,,,,,,,,,,,,,1.72,0.107,1.129,0.01,0.003,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-10-12,2회차,,17,6.6,1,4.2,7.6,1.5,0.019,2.2,7.9,0,208,310,0,0,0,0,0,0,,,,,,,1.471,0.052,1.086,0.014,0.005,4,,0,,,,,,0,,,,,,,,,0,,0,,,,
안동1,2015-10-19,3회차,,19,9.3,0.8,3.6,5.6,1.24,0.012,2.4,7.9,0,217,130,,,,,,,,,,,,,1.221,0.061,1.151,0.01,0.006,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-10-26,4회차,,19,9.9,0.8,4.2,2.7,1.448,0.014,2.3,8.4,0,210,40,,,,,,,,,,,,,1.445,0.073,0.935,0.01,0.007,2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-11-02,1회차,,15,9.3,1.2,4,4.6,1.277,0.014,2,7.9,0,212,210,,,,,,,,,,,,,1.265,0.046,0.92,0.009,0.002,2.2,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2015-11-09,2회차,,15,9,0.8,4,5.5,1.221,0.011,2.2,7.8,0,202,700,0,0,0,0,0,0,,,,,,,1.181,0.05,0.914,0.007,0.004,1.8,,6,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-11-16,3회차,,15,10.8,0.8,4.8,5.3,1.185,0.009,2.5,8.1,0,218,390,,,,,,,,,,,,,1.103,0.237,0.788,0.008,0.004,1,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2015-11-23,4회차,,14,9.4,0.9,4.2,7.1,1.412,0.009,2.1,7.9,0,213,390,,,,,,,,,,,,,1.243,0.153,0.829,0.006,0.002,0.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-12-01,1회차,,10,11.2,0.8,4.4,8.8,1.499,0.01,2.2,8.7,0,214,110,,,,,,,,,,,,,1.387,0.089,0.955,0.009,0.003,2.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-12-07,2회차,,8,11.9,0.8,4,11,1.26,0.008,2.6,8.3,0,217,250,0,0,0,0,0,0,,,,,,,1.18,0.103,0.986,0.007,0.001,3.6,,2,,,,,,0,,,,,,,,,0,,,,,,
안동1,2015-12-14,3회차,,8,11.2,0.7,4,10.3,1.231,0.013,2.6,7.9,0,220,110,,,,,,,,,,,,,1.209,0.079,0.934,0.006,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2015-12-21,4회차,,5,12.6,0.9,3.8,10.5,1.207,0.009,2,8,0,219,130,,,,,,,,,,,,,1.205,0.038,0.892,0.006,0.001,1,,6,,,,,,,,,,,,,,,,,,,,,
안동1,2016-01-04,1회차,,6,13.8,0.8,3.8,5.3,1.407,0.012,1.9,8,0,224,40,,,,,,,,,,,,,1.36,0.033,1.045,0.008,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-01-11,2회차,,3,13.5,0.9,3.8,4.9,1.402,0.005,1.8,8,0,136,44,0,0,0,0,0,0,,,,,,,1.346,0.028,1.053,0.004,0.001,1.2,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2016-01-18,3회차,,4,12,0.9,4.2,3.1,1.987,0.007,2.9,8.3,0,207,50,,,,,,,,,,,,,1.792,0.157,1.217,0.006,0.001,2.2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2016-01-25,4회차,,3,13.2,0.6,3.8,4.2,2.025,0.019,1.7,8,0,211,60,,,,,,,,,,,,,1.868,0.103,1.725,0.008,0.004,2.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-02-01,1회차,,4,12.5,0.5,3.8,1.3,1.583,0.014,2.4,8.1,0,209,14,,,,,,,,,,,,,1.49,0.042,1.509,0.011,0.008,1,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-02-11,2회차,,5,13.8,0.8,4.6,1.4,1.636,0.013,2.6,8.1,0,212,34,0,0,0,0,0,0,,,,,,,1.597,0.089,0.376,0.011,0.005,1,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2016-02-15,3회차,,4,14.1,0.6,3.6,1.4,2.635,0.004,2.8,8.4,0,214,73,,,,,,,,,,,,,1.717,0.027,1.523,0.011,0.004,1.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-02-22,4회차,,5,14.8,0.6,4.2,4.9,1.448,0.016,2.1,8.2,,221,24,,,,,,,,,,,,,1.441,0.068,1.406,0.011,0.002,2.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-03-07,1회차,,8,14.2,0.9,4,3.8,1.335,0.014,2,8.2,0,218,24,,,,,,,,,,,,,1.322,0.051,1.309,0.012,0.002,1,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-03-14,2회차,,8,14.5,1.1,5.4,8.2,1.518,0.016,2.4,8.4,0,229,40,0,0,0,0,0,0,,,,,,,1.461,0.166,1.495,0.01,0.002,3.4,,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,
안동1,2016-03-21,3회차,,11,14.3,1,4.4,5.1,1.483,0.014,2.7,8.7,0,229,44,,,,,,,,,,,,,1.448,0.076,1.452,0.009,0.003,2.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-03-28,4회차,,12,16.8,1.2,4.4,6.8,1.523,0.015,3.3,8.3,0,186,73,,,,,,,,,,,,,1.517,0.056,1.412,0.01,0.005,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-04-04,1회차,,11,12.8,1,4.4,4,1.667,0.015,2.5,8.4,0,124,4,,,,,,,,,,,,,1.585,0.089,1.601,0.01,0.002,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-04-11,2회차,,12,11.3,0.9,4,2.4,1.297,0.017,2.4,7.8,0,146,0,0,0,0,0,0,0,,,,,,,1.277,0.044,1.257,0.011,0.003,1.6,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2016-04-18,3회차,,12,11.6,1,4.2,3.7,1.286,0.011,2.4,8.1,0,149,10,,,,,,,,,,,,,1.278,0.06,1.256,0.008,0.001,2.4,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2016-04-25,4회차,,10,14.3,0.8,3.2,2.5,1.855,0.013,2.1,8,0,183,14,,,,,,,,,,,,,1.841,0.13,1.601,0.011,0.004,0.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-05-02,1회차,,9,11.2,0.9,4.6,1.8,1.507,0.015,3.4,7.8,0,180,0,,,,,,,,,,,,,1.471,0.096,1.302,0.014,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-05-09,2회차,,10,10.1,0.9,3,1.3,1.338,0.011,3.1,7.7,0,181,0,0,0,0,0,0,0,,,,,,,1.281,0.06,1.205,0.01,0.004,0.2,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2016-05-16,3회차,,10,14.4,1.1,3.8,2,1.555,0.01,3.5,8,0,177,10,,,,,,,,,,,,,1.525,0.125,1.514,0.009,0.004,0.8,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-05-23,4회차,,10,12.7,0.8,3.2,3.2,1.262,0.014,3.2,7.8,0,164,0,,,,,,,,,,,,,1.139,0.038,1.244,0.007,0.002,0.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-06-07,1회차,,20,12.2,0.7,3.4,1.8,1.288,0.006,2.1,8.4,0,185,4,,,,,,,,,,,,,1.214,0.044,1.182,0.004,0.001,0.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-06-13,2회차,,19,10.1,0.9,3.8,1.3,1.493,0.01,1.9,8,0,228,4,0,0,0,0,0,0,,,,,,,1.478,0.074,1.265,0.007,0.001,0.6,,0,,,,,,0,,,,,,,,,0,,,,,,
안동1,2016-06-20,3회차,,14,13.5,1,4.6,0.9,1.418,0.007,2,7.9,0,227,4,,,,,,,,,,,,,1.385,0.068,1.292,0.005,0,0.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-06-27,4회차,,14,15.1,1,3.8,1.2,1.54,0.004,2.1,8.2,0,231,10,,,,,,,,,,,,,1.521,0.105,1.336,0.003,0,0.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-07-04,1회차,,17.7,7.9,1.8,6.2,6,2.552,0.071,3.2,7.6,정량한계미만,224,3300,,,,,,,,,,,,,2.51,0.159,2.4,0.055,0.042,9.8,,680,,,,,,,,,,,,,,,,,,,,,
안동1,2016-07-11,2회차,,28,16.9,1.5,7.8,52.3,6.097,0.191,7.1,9.4,정량한계미만,239,65,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,5.926,0.097,6.1,0.15,0.142,11.2,,8,,,,,,정량한계미만,,,,,,,정량한계미만,정량한계미만,정량한계미만,,,,,,
안동1,2016-07-18,3회차,,24.9,12.5,1.4,10,43.1,4.445,0.051,5.2,9.1,정량한계미만,249,435,,,,,,,,,,,,,4.326,0.094,4.4,0.029,0.005,5.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-07-25,4회차,,15,8.4,0.8,4.8,0.8,1.815,0.02,2.6,7.2,정량한계미만,157,85,,,,,,,,,,,,,1.807,0.075,1.8,0.013,정량한계미만,2.8,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2016-08-01,1회차,,16.6,8.1,0.8,5,1,2.11,0.024,1,7.7,정량한계미만,151,20,,,,,,,,,,,,,1.938,0.147,2,0.022,0.013,2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-08-08,2회차,,18.5,7.2,0.9,4.8,1.2,2.148,0.02,3.2,8.1,정량한계미만,170,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,2.067,0.076,2.1,0.019,0.008,0.2,,0,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
안동1,2016-08-16,3회차,,22,8.6,0.9,5.4,9.1,2.228,0.031,3.2,7.8,정량한계미만,469,120,,,,,,,,,,,,,2.203,0.045,2.1,0.018,0.015,3.6,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2016-08-22,4회차,,17.9,7.8,1.1,5.4,2.7,2.55,0.021,3.4,7.4,정량한계미만,156,120,,,,,,,,,,,,,2.467,0.142,2.3,0.02,0.006,3.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-09-05,1회차,,18,4.8,1.2,6,4.5,2.401,0.019,3.1,7.8,정량한계미만,153,75,,,,,,,,,,,,,2.391,0.09,2.033,0.017,0.012,3.6,,4,,,,,,,,,,,,,,,,,,,,,
안동1,2016-09-12,2회차,,16.9,5.1,1.2,5.6,1.5,2.242,0.021,3.5,7.6,정량한계미만,126,40,0,정량한계미만,정량한계미만,0,정량한계미만,0,,,,,,,2.112,0.039,2.071,0.016,0.006,2.6,정량한계미만,0,,,,,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,정량한계미만,정량한계미만,,정량한계미만,,,정량한계미만
안동1,2016-09-19,3회차,,18.4,6.4,1,5.6,2.1,2.643,0.052,3.6,7.7,정량한계미만,146,430,,,,,,,,,,,,,2.635,0.032,2.526,0.039,0.026,3,,74,,,,,,,,,,,,,,,,,,,,,
안동1,2016-09-26,4회차,,19.4,4.1,0.8,4.6,2.1,2.089,0.02,3,7.3,정량한계미만,157,35,,,,,,,,,,,,,2.061,0.039,1.922,0.019,0.005,1.4,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-10-04,1회차,,19.9,5.6,1,4.6,1.9,2.112,0.024,3.2,7.3,정량한계미만,155,25,,,,,,,,,,,,,2.079,0.068,2.024,0.017,0.01,1.2,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-10-10,2회차,,17.8,3.9,1.1,4.2,0,2.247,0.023,3.4,7,0,145,20,0,정량한계미만,정량한계미만,0,정량한계미만,0,,,,,,,2.227,0.061,2.212,0.021,0.011,2,,0,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
안동1,2016-10-17,3회차,,18.6,5.1,0.8,4.8,3.2,2.115,0.018,2.9,7.6,정량한계미만,155,330,,,,,,,,,,,,,2.02,0.113,1.946,0.011,0.007,1.4,,104,,,,,,,,,,,,,,,,,,,,,
안동1,2016-10-24,4회차,,17.3,5.3,0.6,4.8,1.8,2.017,0.012,2.7,8.1,정량한계미만,157,70,,,,,,,,,,,,,1.983,0.025,1.78,0.01,0.003,1.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-11-02,1회차,,15.8,6.8,1,4.6,2.5,1.874,0.021,2.9,7.5,정량한계미만,169,85,,,,,,,,,,,,,1.862,0.048,1.698,0.015,정량한계미만,2,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2016-11-07,2회차,,16.7,8.5,0.6,3.8,3,1.662,0.011,2.9,7.8,정량한계미만,179,65,정량한계미만,정량한계미만,정량한계미만,0,정량한계미만,0,,,,,,,1.487,0.04,1.376,0.01,0.007,1.2,,0,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
안동1,2016-11-14,3회차,,15.9,8.3,0.5,4.4,2.5,1.672,0.012,2.5,7.5,정량한계미만,175,110,,,,,,,,,,,,,1.591,0.035,1.405,0.007,0.005,2.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-11-21,4회차,,14.8,8,0.7,5,2.2,1.407,0.007,2.5,8.2,정량한계미만,186,385,,,,,,,,,,,,,1.259,0.057,1.177,0.006,0.005,2.8,,84,,,,,,,,,,,,,,,,,,,,,
안동1,2016-12-05,1회차,,12.4,8.8,0.4,4.2,5.9,1.389,0.008,2.2,7.6,정량한계미만,194,10,,,,,,,,,,,,,1.336,0.044,1.252,0.007,0.005,2.6,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-12-12,2회차,,10.5,9.3,0.9,4.4,4.3,1.569,0.012,2.2,7.7,정량한계미만,134,25,0,정량한계미만,0,0,0,0,,,,,,,1.527,0.07,1.244,0.009,0.003,1.4,,0,,,,,,정량한계미만,,,,,,,,,0,,,,,,
안동1,2016-12-19,3회차,,9.8,9.2,0.9,5,5.9,1.362,0.006,2.2,7.7,정량한계미만,207,30,,,,,,,,,,,,,1.361,0.07,1.164,0.004,0.003,1,,0,,,,,,,,,,,,,,,,,,,,,
안동1,2016-12-26,4회차,,9,8.6,1,5.2,3.8,1.807,0.011,2.3,7.8,정량한계미만,197,50,,,,,,,,,,,,,1.766,0.067,1.037,0.006,0.003,1.4,,2,,,,,,,,,,,,,,,,,,,,,
안동1,2017-01-02,1회차,,8.3,11.2,0.7,4.4,1.2,1.284,0.011,2,7.9,정량한계미만,199,20,,,,,,,,,,,,,1.275,0.128,1.203,0.004,0.003,1.4,,0,,,,,,,,,,,,,,,,,,,,,
