측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),트리클로로에틸렌 (㎎/L),테트라클로로에틸렌(㎎/L),사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
경안천10,2021-03-25,4회차,,12.2,12.2,3.2,6.6,55.6,4.214,0.078,3.5,8.3,,419,,,,,,,,,,,,,,3.928,0.035,3.274,0.02,0.004,16,,,,,,,,,,,,,,,,,,,,,,3.595,
경안천10,2021-03-29,5회차,,12.2,10.2,2.8,5.6,30.3,3.588,0.078,2.9,7.9,,410,,,,,,,,,,,,,,3.326,0.178,2.674,0.026,0.012,9.2,,,,,,,,,,,,,,,,,,,,,,5.843,
경안천10,2021-04-09,1회차,,13.8,10.5,1.2,3.6,8,3.742,0.056,2.2,8.1,,301,,,,,,,,,,,,,,3.512,0.043,3.028,0.026,0.019,5.9,,,,,,,,,,,,,,,,,,,,,,9.062,
경안천10,2021-04-15,2회차,,13.4,10.3,1.8,4.3,10.5,2.97,0.056,2.5,8.1,,285,,,,,,,,,,,,,,2.897,0.067,2.522,0.029,0.016,6.7,,,,,,,,,,,,,,,,,,,,,,9.617,
경안천10,2021-04-22,3회차,,18.4,8.4,2.1,4.9,20.5,3.009,0.055,2.7,8.3,,342,,,,,,,,,,,,,,2.905,0.037,2.613,0.025,0.013,5.6,,,,,,,,,,,,,,,,,,,,,,5.797,
경안천10,2021-04-29,4회차,,17.3,11.6,3.2,5.9,43.9,2.736,0.073,3.6,8.4,,378,,,,,,,,,,,,,,2.564,0.024,2.188,0.02,0.002,9.6,,,,,,,,,,,,,,,,,,,,,,3.834,
경안천10,2021-05-06,1회차,,16.4,8.9,1.6,5,14.7,2.903,0.069,3.1,8,,318,,,,,,,,,,,,,,2.785,0.076,2.231,0.029,0.015,9.7,,,,,,,,,,,,,,,,,,,,,,7.144,
경안천10,2021-05-14,2회차,,22.3,9.6,1.8,5.3,30.9,2.64,0.059,3.2,8,,383,,,,,,,,,,,,,,2.513,0.013,2.167,0.016,0.005,7.6,,,,,,,,,,,,,,,,,,,,,,4.506,
경안천10,2021-05-20,3회차,,19.3,9.2,1.2,4.2,7.8,3.149,0.059,2.6,7.8,,298,,,,,,,,,,,,,,3.126,0.107,2.594,0.039,0.03,11.6,,,,,,,,,,,,,,,,,,,,,,11.073,
경안천10,2021-05-27,4회차,,18.6,9.5,1.1,3.7,6.7,3.171,0.053,2.3,7.8,,349,,,,,,,,,,,,,,3.115,0.141,2.559,0.028,0.022,8.1,,,,,,,,,,,,,,,,,,,,,,9.601,
경안천10,2021-06-03,1회차,,21.8,9.1,1.4,4.6,7.3,3.183,0.08,2.5,7.8,,306,,,,,,,,,,,,,,3.137,0.094,2.716,0.045,0.034,12,,,,,,,,,,,,,,,,,,,,,,11.298,
경안천10,2021-06-10,2회차,,24.1,8.8,1.3,4.1,14,3.036,0.059,2.7,7.9,,368,,,,,,,,,,,,,,2.926,0.041,2.484,0.029,0.017,7.8,,,,,,,,,,,,,,,,,,,,,,7.018,
경안천10,2021-06-18,3회차,,23.4,9.3,2,4.8,37.2,2.549,0.07,3,8,,393,,,,,,,,,,,,,,2.369,0.021,1.956,0.017,0.007,10.3,,,,,,,,,,,,,,,,,,,,,,6.292,
경안천10,2021-06-24,4회차,,22.4,8.7,3.2,7.3,6.2,3.141,0.402,3.6,7.8,,302,,,,,,,,,,,,,,2.612,0.293,1.787,0.05,0.024,155.3,,,,,,,,,,,,,,,,,,,,,,8.539,
경안천10,2021-06-30,5회차,,25,7.8,1.7,5.1,63.3,2.674,0.082,3.8,7.9,,382,,,,,,,,,,,,,,2.526,0.089,1.905,0.034,0.019,13,,,,,,,,,,,,,,,,,,,,,,8.793,
경안천10,2021-07-08,1회차,,24.3,8,2.5,6,22.2,2.81,0.194,4.2,7.8,,254,,,,,,,,,,,,,,2.499,0.254,1.803,0.072,0.061,36.7,,,,,,,,,,,,,,,,,,,,,,28.85,
경안천10,2021-07-15,2회차,,28,7.8,0.9,4.6,10.9,2.71,0.061,2.7,7.9,,359,,,,,,,,,,,,,,2.643,0.022,2.285,0.029,0.024,8.5,,,,,,,,,,,,,,,,,,,,,,7.896,
경안천10,2021-07-23,3회차,,30.1,8,1.6,5.2,41.6,2.317,0.068,3.3,8.3,,363,,,,,,,,,,,,,,2.195,0.01,1.884,0.018,0.005,10.7,,,,,,,,,,,,,,,,,,,,,,4.697,
경안천10,2021-07-29,4회차,,30,7.7,2.3,6.4,71.8,2.5,0.082,4,8,,322,,,,,,,,,,,,,,2.207,0.021,1.698,0.014,0.006,13,,,,,,,,,,,,,,,,,,,,,,5.445,
경안천10,2021-08-02,1회차,,28.7,7.6,2.8,7.1,116,2.296,0.077,3.5,8.5,,388,,,,,,,,,,,,,,2.061,0.028,1.806,0.017,0.002,15.5,,,,,,,,,,,,,,,,,,,,,,6.426,
경안천10,2021-08-12,2회차,,27.8,8.5,3,6.7,70.9,2.035,0.077,3.9,8.3,,421,,,,,,,,,,,,,,1.819,0.043,1.346,0.019,0.003,14.6,,,,,,,,,,,,,,,,,,,,,,3.814,
경안천10,2021-08-20,3회차,,25.7,9.5,2.5,6.9,76.9,2.373,0.071,4,8.4,,455,,,,,,,,,,,,,,2.111,0.007,1.581,0.018,0.002,13.8,,,,,,,,,,,,,,,,,,,,,,3.403,
경안천10,2021-08-26,4회차,,24.2,8.3,1,4.2,8.9,2.621,0.062,2.9,7.8,,356,,,,,,,,,,,,,,2.558,0.133,2.289,0.039,0.035,7.9,,,,,,,,,,,,,,,,,,,,,,7.075,
경안천10,2021-09-03,1회차,,22,8.6,0.8,4.2,4.4,3.641,0.078,2.8,7.8,,265,,,,,,,,,,,,,,3.61,0.107,3.312,0.049,0.047,11.6,,,,,,,,,,,,,,,,,,,,,,14.68,
경안천10,2021-09-09,2회차,,21.8,8.8,0.6,3.8,4.2,2.835,0.068,2.7,7.9,,265,,,,,,,,,,,,,,2.789,0.054,2.483,0.05,0.044,6.9,,,,,,,,,,,,,,,,,,,,,,13.064,
경안천10,2021-09-16,3회차,,22.6,8.7,1,3.7,12.3,2.784,0.038,3.3,8.1,,372,,,,,,,,,,,,,,2.725,0.032,2.477,0.02,0.011,4.9,,,,,,,,,,,,,,,,,,,,,,6.483,
경안천10,2021-09-23,4회차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2021-09-30,5회차,,21,9.2,1,3.5,5.4,3.046,0.076,2.4,7.9,,317,,,,,,,,,,,,,,2.73,0.053,2.343,0.051,0.039,9.9,,,,,,,,,,,,,,,,,,,,,,9.624,
경안천10,2021-10-08,1회차,,20.7,9.6,0.5,3.4,4.7,2.982,0.053,2.3,7.9,,374,,,,,,,,,,,,,,2.969,0.032,2.689,0.035,0.031,6.5,,,,,,,,,,,,,,,,,,,,,,7.221,
경안천10,2021-10-15,2회차,,20,9.7,0.7,3.3,4.1,3.028,0.049,2.3,7.9,,336,,,,,,,,,,,,,,3.007,0.047,2.757,0.033,0.028,7.6,,,,,,,,,,,,,,,,,,,,,,6.325,
경안천10,2021-10-21,3회차,,14.4,11.6,0.7,3.2,3.1,3.334,0.037,2.3,8,,383,,,,,,,,,,,,,,3.299,0.022,2.975,0.023,0.018,4.5,,,,,,,,,,,,,,,,,,,,,,4.844,
경안천10,2021-10-26,4회차,,14.8,10.3,0.6,3.6,3.1,3.331,0.027,2.5,8,,443,,,,,,,,,,,,,,3.271,0.046,2.954,0.02,0.013,4.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2021-11-04,1회차,,14.2,12.1,0.6,3.6,3.8,3.554,0.028,2.8,8.1,,418,,,,,,,,,,,,,,3.549,0.022,3.183,0.017,0.01,4.3,,,,,,,,,,,,,,,,,,,,,,3.769,
경안천10,2021-11-11,2회차,,9.7,12.1,1.2,4.2,3.6,3.231,0.061,2.7,8,,314,,,,,,,,,,,,,,3.214,0.096,2.794,0.038,0.033,5,,,,,,,,,,,,,,,,,,,,,,7.781,
경안천10,2021-11-19,3회차,,11.2,12.4,0.6,3.6,4,3.524,0.028,2.5,8,,418,,,,,,,,,,,,,,3.494,0.021,3.22,0.015,0.008,4.5,,,,,,,,,,,,,,,,,,,,,,4.711,
경안천10,2021-11-25,4회차,,7,14,0.6,3.4,2.2,4.142,0.022,2.3,8,,428,,,,,,,,,,,,,,4.121,0.014,3.857,0.014,0.006,1.8,,,,,,,,,,,,,,,,,,,,,,5.101,
경안천10,2021-12-03,1회차,,4.7,14.8,1.2,3.8,2.7,3.86,0.066,2.9,8.1,,301,,,,,,,,,,,,,,3.796,0.148,3.344,0.038,0.03,7.6,,,,,,,,,,,,,,,,,,,,,,8.043,
경안천10,2021-12-09,2회차,,6.5,14.7,0.7,3.4,3.8,4.126,0.026,2.3,8.2,,386,,,,,,,,,,,,,,4.104,0.048,3.816,0.015,0.013,3.4,,,,,,,,,,,,,,,,,,,,,,5.925,
경안천10,2021-12-13,3회차,,5.5,12.6,0.9,3.2,2.5,4.582,0.032,2.5,8.6,,415,,,,,,,,,,,,,,4.428,0.033,3.932,0.022,0.017,1.6,,,,,,,,,,,,,,,,,,,,,,5.855,
경안천10,2021-12-20,4회차,,4.3,13.2,0.9,3.5,1.6,5.394,0.024,2.4,8.1,,482,,,,,,,,,,,,,,5.202,0.271,4.522,0.014,0.009,1.3,,,,,,,,,,,,,,,,,,,,,,5.565,
경안천10,2021-12-27,5회차,,0.9,14.5,0.7,3.7,1.1,5.532,0.028,2.5,8,,488,,,,,,,,,,,,,,5.378,0.442,4.608,0.016,0.01,1.5,,,,,,,,,,,,,,,,,,,,,,4.705,
경안천10,2022-01-03,1회차,,3.1,13.9,0.6,3.6,1.4,5.692,0.03,2.6,8.1,,473,,,,,,,,,,,,,,5.6,0.527,4.726,0.022,0.012,0.9,,,,,,,,,,,,,,,,,,,,,,4.523,
경안천10,2022-01-10,2회차,,3.5,13.6,0.7,3.8,2,5.716,0.034,2.6,8,,430,,,,,,,,,,,,,,5.572,0.741,4.586,0.018,0.008,1.8,,,,,,,,,,,,,,,,,,,,,,4.326,
경안천10,2022-01-20,3회차,,0.4,13,0.7,3.9,2.7,5.682,0.036,2.7,7.8,,403,,,,,,,,,,,,,,5.538,0.55,4.544,0.022,0.013,3,,,,,,,,,,,,,,,,,,,,,,3.531,
경안천10,2022-01-24,4회차,,3.2,13.3,0.9,4.4,3.5,6.148,0.042,2.7,7.9,,469,,,,,,,,,,,,,,5.902,0.971,4.398,0.022,0.012,2.5,,,,,,,,,,,,,,,,,,,,,,3.748,
경안천10,2022-02-03,1회차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2022-02-07,2회차,,2.2,13.8,1.1,4.4,2.2,6.464,0.044,3,8,,511,,,,,,,,,,,,,,6.224,0.751,5.224,0.022,0.01,2,,,,,,,,,,,,,,,,,,,,,,3.576,
경안천10,2022-02-18,3회차,,2.5,13.5,0.8,4.4,2,5.92,0.044,3.1,7.9,,401,,,,,,,,,,,,,,5.81,0.506,4.708,0.022,0.005,3.4,,,,,,,,,,,,,,,,,,,,,,2.989,
경안천10,2022-02-21,4회차,,3.1,13.3,1.1,4.8,3.7,5.932,0.046,3.3,7.9,,477,,,,,,,,,,,,,,5.8,0.615,4.578,0.022,0.011,3.2,,,,,,,,,,,,,,,,,,,,,,3.047,
경안천10,2022-03-04,1회차,,7.2,11.6,1.6,5.2,7.5,5.394,0.052,3.4,7.9,,419,,,,,,,,,,,,,,5.222,0.568,4,0.026,0.011,4,,,,,,,,,,,,,,,,,,,,,,3.205,
경안천10,2022-03-10,2회차,,8.7,11.1,1.9,5.5,11.9,5.214,0.058,3.5,7.9,,422,,,,,,,,,,,,,,5.126,0.605,3.894,0.028,0.01,5.7,,,,,,,,,,,,,,,,,,,,,,2.971,
경안천10,2022-03-18,3회차,,11.2,9.2,1.9,5.4,10.4,4.298,0.074,3.6,7.8,,353,,,,,,,,,,,,,,4.16,0.397,3.382,0.04,0.029,8,,,,,,,,,,,,,,,,,,,,,,4.595,
경안천10,2022-03-24,4회차,,9.1,9.1,1.5,4.3,9.6,4.326,0.064,2.9,7.9,,373,,,,,,,,,,,,,,4.138,0.213,3.41,0.03,0.02,7.2,,,,,,,,,,,,,,,,,,,,,,5.029,
경안천10,2022-03-31,5회차,,11.6,11.6,1.2,3.9,7.8,4.096,0.058,2.6,7.8,,290,,,,,,,,,,,,,,3.942,0.089,3.656,0.028,0.02,9.5,,,,,,,,,,,,,,,,,,,,,,7.067,
경안천10,2022-04-07,1회차,,14.9,10,1.5,4.1,11.8,3.674,0.056,2.9,8.1,,336,,,,,,,,,,,,,,3.524,0.118,2.998,0.028,0.018,7,,,,,,,,,,,,,,,,,,,,,,4.935,
경안천10,2022-04-14,2회차,,14.4,8.6,3,6.1,24.4,3.446,0.096,4,7.7,,349,,,,,,,,,,,,,,3.308,0.35,2.628,0.05,0.02,9.5,,,,,,,,,,,,,,,,,,,,,,5.465,
경안천10,2022-04-22,3회차,,16.9,11,3,6.4,32.6,3.368,0.068,3.8,8.4,,385,,,,,,,,,,,,,,3.092,0.054,2.77,0.018,0.001,10.4,,,,,,,,,,,,,,,,,,,,,,3.498,
경안천10,2022-04-28,4회차,,19.5,9.2,2.8,5.9,29.7,2.766,0.072,3.8,8,,330,,,,,,,,,,,,,,2.494,0.021,2.245,0.022,0.004,10.2,,,,,,,,,,,,,,,,,,,,,,4.239,
경안천10,2022-05-06,1회차,,19.6,12.6,4.3,7.1,99.1,2.802,0.064,4.4,8.8,,419,,,,,,,,,,,,,,2.479,0.019,2.151,0.015,0.001,12.4,,,,,,,,,,,,,,,,,,,,,,2.958,
경안천10,2022-05-12,2회차,,20.8,12.3,5.1,8.2,109.6,2.582,0.086,4.6,8.8,,447,,,,,,,,,,,,,,2.132,0.012,1.724,0.016,0.001,16,,,,,,,,,,,,,,,,,,,,,,2.697,
경안천10,2022-05-20,3회차,,20.3,11.2,4.2,7.8,110.7,2.276,0.082,7.5,8.7,,469,,,,,,,,,,,,,,1.945,0.007,1.53,0.021,0.002,16.4,,,,,,,,,,,,,,,,,,,,,,2.849,
경안천10,2022-05-26,4회차,,22.6,8.9,2.6,6.1,36.1,2.111,0.067,4.3,7.9,,473,,,,,,,,,,,,,,1.968,0.004,1.592,0.021,0.001,8.8,,,,,,,,,,,,,,,,,,,,,,3.499,
경안천10,2022-05-30,5회차,,23.8,8.6,2.3,6,32.3,2.228,0.053,4.5,8.3,,483,,,,,,,,,,,,,,2.119,0.018,1.693,0.019,0.004,7.7,,,,,,,,,,,,,,,,,,,,,,2.581,
경안천10,2022-06-10,1회차,,22.9,9.5,1.2,5.5,19.8,2.294,0.051,3.8,8,,500,,,,,,,,,,,,,,2.251,0.02,1.868,0.018,0.009,6.6,,,,,,,,,,,,,,,,,,,,,,2.493,
경안천10,2022-06-16,2회차,,20.2,9.1,3,7.1,37.9,2.557,0.111,5.3,7.8,,358,,,,,,,,,,,,,,2.395,0.298,1.648,0.036,0.023,17.8,,,,,,,,,,,,,,,,,,,,,,16.592,
경안천10,2022-06-23,3회차,,26.1,9.9,2.9,7.2,105.4,2.266,0.078,5.3,8.5,,439,,,,,,,,,,,,,,1.874,0.015,1.556,0.015,0.001,13.3,,,,,,,,,,,,,,,,,,,,,,3.088,
경안천10,2022-06-30,4회차,,21,9.7,4.8,39.4,58.7,4.36,1.49,36.8,7.7,,104,,,,,,,,,,,,,,2.542,0.134,2.014,0.092,0.081,764,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2022-07-07,1회차,,26.7,9.3,1.6,4.5,21.6,3.652,0.044,2.9,7.9,,367,,,,,,,,,,,,,,3.472,0.013,3.204,0.018,0.011,4.1,,,,,,,,,,,,,,,,,,,,,,12.728,
경안천10,2022-07-14,2회차,,21.4,9.4,1.2,6.3,6.3,3.414,0.156,4.8,7.7,,150,,,,,,,,,,,,,,3.111,0.13,2.742,0.067,0.063,42.7,,,,,,,,,,,,,,,,,,,,,,131.449,
경안천10,2022-07-18,3회차,,23.8,8.9,0.9,3.3,4.1,3.435,0.043,2.4,8.2,,286,,,,,,,,,,,,,,3.417,0.02,3.178,0.032,0.026,3.3,,,,,,,,,,,,,,,,,,,,,,18.93,
경안천10,2022-07-28,4회차,,27,8.4,1.1,3.9,34.4,2.937,0.04,2.7,7.9,,331,,,,,,,,,,,,,,2.863,0.014,2.602,0.018,0.013,3.8,,,,,,,,,,,,,,,,,,,,,,11.069,
경안천10,2022-08-01,1회차,,26.2,7.5,3.4,5.7,22.2,2.243,0.129,3.9,7.8,,227,,,,,,,,,,,,,,2.093,0.266,1.614,0.065,0.059,25.4,,,,,,,,,,,,,,,,,,,,,,61.868,
경안천10,2022-08-08,2회차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2022-08-19,3회차,,23.5,9.9,1.5,3.6,3.4,3.514,0.075,2.4,7.8,,285,,,,,,,,,,,,,,3.478,0.256,2.855,0.05,0.046,14.3,,,,,,,,,,,,,,,,,,,,,,26.956,
경안천10,2022-08-25,4회차,,22.5,7.7,1.7,4.3,8.9,3.256,0.056,2.8,7.5,,316,,,,,,,,,,,,,,3.19,0.205,2.646,0.03,0.027,6.7,,,,,,,,,,,,,,,,,,,,,,14.677,
경안천10,2022-08-31,5회차,,20.2,8.4,2.6,4.9,11.1,2.337,0.102,3.1,7.6,,192,,,,,,,,,,,,,,2.201,0.199,1.676,0.06,0.049,7.8,,,,,,,,,,,,,,,,,,,,,,31.737,
경안천10,2022-09-05,1회차,,21.9,7.7,3.6,5.2,13,2.672,0.131,3.8,7.8,,232,,,,,,,,,,,,,,2.461,0.26,1.897,0.057,0.04,18.3,,,,,,,,,,,,,,,,,,,,,,37.876,
경안천10,2022-09-16,2회차,,22.8,8.2,1.5,3.8,6.9,3.337,0.051,2.6,7.8,,335,,,,,,,,,,,,,,3.244,0.133,2.82,0.034,0.029,2,,,,,,,,,,,,,,,,,,,,,,12.874,
경안천10,2022-09-22,3회차,,20.8,8.2,1.8,4.2,9.8,3.092,0.063,3.2,7.8,,364,,,,,,,,,,,,,,2.986,0.049,2.705,0.032,0.019,3,,,,,,,,,,,,,,,,,,,,,,9.459,
경안천10,2022-09-29,4회차,,20.3,9.1,1.3,4.1,7.2,3.495,0.06,2.4,7.9,,392,,,,,,,,,,,,,,3.395,0.109,3.006,0.039,0.028,2.4,,,,,,,,,,,,,,,,,,,,,,7.28,
경안천10,2022-10-07,1회차,,17.9,8.7,1,3.7,3.6,3.004,0.065,2.3,7.9,,299,,,,,,,,,,,,,,2.968,0.141,2.746,0.043,0.041,7.4,,,,,,,,,,,,,,,,,,,,,,11.511,
경안천10,2022-10-14,2회차,,17,8.8,0.8,3.3,3.1,3.137,0.055,2.5,7.9,,329,,,,,,,,,,,,,,3.086,0.089,2.836,0.039,0.033,4.4,,,,,,,,,,,,,,,,,,,,,,10.426,
경안천10,2022-10-20,3회차,,13.8,8,0.7,3.2,2.4,3.596,0.038,2.7,8.1,,368,,,,,,,,,,,,,,3.594,0.061,3.25,0.024,0.02,3.7,,,,,,,,,,,,,,,,,,,,,,7.201,
경안천10,2022-10-28,4회차,,14.6,9.8,0.7,3.9,3.6,4.154,0.03,3.1,8.2,,395,,,,,,,,,,,,,,3.688,0.063,3.256,0.014,0.01,2.8,,,,,,,,,,,,,,,,,,,,,,5.673,
경안천10,2022-11-03,1회차,,13.7,9.9,0.9,3.7,2,3.698,0.024,3.1,8.1,,403,,,,,,,,,,,,,,3.618,0.026,3.298,0.016,0.007,2.4,,,,,,,,,,,,,,,,,,,,,,5.616,
경안천10,2022-11-10,2회차,,12.5,10.9,1,3.8,3.1,3.966,0.02,3,8.2,,416,,,,,,,,,,,,,,3.954,0.033,3.45,0.01,0.004,1.9,,,,,,,,,,,,,,,,,,,,,,5.054,
경안천10,2022-11-18,3회차,,10.7,10.8,1,3.9,4.2,3.764,0.04,3,7.9,,384,,,,,,,,,,,,,,3.56,0.143,2.836,0.016,0.011,5.9,,,,,,,,,,,,,,,,,,,,,,5.514,
경안천10,2022-11-24,4회차,,11.5,11.3,1.1,3.9,3.8,4.238,0.032,2.9,7.9,,421,,,,,,,,,,,,,,4.224,0.083,3.345,0.016,0.007,4.6,,,,,,,,,,,,,,,,,,,,,,5.104,
경안천10,2022-11-28,5회차,,9.3,11.1,1.1,3.8,2.7,4.356,0.022,2.8,8.2,,431,,,,,,,,,,,,,,4.324,0.111,3.713,0.014,0.004,2.9,,,,,,,,,,,,,,,,,,,,,,5.155,
경안천10,2022-12-08,1회차,,4.7,12.9,0.7,3.6,1.4,5.594,0.014,2.5,8.2,,439,,,,,,,,,,,,,,5.472,0.256,4.528,0.012,0.006,1.2,,,,,,,,,,,,,,,,,,,,,,4.872,
경안천10,2022-12-15,2회차,,1.7,14.6,1,3.5,1.8,5.108,0.02,2.4,8.1,,476,,,,,,,,,,,,,,4.944,0.251,4.378,0.008,0.006,1.4,,,,,,,,,,,,,,,,,,,,,,4.545,
경안천10,2022-12-22,3회차,,1.6,14.2,0.7,3.5,1.3,5.944,0.022,2.5,8,,544,,,,,,,,,,,,,,5.862,0.401,5.006,0.012,0.008,0.9,,,,,,,,,,,,,,,,,,,,,,4.887,
경안천10,2022-12-26,4회차,,0.6,14,1.6,4.3,0.9,5.77,0.038,3,8.1,,583,,,,,,,,,,,,,,5.75,0.711,4.646,0.03,0.013,1.4,,,,,,,,,,,,,,,,,,,,,,4.316,
경안천10,2023-01-02,1회차,,2.2,13.3,1.3,4.5,1.5,6.12,0.04,3.2,8.1,,491,,,,,,,,,,,,,,6.048,1.054,2.171,0.024,0.01,1,,,,,,,,,,,,,,,,,,,,,,4.097,
경안천10,2023-01-12,2회차,,3.2,12.1,1.2,4.5,3.1,6.078,0.038,2.8,7.8,,541,,,,,,,,,,,,,,6.002,0.948,4.786,0.026,0.009,1.5,,,,,,,,,,,,,,,,,,,,,,4.039,
경안천10,2023-01-16,3회차,,3.5,12.4,2.3,4.7,5.1,4.468,0.118,3.8,7.4,,451,,,,,,,,,,,,,,4.364,0.896,2.868,0.058,0.049,9.9,,,,,,,,,,,,,,,,,,,,,,8.134,
경안천10,2023-01-25,4회차,,0.8,14,1.5,3.8,1.3,6.02,0.052,2.9,7.4,,430,,,,,,,,,,,,,,5.848,0.865,4.258,0.03,0.026,1.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2023-01-30,5회차,,1.8,13.3,1.3,4.8,1.3,6.468,0.068,3.3,7.4,,424,,,,,,,,,,,,,,6.392,1.295,3.754,0.042,0.03,1.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2023-02-06,1회차,,4,12.9,1.2,4.4,5.1,5.588,0.052,3.3,7.7,,402,,,,,,,,,,,,,,5.584,0.872,4.482,0.032,0.016,3.9,,,,,,,,,,,,,,,,,,,,,,4.415,
경안천10,2023-02-16,2회차,,5.2,11.8,2.1,5.2,7.1,6.436,0.052,3.2,7.5,,436,,,,,,,,,,,,,,6.398,1.372,4.072,0.018,0.009,4.7,,,,,,,,,,,,,,,,,,,,,,4.182,
경안천10,2023-02-23,3회차,,5.5,12.3,1.9,5,7.5,6.321,0.06,3.3,7.6,,449,,,,,,,,,,,,,,6.042,1.262,4.19,0.027,0.012,4.4,,,,,,,,,,,,,,,,,,,,,,3.915,
경안천10,2023-02-27,4회차,,7.4,11.7,1.7,5.5,5.5,5.666,0.054,3.3,7.6,,421,,,,,,,,,,,,,,5.628,1.09,4.182,0.022,0.014,3.7,,,,,,,,,,,,,,,,,,,,,,4.095,
