측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),트리클로로에틸렌 (㎎/L),테트라클로로에틸렌(㎎/L),사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
경안천10,2008-01-04,1회차,,2,15,2,6,,8.351,0.281,2.6,7.3,,423,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-01-10,2회차,,3,14.4,1.9,6.2,,7.522,0.266,2.8,7.2,,425,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-01-18,3회차,,0,13.9,2.3,5.5,,7.884,0.253,3.4,7.8,,484,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-01-25,4회차,,1,15.5,2.1,5.4,,7.711,0.315,3.3,7.7,,474,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-01-31,5회차,,2,14.1,2.3,6.4,,7.719,0.286,3.2,7.1,,455,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-02-04,1회차,,3,14.6,3.2,6.8,,7.264,0.34,3.2,8,,474,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-02-13,2회차,,1,14.8,2.5,6.4,,7.649,0.345,3.6,7.5,,455,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-02-21,3회차,,4,13.4,3.3,7.4,,8.12,0.254,3.7,8.2,,453,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-02-28,4회차,,4,14.9,3.1,7.5,,6.869,0.171,3.7,7.2,,427,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-03-06,1회차,,5,13.5,3.4,7.7,,6.878,0.284,3.8,7.8,,422,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-03-12,2회차,,10,12.2,3.8,8.3,,6.578,0.232,3.8,8.5,,438,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-03-21,3회차,,12,12.8,7.1,11.3,,6.46,0.354,4.9,8.4,,404,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-03-27,4회차,,10,11.3,2.2,5.6,,5.248,0.161,2.7,8,,295,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-04-03,1회차,,10,10.4,1.8,6.4,,4.82,0.233,2.7,7.9,,344,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-04-10,2회차,,14,12.1,8.7,9.3,,5.125,0.37,4.3,8.4,,383,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-04-18,3회차,,18,11.6,6.5,9.8,,4.452,0.398,5.2,9.1,,393,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-04-24,4회차,,15,13.3,5.6,11.3,,3.925,0.323,5.9,8.5,,340,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-04-30,5회차,,18,12.7,6.7,9.4,,4.167,0.265,4.6,9,,403,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-05-08,1회차,,18,7.8,3.7,8,,3.451,0.283,3.9,8,,459,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-05-14,2회차,,18,13.3,6.2,10.6,,3.021,0.265,5.7,8.7,,456,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-05-20,3회차,,16,6.8,5.2,8.1,,4.276,0.29,4.5,7.7,,301,,,,,,,,,,,,,,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-05-28,4회차,,22,6.8,3.6,7.3,,3.215,0.233,5.5,7.7,,389,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-06-03,1회차,,19,7.8,4,6.2,,4.7,0.268,4.4,7.9,,273,,,,,,,,,,,,,,,,,,,55.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-06-11,2회차,,25,7,2.3,4.9,,3.944,0.267,4.5,7.8,,372,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-06-19,3회차,,19,8.4,2.5,7.4,,4.139,0.275,5.5,7.6,,187,,,,,,,,,,,,,,,,,,,59.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-06-25,4회차,,24,9.1,2.4,6.1,,3.528,0.186,4.3,7.9,,307,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-07-03,1회차,,23,6.7,3.5,5.3,,3.666,0.204,4.6,7.8,,314,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-07-10,2회차,,28,10.2,6,9.1,,2.687,0.25,5.1,9,,347,,,,,,,,,,,,,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-07-18,3회차,,25,6.8,1.5,4.2,,3.611,0.211,3.7,7.9,,203,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-07-25,4회차,,20,8,1.5,4.5,,3.491,0.152,2.7,8.2,,122,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-07-31,5회차,,22,6.7,1.6,5.4,,5.369,0.201,6,7.6,,181,,,,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-08-07,1회차,,26,8.9,1.8,4.4,,3.47,0.091,3.6,8.1,,295,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-08-14,2회차,,26,10.5,2.6,5.8,,3.04,0.163,3.7,7.6,,217,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-08-20,3회차,,22,9,1.1,4.5,,2.634,0.163,1.8,7.7,,185,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-08-28,4회차,,23,6.2,0.8,4,,2.975,0.122,1.8,7.7,,234,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-09-05,1회차,,23,6.9,1.2,4.2,,2.945,0.151,2.3,7.8,,245,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-09-11,2회차,,25,6.7,1.8,4.1,,3.17,0.152,2.9,7.8,,300,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-09-18,3회차,,25,10.7,4.7,8.6,,3.419,0.193,5.1,8.8,,323,,,,,,,,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-09-24,4회차,,22,7.2,1.4,4.2,,2.712,0.146,2.8,7.7,,261,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-10-01,1회차,,20,8.4,1.1,4.6,,4.15,0.148,2.5,7.9,,333,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-10-09,2회차,,20,9.3,1,3.1,,3.842,0.169,2.3,7.9,,368,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-10-17,3회차,,18,9.5,1,4.4,,3.945,0.132,2.5,7.6,,382,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-10-23,4회차,,18,8.9,1.1,4.8,,4.897,0.218,2.5,7.6,,398,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-10-30,5회차,,13,11.9,1,3.9,,4.909,0.139,3.4,7.7,,380,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-11-05,1회차,,11,12.6,1.3,3.9,,4.581,0.169,3.4,8,,371,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-11-11,2회차,,12,12.1,1,4.1,,5.096,0.123,2.7,7.9,,413,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-11-21,3회차,,4,12.9,0.6,4.6,,7.567,0.216,3.1,7.7,,472,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-11-27,4회차,,7,11.2,1.2,4.7,,8.155,0.211,4.2,7.9,,460,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-12-04,1회차,,7,9.9,1.1,4.6,,7.624,0.164,2.7,8,,445,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-12-11,2회차,,6,9.8,1.3,5.3,,10.523,0.236,2.7,8,,457,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2008-12-18,3회차,,5,12.1,1.3,5.6,,8.518,0.164,2.1,7.7,,443,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-01-09,1회차,,2,13.2,1.2,5.6,,10.458,0.341,4.1,7.3,,491,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-01-15,2회차,,1,13.9,1.5,5.5,,9.876,0.352,3.5,7.9,,499,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-01-21,3회차,,3,13.7,2,6.3,,9.164,0.434,4.8,7.6,,471,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-01-30,4회차,,1,13.2,2.3,6.3,,10.29,0.263,4,7.4,,484,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-02-05,1회차,,4,12.9,3,7.7,,8.68,0.403,5,7.9,,482,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-02-13,2회차,,7,12.3,3.6,6.9,,8.567,0.35,4.2,8,,428,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-02-19,3회차,,3,13.5,1.8,6.1,,7.155,0.221,4,7.8,,374,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-02-25,4회차,,7,12,1.7,5.2,,8.231,0.243,5.4,7.9,,394,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-03-05,1회차,,7,10.1,2,6.8,,6.954,0.299,4.1,7.9,,432,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-03-13,2회차,,8,9.8,2.7,6.4,,6.948,0.291,3.8,8,,424,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-03-19,3회차,,13,10.2,3.8,7.6,,6.024,0.273,3.8,7.8,,382,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-03-25,4회차,,9,12.2,2.8,6.5,,4.701,0.192,3.6,7.9,,325,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-04-03,1회차,,11,11.8,2.2,6.2,,5.788,0.17,3.5,8.1,,375,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-04-09,2회차,,16,13.6,7.2,10,,5.448,0.224,5.2,8.9,,396,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-04-17,3회차,,15,10.2,5.2,10.4,,5.124,0.285,5.6,8.3,,412,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-04-23,4회차,,13,9.1,4.7,7.8,,4.445,0.237,4.7,7.8,,300,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-04-29,5회차,,16,9.9,2.4,6.4,,4.195,0.183,4.2,7.8,,326,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-05-08,1회차,,22,10.7,5.5,9.2,,3.958,0.217,5.1,8.6,,395,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-05-14,2회차,,20,10.6,10.6,11.6,,3.634,0.307,6.5,8.2,,394,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-05-20,3회차,,20,6.9,2.8,4.9,,3.97,0.112,4.3,7.7,,272,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-05-28,4회차,,23,7.5,3.4,5.2,,3.633,0.156,4.9,7.9,,327,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-06-05,1회차,,22,7.5,2.8,6.8,,3.771,0.141,7.2,7.6,,311,,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-06-11,2회차,,20,8.1,5.4,8.6,,3.776,0.271,5.8,8,,289,,,,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-06-17,3회차,,23,12.2,6.2,11.8,,2.965,0.214,7.3,9.3,,340,,,,,,,,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-06-25,4회차,,25,13,8.2,11.6,,2.43,0.212,8.2,9.4,,325,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-07-03,1회차,,21,7.3,4,9.7,,3.525,0.422,9,7.8,,195,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-07-10,2회차,,20,8.7,1.9,5.9,,4.233,0.136,4.4,7.7,,151,,,,,,,,,,,,,,,,,,,44.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-07-15,3회차,,19,9.4,1,4.6,,2.748,0.112,4.1,7.5,,111,,,,,,,,,,,,,,,,,,,43.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-07-23,4회차,,23,7.8,0.6,3.2,,4.156,0.067,3.2,7.5,,229,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-07-31,5회차,,27,7.8,3.4,6,,3.877,0.056,3.8,8.5,,313,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-08-06,1회차,,28,9.4,5.4,7.6,,3.298,0.077,4.2,8.9,,329,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-08-13,2회차,,22,9.5,1.3,4.3,,2.637,0.082,2.8,7.9,,130,,,,,,,,,,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-08-20,3회차,,25,7.1,1.7,4.3,,2.984,0.075,2.6,7.8,,257,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-08-28,4회차,,25,7,1.2,3.9,,3.586,0.087,2.9,7.7,,307,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-09-04,1회차,,25,12.8,4.9,9.3,,3.448,0.155,7,9.4,,338,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-09-10,2회차,,25,12.5,6.6,11.1,,2.995,0.164,5.9,9.4,,366,,,,,,,,,,,,,,,,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-09-18,3회차,,23,13.2,5.6,10.8,,2.915,0.162,4.9,9.2,,341,,,,,,,,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-09-24,4회차,,23,11.5,5.3,9.1,,3.477,0.171,4.9,9.1,,367,,,,,,,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-09-30,5회차,,23,12,4.4,8.7,,3,0.188,5.2,9.1,,379,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-10-08,1회차,,18,12.9,4.9,8.9,,3.052,0.207,6.4,9.1,,394,,,,,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-10-16,2회차,,17,12.4,3.8,7,,4.422,0.204,5.4,8.4,,398,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-10-22,3회차,,14,9.8,1.5,4.5,,4.074,0.18,3.8,7.9,,333,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-10-28,4회차,,16,11,1.5,5.1,,3.854,0.141,4.1,8.4,,410,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-11-06,1회차,,12,10.7,1.6,5.1,,5.988,0.172,3.1,8.2,,348,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-11-13,2회차,,11,10.6,1.3,3.9,,3.958,0.177,3,8.2,,335,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-11-19,3회차,,5,13.6,1.1,4.1,,7.016,0.174,2.6,8.2,,418,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-11-25,4회차,,7,11.9,0.9,3.7,,6.182,0.248,2.5,8.2,,434,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-12-17,1회차,,2,15.1,0.9,4.6,,6.925,0.235,3,7.8,,438,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2009-12-24,2회차,,3,14.4,1.1,5,,6.958,0.225,3.2,7.8,,439,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-01-28,1회차,,2,12.6,1.8,6.5,,8.08,0.2,3.9,7.5,,433,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-02-03,1회차,,1,13.6,1.8,5.9,,8.09,0.16,3.5,7.8,,431,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-02-11,2회차,,2,12.7,5.1,9,,6.46,0.243,7.6,7.7,,334,,,,,,,,,,,,,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-02-18,3회차,,3,14.7,1.7,5.6,,7.628,0.125,3.8,7.8,,411,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-02-24,4회차,,7,14.7,2.7,6.4,,8.348,0.165,4,7.8,,399,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-03-05,1회차,,7,10.9,1.9,4.6,,5.985,0.113,2.7,7.5,,277,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-03-11,2회차,,5,12.5,1.8,4.9,,6.198,0.133,2.9,7.8,,386,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-03-19,3회차,,6,12,1.8,4.4,,5.668,0.088,2.6,7.7,,286,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-03-26,4회차,,6,11.9,2.2,6.3,,5.99,0.103,3.1,7.8,,320,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-03-31,5회차,,10,11.7,2.5,5.1,,6.038,0.108,3,8,,288,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-04-08,1회차,,12,11,3.3,6.5,,5.128,0.118,3.3,8,,300,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-04-16,2회차,,12,12.4,2.5,6,,5.518,0.16,3.3,8.2,,337,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-04-22,3회차,,14,9.4,4,6.7,,4.888,0.178,3.8,7.9,,349,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-04-28,4회차,,10,9.5,4.4,6.6,,4.983,0.138,4.5,7.6,,274,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-05-06,1회차,,19,8.5,5.1,6.8,,3.823,0.12,3.7,7.9,,286,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-05-13,2회차,,19,13,7.5,10.5,,3.71,0.138,4.5,9.2,,311,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-05-19,3회차,,18,8.8,6.1,7.8,,3.91,0.165,9.4,7.6,,211,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-05-27,4회차,,17,9.1,2.2,4.8,,4.21,0.105,2.1,7.5,,231,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-06-01,1회차,,20,8.5,2.1,6.5,,3.695,0.1,2.5,7.8,,275,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-06-10,2회차,,27,11.1,6.8,10.2,,3.395,0.21,4.8,9.3,,358,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-06-16,3회차,,23,6.4,2.1,6.7,,3.278,0.117,3.3,7.4,,269,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-06-24,4회차,,26,9.7,2.1,6.1,,3.073,0.085,2.9,8.3,,302,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-06-30,5회차,,25,10.1,4.1,10.2,,2.373,0.157,4.3,9.2,,346,,,,,,,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-07-08,1회차,,26,6.5,3,7.3,,3.056,0.116,4.3,7.7,,307,,,,,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-07-16,2회차,,27,9.2,3.8,8.9,,3.074,0.143,5.6,8.7,,299,,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-07-22,3회차,,24,7.6,1.2,4.1,,4.341,0.09,4.1,7.5,,263,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-07-28,4회차,,27,7.5,1.3,4.4,,4.212,0.102,2.5,7.7,,286,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-08-05,1회차,,27,8.1,4.4,10.1,,3.244,0.21,6.2,8.3,,288,,,,,,,,,,,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-08-11,2회차,,26,7.9,1.6,5.5,,2.829,0.18,3.4,8.3,,204,,,,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-08-19,3회차,,24,8.1,0.9,4.8,,3.568,0.128,2.5,7.5,,193,,,,,,,,,,,,,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-08-25,4회차,,22,8.2,0.9,4.6,,3.351,0.1,2.5,7.5,,177,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-09-03,1회차,,22,9.5,0.9,4,,3.396,0.072,1.8,7.6,,166,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-09-09,2회차,,21,9.8,0.8,4,,3.713,0.074,2,7.7,,220,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-09-15,3회차,,21,10.6,0.9,3.6,,4.012,0.072,1.9,7.4,,196,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-09-24,4회차,,18,12.2,0.8,3.6,,3.892,0.063,1.9,8.2,,176,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-09-30,5회차,,16,12.6,0.9,4,,4.556,0.075,1.7,7.6,,255,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-10-08,1회차,,18,8.1,1,4,1.3,3.951,0.054,2.2,7.6,,275,,,,,,,,,,,,,,3.82,0.072,3.466,0.047,0.036,3.6,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-10-14,2회차,,17,8.8,1,5.5,6.5,4.098,0.064,2.1,7.6,,295,,,,,,,,,,,,,,3.939,0.04,3.516,0.054,0.046,1.8,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-10-20,3회차,,16,9.6,0.9,4.3,6.4,4.412,0.074,3.9,7.8,,322,,,,,,,,,,,,,,4.283,0.036,3.63,0.068,0.056,2.7,,,,,,,,,,,,,,,,,,,,,,,
경안천10,2010-10-28,4회차,,10,13,0.8,5,2.4,4.724,0.085,2.4,8.1,,351,,,,,,,,,,,,,,4.457,0.049,3.829,0.079,0.042,1.5,,,,,,,,,,,,,,,,,,,,,,,
