no,m_date,loc,temp,ph,ec,do,M73,toc,tn,tp,clola-a,g_rtwqi,rtwqi,rtwqi_n
1065,2023-04-15 08:00:00,장계,14.9,8.1,191.0,10.1,1.4,2.5,1.396,0.02,12.8,우수,100.0,100.0
1066,2023-04-15 09:00:00,장계,14.9,8.0,187.0,10.0,1.3,,1.455,0.021,12.5,우수,100.0,100.0
1067,2023-04-15 10:00:00,장계,15.3,8.2,192.0,10.5,1.4,,1.4380000000000002,0.021,12.8,우수,100.0,100.0
1068,2023-04-15 11:00:00,장계,15.3,8.2,192.0,10.5,1.6,,1.5019999999999998,0.021,13.5,우수,100.0,100.0
1069,2023-04-15 12:00:00,장계,15.2,8.2,192.0,10.5,1.7,,1.486,0.021,14.4,우수,100.0,100.0
1070,2023-04-15 13:00:00,장계,15.0,8.1,187.0,11.0,1.8,,1.517,0.021,15.0,우수,100.0,100.0
1071,2023-04-15 14:00:00,장계,15.1,8.3,192.0,10.8,1.7,,1.526,0.023,15.9,우수,100.0,100.0
1072,2023-04-15 15:00:00,장계,15.3,8.4,190.0,11.4,1.7,,1.528,0.023,16.8,우수,100.0,100.0
1073,2023-04-15 16:00:00,장계,15.6,8.4,190.0,10.9,1.8,,1.533,0.023,15.8,우수,100.0,100.0
1074,2023-04-15 17:00:00,장계,15.3,8.3,185.0,10.9,1.7,,1.413,0.023,15.5,우수,100.0,100.0
1075,2023-04-15 18:00:00,장계,15.4,8.4,191.0,11.0,1.7,,1.5759999999999998,0.023,15.9,우수,100.0,100.0
1076,2023-04-15 19:00:00,장계,15.3,8.4,190.0,11.0,1.7,,1.503,0.023,15.6,우수,100.0,100.0
1077,2023-04-15 20:00:00,장계,15.3,8.4,189.0,10.9,1.7,,1.47,0.025,15.3,우수,100.0,100.0
1078,2023-04-15 21:00:00,장계,15.0,8.2,184.0,10.5,1.7,,1.44,0.026,14.1,우수,100.0,100.0
1079,2023-04-15 22:00:00,장계,15.0,8.3,190.0,10.7,1.8,,1.523,0.024,14.4,우수,100.0,100.0
1080,2023-04-15 23:00:00,장계,15.0,8.2,190.0,10.7,1.7,,1.409,0.023,14.4,우수,100.0,100.0
1081,2023-04-16 00:00:00,장계,15.0,8.2,190.0,10.6,1.6,,1.212,0.022,14.0,우수,100.0,100.0
1082,2023-04-16 01:00:00,장계,14.8,8.1,185.0,10.3,1.5,,1.4269999999999998,0.024,13.6,우수,100.0,100.0
1083,2023-04-16 02:00:00,장계,14.9,8.2,190.0,10.5,1.6,,1.401,0.024,13.5,우수,100.0,100.0
1084,2023-04-16 03:00:00,장계,14.9,8.1,190.0,10.5,1.6,,1.456,0.022,13.6,우수,100.0,100.0
1085,2023-04-16 04:00:00,장계,14.8,8.1,190.0,10.4,1.7,,1.487,0.022,13.4,우수,100.0,100.0
1086,2023-04-16 05:00:00,장계,14.6,8.0,184.0,10.2,1.7,,1.394,0.023,13.4,우수,100.0,100.0
1087,2023-04-16 06:00:00,장계,14.7,8.1,190.0,10.3,1.8,,1.362,0.022,12.9,우수,100.0,100.0
1088,2023-04-16 07:00:00,장계,14.7,8.1,190.0,10.3,1.8,,1.143,0.021,13.0,우수,100.0,100.0
1089,2023-04-16 08:00:00,장계,14.8,8.1,190.0,10.3,1.8,,1.399,0.022,13.2,우수,100.0,100.0
1090,2023-04-16 09:00:00,장계,15.0,8.1,184.0,10.2,1.5,,1.433,0.021,12.6,우수,100.0,100.0
1091,2023-04-16 10:00:00,장계,15.6,8.2,190.0,10.4,1.5,,1.506,0.022,12.3,우수,100.0,100.0
1092,2023-04-16 11:00:00,장계,16.5,8.2,190.0,10.4,1.5,,1.539,0.023,11.7,우수,100.0,100.0
1093,2023-04-16 12:00:00,장계,16.2,8.2,190.0,10.6,1.8,,1.546,0.024,11.3,우수,100.0,100.0
1094,2023-04-16 13:00:00,장계,15.5,8.2,183.0,10.5,2.1,,1.404,0.023,12.5,우수,100.0,100.0
1095,2023-04-16 14:00:00,장계,15.7,8.3,188.0,10.9,2.4,,1.396,0.023,13.5,우수,100.0,100.0
1096,2023-04-16 15:00:00,장계,15.8,8.3,189.0,10.9,2.0,,1.45,0.024,14.7,우수,100.0,100.0
1097,2023-04-16 16:00:00,장계,15.7,8.4,189.0,11.0,2.1,,1.554,0.026,14.8,우수,100.0,100.0
1098,2023-04-16 17:00:00,장계,15.2,8.3,184.0,10.8,2.2,,1.364,0.027,14.8,우수,100.0,100.0
1099,2023-04-16 18:00:00,장계,15.4,8.4,189.0,11.0,1.9,,1.401,0.025,14.9,우수,100.0,100.0
1100,2023-04-16 19:00:00,장계,15.6,8.3,189.0,10.6,1.5,,1.431,0.024,13.0,우수,100.0,100.0
1101,2023-04-16 20:00:00,장계,15.4,8.3,189.0,10.7,1.5,,1.367,0.025,13.1,우수,100.0,100.0
1102,2023-04-16 21:00:00,장계,15.0,8.3,184.0,10.5,1.5,,1.421,0.025,13.1,우수,100.0,100.0
1103,2023-04-16 22:00:00,장계,15.1,8.3,189.0,10.7,1.6,,1.398,0.025,13.0,우수,100.0,100.0
1104,2023-04-16 23:00:00,장계,15.0,8.3,188.0,10.7,1.6,,1.381,0.025,13.0,우수,100.0,100.0
1105,2023-04-17 00:00:00,장계,14.9,8.2,189.0,10.6,1.7,,1.516,0.025,13.0,우수,100.0,100.0
1106,2023-04-17 01:00:00,장계,14.5,8.2,184.0,11.0,1.8,,1.393,0.025,13.0,우수,100.0,100.0
1107,2023-04-17 02:00:00,장계,14.7,8.2,189.0,10.5,1.9,,1.4980000000000002,0.025,13.0,우수,100.0,100.0
1108,2023-04-17 03:00:00,장계,14.7,8.2,189.0,10.5,2.0,,1.541,0.025,12.9,우수,100.0,100.0
1109,2023-04-17 04:00:00,장계,14.6,8.1,188.0,10.4,1.8,,1.491,0.025,13.0,우수,100.0,100.0
1110,2023-04-17 05:00:00,장계,14.4,7.9,185.0,10.8,2.0,,1.416,0.024,13.2,우수,100.0,100.0
1111,2023-04-17 06:00:00,장계,14.6,8.1,189.0,10.4,2.2,,1.342,0.024,13.2,우수,100.0,100.0
1112,2023-04-17 07:00:00,장계,14.6,8.1,189.0,10.4,2.2,,1.385,0.025,13.3,우수,100.0,100.0
1113,2023-04-17 08:00:00,장계,14.9,8.2,189.0,10.5,2.2,,1.307,0.027,13.3,우수,100.0,100.0
1114,2023-04-17 09:00:00,장계,15.1,8.1,184.0,10.3,1.8,,1.538,0.026,12.5,우수,100.0,100.0
1115,2023-04-17 10:00:00,장계,15.8,8.2,189.0,10.5,2.0,,1.443,0.025,11.9,우수,100.0,100.0
1116,2023-04-17 11:00:00,장계,16.3,8.2,189.0,10.5,1.7,,1.3330000000000002,0.024,11.0,우수,100.0,100.0
1117,2023-04-17 12:00:00,장계,16.7,8.2,189.0,10.6,1.7,,1.464,0.025,10.8,우수,100.0,100.0
1118,2023-04-17 13:00:00,장계,,,,,,,,,10.3,,,
1119,2023-04-17 14:00:00,장계,,,,,,,,,9.3,,,
1120,2023-04-17 15:00:00,장계,,,,,,,,,9.6,,,
1121,2023-04-17 16:00:00,장계,,,,,,,,,10.3,,,
1122,2023-04-17 17:00:00,장계,17.6,8.3,190.0,10.4,2.1,,1.229,0.021,11.2,우수,100.0,100.0
1123,2023-04-17 18:00:00,장계,17.2,8.4,190.0,10.7,2.4,,1.4269999999999998,0.02,12.5,우수,100.0,100.0
1124,2023-04-17 19:00:00,장계,16.9,8.4,190.0,10.7,2.6,,1.521,0.019,13.5,우수,100.0,100.0
1125,2023-04-17 20:00:00,장계,16.5,8.4,190.0,10.6,2.5,,1.5719999999999998,0.019,14.2,우수,100.0,100.0
1126,2023-04-17 21:00:00,장계,16.4,8.4,189.0,10.5,2.5,,1.412,0.018,13.1,우수,100.0,100.0
1127,2023-04-17 22:00:00,장계,16.3,8.3,189.0,10.4,2.6,,1.346,0.018,12.9,우수,100.0,100.0
1128,2023-04-17 23:00:00,장계,16.2,8.3,189.0,10.4,2.5,,1.341,0.019,12.7,우수,100.0,100.0
1129,2023-04-18 00:00:00,장계,16.1,8.3,188.0,10.4,2.3,,1.36,0.02,12.4,우수,100.0,100.0
1130,2023-04-18 01:00:00,장계,16.2,8.2,188.0,10.3,2.5,,1.335,0.02,12.5,우수,100.0,100.0
1131,2023-04-18 02:00:00,장계,16.1,8.2,187.0,10.2,2.4,,1.2,0.019,12.3,우수,100.0,100.0
1132,2023-04-18 03:00:00,장계,16.0,8.2,187.0,10.1,2.5,,1.21,0.019,12.0,우수,100.0,100.0
1133,2023-04-18 04:00:00,장계,15.9,8.2,187.0,10.2,2.4,,1.145,0.019,12.3,우수,100.0,100.0
1134,2023-04-18 05:00:00,장계,15.8,8.3,187.0,10.2,2.0,,1.358,0.021,12.6,우수,100.0,100.0
1135,2023-04-18 06:00:00,장계,15.7,8.3,188.0,10.2,1.8,,1.39,0.021,12.8,우수,100.0,100.0
1136,2023-04-18 07:00:00,장계,15.6,8.3,187.0,10.2,1.8,2.8,1.293,0.021,13.4,우수,100.0,100.0
1137,2023-04-18 08:00:00,장계,15.5,8.3,188.0,10.3,1.8,2.5,1.3119999999999998,0.021,13.0,우수,100.0,100.0
1138,2023-04-18 09:00:00,장계,15.5,8.4,186.0,10.4,1.8,2.5,1.296,0.022,13.1,우수,100.0,100.0
1139,2023-04-18 10:00:00,장계,15.5,8.3,186.0,10.3,2.0,2.7,1.534,0.022,13.2,우수,100.0,100.0
1140,2023-04-18 11:00:00,장계,15.5,8.3,186.0,10.3,2.0,2.5,1.473,0.021,13.5,우수,100.0,100.0
1141,2023-04-18 12:00:00,장계,15.6,8.3,186.0,10.2,2.0,2.3,1.401,0.021,13.2,우수,100.0,100.0
1142,2023-04-18 13:00:00,장계,15.8,8.4,187.0,10.5,2.1,2.4,1.273,0.021,15.3,우수,100.0,100.0
1143,2023-04-18 14:00:00,장계,15.7,8.4,187.0,10.5,2.1,,1.341,0.022,16.3,우수,100.0,100.0
1144,2023-04-18 15:00:00,장계,15.6,8.4,187.0,10.4,2.0,,1.53,0.022,15.3,우수,100.0,100.0
1145,2023-04-18 16:00:00,장계,15.8,8.6,187.0,10.8,2.1,,1.3330000000000002,0.021,18.8,우수,100.0,100.0
1146,2023-04-18 17:00:00,장계,16.0,8.8,188.0,11.2,2.2,,1.386,0.022,22.5,우수,100.0,100.0
1147,2023-04-18 18:00:00,장계,16.0,8.8,189.0,11.3,2.2,,1.487,0.023,21.9,우수,100.0,100.0
1148,2023-04-18 19:00:00,장계,16.0,8.8,190.0,11.4,2.2,,1.329,0.025,23.1,우수,100.0,100.0
1149,2023-04-18 20:00:00,장계,16.0,8.9,191.0,11.6,2.6,,1.413,0.028,32.6,우수,100.0,100.0
1150,2023-04-18 21:00:00,장계,16.0,8.9,190.0,11.5,2.4,,1.544,0.03,25.7,우수,100.0,100.0
1151,2023-04-18 22:00:00,장계,15.9,8.9,190.0,11.4,2.4,,1.517,0.029,25.4,우수,100.0,100.0
1152,2023-04-18 23:00:00,장계,15.8,8.8,190.0,11.1,2.6,,1.594,0.03,29.5,우수,100.0,100.0
1153,2023-04-19 00:00:00,장계,15.8,8.7,190.0,11.1,3.2,,1.506,0.03,33.2,우수,100.0,100.0
1154,2023-04-19 01:00:00,장계,15.8,8.8,190.0,11.4,2.5,,1.443,0.03,30.1,우수,100.0,100.0
1155,2023-04-19 02:00:00,장계,15.8,8.8,190.0,11.2,2.4,,1.38,0.03,29.9,우수,100.0,100.0
1156,2023-04-19 03:00:00,장계,15.7,8.7,189.0,10.9,2.5,,1.463,0.029,27.3,우수,100.0,100.0
1157,2023-04-19 04:00:00,장계,15.6,8.6,189.0,10.7,2.6,,1.533,0.03,27.2,우수,100.0,100.0
1158,2023-04-19 05:00:00,장계,15.6,8.6,189.0,10.7,2.3,,1.4409999999999998,0.03,26.5,우수,100.0,100.0
1159,2023-04-19 06:00:00,장계,15.5,8.6,189.0,10.7,2.2,,1.45,0.029,23.7,우수,100.0,100.0
1160,2023-04-19 07:00:00,장계,15.5,8.6,188.0,10.6,2.0,,1.268,0.027,18.8,우수,100.0,100.0
1161,2023-04-19 08:00:00,장계,15.8,8.6,188.0,10.7,2.0,,1.305,0.026,17.0,우수,100.0,100.0
1162,2023-04-19 09:00:00,장계,16.4,8.7,189.0,10.9,2.2,,1.381,0.026,15.7,우수,100.0,100.0
1163,2023-04-19 10:00:00,장계,16.5,8.7,188.0,10.9,2.4,,1.371,0.026,16.9,우수,100.0,100.0
1164,2023-04-19 11:00:00,장계,16.4,8.7,187.0,10.7,2.2,,1.239,0.027,16.4,우수,100.0,100.0
1165,2023-04-19 12:00:00,장계,16.2,8.3,187.0,10.0,2.3,,,,13.3,우수,100.0,100.0
1166,2023-04-19 13:00:00,장계,16.4,8.0,187.0,9.6,2.9,,,,11.5,우수,100.0,100.0
1167,2023-04-19 14:00:00,장계,16.9,8.4,187.0,10.4,2.4,,1.37,0.026,12.8,우수,100.0,100.0
1168,2023-04-19 15:00:00,장계,16.8,8.6,188.0,10.5,2.1,,1.341,0.026,13.4,우수,100.0,100.0
1169,2023-04-19 16:00:00,장계,16.3,8.3,187.0,10.1,1.9,,1.426,0.026,11.8,우수,100.0,100.0
1170,2023-04-19 17:00:00,장계,16.4,8.2,187.0,10.0,2.0,,1.443,0.027,11.9,우수,100.0,100.0
1171,2023-04-19 18:00:00,장계,16.9,8.5,187.0,10.4,1.8,3.2,1.414,0.026,13.2,우수,92.75,92.75
1172,2023-04-19 19:00:00,장계,16.8,8.5,186.0,10.5,1.8,3.1,1.378,0.025,13.6,우수,92.65,92.65
1173,2023-04-19 20:00:00,장계,16.9,8.6,188.0,10.6,2.1,3.2,1.401,0.026,14.9,우수,92.49,92.49
1174,2023-04-19 21:00:00,장계,17.1,8.8,191.0,11.1,2.4,3.3,1.481,0.027,18.2,우수,92.28,92.28
1175,2023-04-19 22:00:00,장계,17.0,8.8,192.0,11.1,2.5,3.3,1.412,0.027,18.7,우수,92.02,92.02
1176,2023-04-19 23:00:00,장계,16.8,8.7,193.0,11.1,2.8,3.4,1.429,0.028,20.0,우수,91.71,91.71
1177,2023-04-20 00:00:00,장계,16.7,8.7,192.0,11.0,2.8,3.4,1.4280000000000002,0.029,20.0,우수,91.45,91.45
1178,2023-04-20 01:00:00,장계,16.7,8.7,191.0,10.9,2.6,3.3,1.3330000000000002,0.028,18.9,우수,91.19,91.19
1179,2023-04-20 02:00:00,장계,17.0,8.7,192.0,10.8,2.6,3.2,1.281,0.028,19.6,우수,90.85,90.85
1180,2023-04-20 03:00:00,장계,16.9,8.7,191.0,10.7,2.4,3.2,1.226,0.027,18.4,우수,90.51,90.51
1181,2023-04-20 04:00:00,장계,16.8,8.6,191.0,10.7,2.4,3.3,1.463,0.026,17.9,우수,90.15,90.15
1182,2023-04-20 05:00:00,장계,16.7,8.6,189.0,10.5,2.2,3.5,1.351,0.025,16.2,우수,89.78,89.78
1183,2023-04-20 06:00:00,장계,16.8,8.6,189.0,10.3,2.0,3.0,1.315,0.024,14.7,우수,90.19,90.19
1184,2023-04-20 07:00:00,장계,16.9,8.6,187.0,10.3,1.8,2.9,1.348,0.024,13.5,우수,90.59,90.59
1185,2023-04-20 08:00:00,장계,16.9,8.5,186.0,10.2,1.9,3.0,1.366,0.023,12.8,우수,90.96,90.96
1186,2023-04-20 09:00:00,장계,17.2,8.3,189.0,10.0,2.6,2.9,1.4680000000000002,0.024,13.8,우수,91.31,91.31
1187,2023-04-20 10:00:00,장계,17.4,8.4,190.0,10.3,2.7,2.9,1.459,0.024,14.0,우수,91.63,91.63
1188,2023-04-20 11:00:00,장계,18.0,8.5,191.0,10.3,3.0,2.9,1.442,0.024,13.3,우수,91.91,91.91
1189,2023-04-20 12:00:00,장계,18.5,8.5,190.0,10.4,3.6,3.0,1.42,0.025,13.3,우수,92.16,92.16
1190,2023-04-20 13:00:00,장계,19.0,8.6,189.0,10.4,3.1,2.9,1.39,0.026,11.7,우수,92.39,92.39
1191,2023-04-20 14:00:00,장계,19.5,8.7,189.0,10.4,3.0,2.9,1.342,0.027,11.8,우수,92.56,92.56
1192,2023-04-20 15:00:00,장계,19.4,8.8,189.0,10.7,2.9,2.9,1.412,0.027,14.2,우수,92.68,92.68
1193,2023-04-20 16:00:00,장계,19.0,8.8,191.0,10.6,3.0,2.9,1.423,0.027,16.3,우수,92.76,92.76
1194,2023-04-20 17:00:00,장계,18.7,8.8,189.0,10.8,3.2,2.9,1.3259999999999998,0.028,17.1,우수,100.0,100.0
1195,2023-04-20 18:00:00,장계,18.4,8.8,189.0,10.8,3.1,3.0,1.492,0.029,16.2,우수,100.0,100.0
1196,2023-04-20 19:00:00,장계,18.3,8.8,189.0,10.7,2.6,2.9,1.467,0.029,15.7,우수,100.0,100.0
1197,2023-04-20 20:00:00,장계,18.2,8.7,189.0,10.5,2.6,2.9,1.4509999999999998,0.029,15.3,우수,100.0,100.0
1198,2023-04-20 21:00:00,장계,18.1,8.7,189.0,10.5,2.5,2.9,1.383,0.028,14.0,우수,100.0,100.0
1199,2023-04-20 22:00:00,장계,18.1,8.7,190.0,10.3,2.5,2.9,1.398,0.027,13.7,우수,100.0,100.0
1200,2023-04-20 23:00:00,장계,17.9,8.6,190.0,10.3,2.7,2.8,1.389,0.026,13.3,우수,100.0,100.0
1201,2023-04-21 00:00:00,장계,17.7,8.6,189.0,10.2,2.8,2.9,1.362,0.026,13.4,우수,100.0,100.0
1202,2023-04-21 01:00:00,장계,17.8,8.6,188.0,10.2,2.7,2.7,1.278,0.025,13.2,우수,100.0,100.0
1203,2023-04-21 02:00:00,장계,17.9,8.5,189.0,10.1,2.6,2.8,1.342,0.025,13.1,우수,100.0,100.0
1204,2023-04-21 03:00:00,장계,17.8,8.5,188.0,10.0,2.7,2.8,1.334,0.025,13.4,우수,100.0,100.0
1205,2023-04-21 04:00:00,장계,17.8,8.5,188.0,10.0,2.7,2.9,1.471,0.025,13.6,우수,100.0,100.0
1206,2023-04-21 05:00:00,장계,17.8,8.5,189.0,9.9,2.4,3.1,1.449,0.024,13.8,우수,92.76,92.76
1207,2023-04-21 06:00:00,장계,17.9,8.5,188.0,9.9,2.5,3.3,1.408,0.024,13.7,우수,92.68,92.68
1208,2023-04-21 07:00:00,장계,17.9,8.5,187.0,9.9,2.3,3.3,1.409,0.025,13.5,우수,92.56,92.56
1209,2023-04-21 08:00:00,장계,18.3,8.5,187.0,9.9,2.2,3.2,1.418,0.024,13.4,우수,92.39,92.39
1210,2023-04-21 09:00:00,장계,18.7,8.6,187.0,9.9,2.2,3.2,1.315,0.024,14.0,우수,92.18,92.18
1211,2023-04-21 10:00:00,장계,18.9,8.6,186.0,10.0,2.6,3.3,1.393,0.025,18.3,우수,91.93,91.93
1212,2023-04-21 11:00:00,장계,19.2,8.6,186.0,10.0,2.4,3.3,1.507,0.027,14.1,우수,91.63,91.63
1213,2023-04-21 12:00:00,장계,19.4,8.7,185.0,10.2,2.7,3.4,1.413,0.026,15.9,우수,91.31,91.31
1214,2023-04-21 13:00:00,장계,19.3,8.8,185.0,10.2,2.8,3.4,1.402,0.026,16.6,우수,90.96,90.96
1215,2023-04-21 14:00:00,장계,19.8,8.8,186.0,10.2,2.7,3.4,1.394,0.026,14.8,우수,90.59,90.59
1216,2023-04-21 15:00:00,장계,20.0,8.8,186.0,10.2,2.6,3.2,1.403,0.026,14.0,우수,90.19,90.19
1217,2023-04-21 16:00:00,장계,19.4,8.8,186.0,10.5,3.2,3.2,1.411,0.026,14.2,우수,89.78,89.78
1218,2023-04-21 17:00:00,장계,19.1,8.9,186.0,10.5,2.8,3.2,1.332,0.026,14.0,우수,89.78,89.78
1219,2023-04-21 18:00:00,장계,19.2,8.9,185.0,10.3,2.5,3.2,1.296,0.024,13.5,우수,89.78,89.78
1220,2023-04-21 19:00:00,장계,19.0,8.9,185.0,10.3,2.4,3.0,1.306,0.023,12.8,우수,90.19,90.19
1221,2023-04-21 20:00:00,장계,18.7,8.9,185.0,10.5,2.4,3.2,1.189,0.024,12.9,우수,90.19,90.19
1222,2023-04-21 21:00:00,장계,18.5,8.9,184.0,10.4,2.4,3.1,1.334,0.023,12.9,우수,90.19,90.19
1223,2023-04-21 22:00:00,장계,18.2,8.9,184.0,10.4,2.5,3.0,1.216,0.023,13.0,우수,90.59,90.59
1224,2023-04-21 23:00:00,장계,17.9,8.9,186.0,10.3,2.4,2.9,1.35,0.022,13.2,우수,90.96,90.96
1225,2023-04-22 00:00:00,장계,17.4,8.8,186.0,10.2,2.3,3.0,1.3769999999999998,0.021,13.1,우수,91.31,91.31
1226,2023-04-22 01:00:00,장계,17.5,8.8,186.0,10.2,2.5,3.1,1.283,0.021,13.2,우수,91.31,91.31
1227,2023-04-22 02:00:00,장계,17.1,8.7,184.0,10.1,2.3,2.8,1.286,0.02,12.9,우수,91.65,91.65
1228,2023-04-22 03:00:00,장계,16.7,8.6,185.0,9.9,2.1,2.8,1.268,0.02,12.9,우수,91.93,91.93
1229,2023-04-22 04:00:00,장계,17.0,8.6,185.0,9.9,2.1,2.8,1.3769999999999998,0.019,13.8,우수,92.18,92.18
1230,2023-04-22 05:00:00,장계,17.1,8.7,185.0,9.9,2.5,3.1,1.268,0.019,14.4,우수,92.18,92.18
1231,2023-04-22 06:00:00,장계,17.0,8.7,186.0,9.9,3.0,3.2,1.3230000000000002,0.019,14.4,우수,92.18,92.18
1232,2023-04-22 07:00:00,장계,17.0,8.6,185.0,9.8,3.2,3.2,1.1840000000000002,0.019,13.8,우수,91.93,91.93
1233,2023-04-22 08:00:00,장계,17.2,8.6,186.0,9.9,3.2,3.3,1.403,0.018,13.3,우수,91.93,91.93
1234,2023-04-22 09:00:00,장계,17.4,8.6,185.0,9.9,3.3,3.3,1.362,0.018,12.5,우수,91.93,91.93
1235,2023-04-22 10:00:00,장계,17.5,8.6,184.0,9.8,3.3,3.3,1.275,0.019,11.5,우수,91.63,91.63
1236,2023-04-22 11:00:00,장계,17.6,8.5,183.0,9.8,3.9,3.1,1.216,0.019,11.1,우수,91.31,91.31
1237,2023-04-22 12:00:00,장계,17.9,8.6,183.0,9.9,3.5,3.1,1.304,0.019,10.8,우수,90.96,90.96
1238,2023-04-22 13:00:00,장계,18.1,8.6,183.0,9.9,3.5,2.9,1.4169999999999998,0.019,11.0,우수,91.31,91.31
1239,2023-04-22 14:00:00,장계,18.2,8.6,185.0,9.9,3.1,3.0,1.3330000000000002,0.02,11.4,우수,91.31,91.31
1240,2023-04-22 15:00:00,장계,18.0,8.6,187.0,9.9,2.2,3.0,1.276,0.02,12.0,우수,91.31,91.31
1241,2023-04-22 16:00:00,장계,17.7,8.5,187.0,9.8,2.2,2.9,1.167,0.02,11.9,우수,91.31,91.31
1242,2023-04-22 17:00:00,장계,17.7,8.7,187.0,10.2,2.5,2.9,1.234,0.02,13.1,우수,91.63,91.63
1243,2023-04-22 18:00:00,장계,17.8,8.7,186.0,10.1,2.4,3.0,1.273,0.021,12.9,우수,91.93,91.93
1244,2023-04-22 19:00:00,장계,17.6,8.8,188.0,10.0,2.4,3.0,1.393,0.021,12.8,우수,92.18,92.18
1245,2023-04-22 20:00:00,장계,17.4,8.7,188.0,9.9,2.3,2.9,1.364,0.021,12.7,우수,92.39,92.39
1246,2023-04-22 21:00:00,장계,17.3,8.6,185.0,9.7,2.2,2.8,1.33,0.02,11.7,우수,92.56,92.56
1247,2023-04-22 22:00:00,장계,17.4,8.6,184.0,9.7,2.2,2.9,1.3330000000000002,0.02,11.3,우수,92.68,92.68
1248,2023-04-22 23:00:00,장계,17.3,8.6,184.0,9.7,2.1,2.8,1.3730000000000002,0.021,11.3,우수,92.76,92.76
1249,2023-04-23 00:00:00,장계,17.2,8.5,185.0,9.6,2.2,2.8,1.4240000000000002,0.02,11.4,우수,100.0,100.0
1250,2023-04-23 01:00:00,장계,17.0,8.5,185.0,9.4,2.2,2.8,1.469,0.019,11.3,우수,100.0,100.0
1251,2023-04-23 02:00:00,장계,17.0,8.5,183.0,9.4,2.1,2.8,1.3119999999999998,0.019,10.7,우수,100.0,100.0
1252,2023-04-23 03:00:00,장계,17.0,8.4,183.0,9.3,2.0,2.8,1.233,0.019,10.5,우수,100.0,100.0
1253,2023-04-23 04:00:00,장계,17.0,8.4,183.0,9.3,2.0,2.8,1.4069999999999998,0.018,10.5,우수,100.0,100.0
1254,2023-04-23 05:00:00,장계,16.9,8.4,183.0,9.2,2.0,2.9,1.372,0.018,10.4,우수,100.0,100.0
1255,2023-04-23 06:00:00,장계,16.9,8.3,183.0,9.1,2.1,2.8,1.304,0.018,10.3,우수,100.0,100.0
1256,2023-04-23 07:00:00,장계,17.0,8.3,183.0,9.1,2.2,2.7,1.457,0.018,10.2,우수,100.0,100.0
1257,2023-04-23 08:00:00,장계,17.2,8.3,183.0,9.1,2.2,2.7,1.445,0.018,9.9,우수,100.0,100.0
1258,2023-04-23 09:00:00,장계,17.4,8.3,183.0,9.1,2.2,2.7,1.4369999999999998,0.018,9.6,우수,100.0,100.0
1259,2023-04-23 10:00:00,장계,17.6,8.3,184.0,9.1,2.2,2.8,1.293,0.019,9.6,우수,100.0,100.0
1260,2023-04-23 11:00:00,장계,17.6,8.2,184.0,9.0,2.4,2.7,1.402,0.019,9.9,우수,100.0,100.0
1261,2023-04-23 12:00:00,장계,17.9,8.3,183.0,9.2,2.6,2.7,1.505,0.019,10.4,우수,100.0,100.0
1262,2023-04-23 13:00:00,장계,17.8,8.2,184.0,9.1,3.0,2.8,1.328,0.019,11.5,우수,100.0,100.0
1263,2023-04-23 14:00:00,장계,17.9,8.3,184.0,9.2,2.8,2.8,1.4480000000000002,0.02,11.6,우수,100.0,100.0
1264,2023-04-23 15:00:00,장계,17.9,8.3,183.0,9.4,2.8,2.8,1.554,0.02,12.5,우수,100.0,100.0
1265,2023-04-23 16:00:00,장계,17.8,8.4,184.0,9.5,2.8,2.8,1.423,0.021,13.1,우수,100.0,100.0
1266,2023-04-23 17:00:00,장계,17.6,8.4,183.0,9.5,2.8,2.8,1.262,0.021,13.1,우수,100.0,100.0
1267,2023-04-23 18:00:00,장계,17.8,8.6,182.0,9.7,2.7,2.7,1.371,0.022,12.5,우수,100.0,100.0
1268,2023-04-23 19:00:00,장계,17.7,8.6,182.0,9.6,2.5,2.8,1.378,0.023,11.8,우수,100.0,100.0
1269,2023-04-23 20:00:00,장계,17.7,8.5,183.0,9.4,2.4,2.8,1.263,0.023,10.7,우수,100.0,100.0
1270,2023-04-23 21:00:00,장계,17.7,8.4,183.0,9.3,2.3,2.8,1.3630000000000002,0.022,10.1,우수,100.0,100.0
1271,2023-04-23 22:00:00,장계,17.6,8.4,183.0,9.3,2.4,2.8,1.4880000000000002,0.023,9.8,우수,100.0,100.0
1272,2023-04-23 23:00:00,장계,17.6,8.4,183.0,9.3,2.3,2.7,1.4680000000000002,0.022,9.6,우수,100.0,100.0
1273,2023-04-24 00:00:00,장계,17.4,8.4,183.0,9.3,2.4,2.7,1.411,0.022,9.8,우수,100.0,100.0
1274,2023-04-24 01:00:00,장계,17.2,8.4,182.0,9.3,2.4,2.4,1.379,0.022,10.0,우수,100.0,100.0
1275,2023-04-24 02:00:00,장계,17.2,8.4,182.0,9.3,2.4,2.7,1.318,0.021,10.0,우수,100.0,100.0
1276,2023-04-24 03:00:00,장계,17.2,8.4,182.0,9.2,2.4,2.5,1.3019999999999998,0.02,10.0,우수,100.0,100.0
1277,2023-04-24 04:00:00,장계,17.1,8.3,183.0,9.1,2.3,2.6,1.277,0.02,10.0,우수,100.0,100.0
1278,2023-04-24 05:00:00,장계,17.1,8.3,182.0,9.1,2.4,2.6,1.419,0.02,10.1,우수,100.0,100.0
1279,2023-04-24 06:00:00,장계,17.0,8.3,182.0,9.0,2.4,2.5,1.386,0.019,10.2,우수,100.0,100.0
