"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","트리클로로에틸렌 (㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"대청댐4","2023/03/07","1회차 상층부","69.71","6.8","13.3","1.1","2.8","0.7","2.314","0.020","1.7","7.2","0.000","198","100","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.302","0.034","1.000","0.015","0.006","0.4","0.000","0","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","2.8","","0.000"
"대청댐4","2023/03/07","1회차 중층부","","6.4","13.1","0.9","2.9","0.8","2.339","0.020","1.7","7.2","0.000","198","0","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.149","0.050","1.000","0.015","0.004","0.4","0.000","0","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","","0.000"
"대청댐4","2023/03/07","1회차 하층부","","5.1","12.9","1.0","3.3","0.7","2.568","0.017","1.6","7.2","0.000","197","0","0.00000","0.00","0.00000","0.000","0.00000","0.0000000","","","","","","","2.445","0.026","1.300","0.013","0.001","1.6","0.000","0","","","","","","0.00","0.000","0.000","0.0000","0.0000","0.0000","0.0000","","","0.0000","0.000","","0.000","","","0.000"
