no,m_date,loc,temp,ph,ec,do,M73,toc,clola-a,g_rtwqi,rtwqi,rtwqi_n
1212,2023-04-21 11:00:00,경안천,18.2,7.8,459.0,7.8,4.4,2.5,29.7,양호,72.87,72.87
1213,2023-04-21 12:00:00,경안천,18.2,7.8,458.0,8.2,4.7,2.4,29.9,양호,72.87,72.87
1214,2023-04-21 13:00:00,경안천,18.6,7.9,459.0,8.5,4.5,2.4,30.1,양호,72.87,72.87
1215,2023-04-21 14:00:00,경안천,18.7,7.9,458.0,8.9,4.7,2.4,32.5,양호,72.87,72.87
1216,2023-04-21 15:00:00,경안천,19.0,8.0,458.0,9.3,4.8,2.4,34.7,양호,73.34,73.34
1217,2023-04-21 16:00:00,경안천,19.0,8.1,458.0,9.6,5.0,2.4,34.1,양호,73.79,73.79
1218,2023-04-21 17:00:00,경안천,18.9,8.0,459.0,9.2,4.9,2.4,33.0,양호,74.22,74.22
1219,2023-04-21 18:00:00,경안천,19.2,8.1,458.0,9.6,4.3,2.4,34.4,양호,74.64,74.64
1220,2023-04-21 19:00:00,경안천,19.7,8.2,459.0,9.9,4.2,2.4,34.9,양호,75.03,75.03
1221,2023-04-21 20:00:00,경안천,19.7,8.1,460.0,9.9,4.3,2.5,33.6,양호,75.41,75.41
1222,2023-04-21 21:00:00,경안천,19.7,8.1,460.0,9.9,4.2,2.5,32.9,양호,75.76,75.76
1223,2023-04-21 22:00:00,경안천,19.6,8.2,460.0,10.2,4.3,2.4,31.6,우수,82.86,82.86
1224,2023-04-21 23:00:00,경안천,19.5,8.1,460.0,10.0,4.1,2.4,30.9,우수,82.86,82.86
1225,2023-04-22 00:00:00,경안천,19.4,8.1,460.0,9.7,4.1,2.4,30.7,우수,82.86,82.86
1226,2023-04-22 01:00:00,경안천,19.3,8.0,460.0,9.5,4.0,2.4,30.3,우수,82.86,82.86
1227,2023-04-22 02:00:00,경안천,19.1,8.0,460.0,9.2,4.1,2.4,29.5,우수,82.86,82.86
1228,2023-04-22 03:00:00,경안천,19.0,7.9,459.0,9.1,4.2,2.4,29.8,우수,82.86,82.86
1229,2023-04-22 04:00:00,경안천,18.8,7.9,459.0,8.8,4.1,2.4,29.8,우수,82.86,82.86
1230,2023-04-22 05:00:00,경안천,18.6,7.9,460.0,8.5,4.2,2.5,28.4,우수,82.86,82.86
1231,2023-04-22 06:00:00,경안천,18.5,7.8,461.0,8.3,4.2,2.5,24.4,우수,82.86,82.86
1232,2023-04-22 07:00:00,경안천,18.3,7.8,461.0,8.1,4.1,2.5,23.7,우수,82.86,82.86
1233,2023-04-22 08:00:00,경안천,18.2,7.8,461.0,7.8,4.1,2.5,22.6,우수,82.86,82.86
1234,2023-04-22 09:00:00,경안천,18.1,7.8,461.0,7.8,4.3,2.5,23.5,우수,82.86,82.86
1235,2023-04-22 10:00:00,경안천,18.2,7.8,461.0,8.1,4.3,2.4,27.4,우수,82.86,82.86
1236,2023-04-22 11:00:00,경안천,18.4,7.9,460.0,8.5,4.4,2.4,29.6,우수,82.86,82.86
1237,2023-04-22 12:00:00,경안천,18.6,7.9,460.0,8.8,4.6,2.4,31.4,우수,82.86,82.86
1238,2023-04-22 13:00:00,경안천,18.8,8.0,459.0,9.1,5.2,2.4,32.1,우수,82.86,82.86
1239,2023-04-22 14:00:00,경안천,19.0,8.0,459.0,9.4,4.8,2.4,34.6,우수,82.86,82.86
1240,2023-04-22 15:00:00,경안천,18.8,8.0,458.0,9.5,5.1,2.5,38.5,우수,82.86,82.86
1241,2023-04-22 16:00:00,경안천,19.0,8.1,458.0,9.6,4.9,2.4,37.8,우수,82.86,82.86
1242,2023-04-22 17:00:00,경안천,19.0,8.2,458.0,9.9,5.2,2.4,39.8,우수,82.86,82.86
1243,2023-04-22 18:00:00,경안천,19.1,8.2,458.0,10.0,4.9,2.5,39.4,우수,82.86,82.86
1244,2023-04-22 19:00:00,경안천,19.2,8.3,458.0,10.1,4.6,2.4,40.2,우수,82.86,82.86
1245,2023-04-22 20:00:00,경안천,19.2,8.3,458.0,10.1,5.0,2.5,39.2,우수,82.86,82.86
1246,2023-04-22 21:00:00,경안천,19.1,8.3,458.0,10.0,5.1,2.4,39.4,우수,82.86,82.86
1247,2023-04-22 22:00:00,경안천,19.0,8.2,458.0,9.9,5.3,2.4,39.3,우수,82.86,82.86
1248,2023-04-22 23:00:00,경안천,18.9,8.2,458.0,9.6,5.4,2.4,38.4,우수,82.86,82.86
1249,2023-04-23 00:00:00,경안천,18.8,8.1,458.0,9.5,5.5,2.4,37.2,우수,83.1,83.1
1250,2023-04-23 01:00:00,경안천,18.7,8.1,458.0,9.4,6.4,2.4,36.5,우수,83.1,83.1
1251,2023-04-23 02:00:00,경안천,18.6,8.0,457.0,9.2,5.8,2.4,36.6,우수,83.1,83.1
1252,2023-04-23 03:00:00,경안천,18.5,8.0,459.0,8.9,5.7,2.4,35.5,우수,83.1,83.1
1253,2023-04-23 04:00:00,경안천,18.3,7.9,460.0,8.6,5.3,2.4,33.6,우수,82.86,82.86
1254,2023-04-23 05:00:00,경안천,18.0,7.8,462.0,7.9,5.5,2.4,28.9,우수,82.86,82.86
1255,2023-04-23 06:00:00,경안천,17.8,7.8,463.0,7.8,5.3,2.3,25.2,우수,82.86,82.86
1256,2023-04-23 07:00:00,경안천,17.6,7.7,463.0,7.6,5.4,2.4,24.9,양호,82.86,82.86
1257,2023-04-23 08:00:00,경안천,17.4,7.7,464.0,7.6,5.3,2.4,24.4,양호,82.86,82.86
1258,2023-04-23 09:00:00,경안천,17.4,7.7,464.0,7.5,5.0,2.3,24.3,양호,75.76,75.76
1259,2023-04-23 10:00:00,경안천,17.4,7.7,464.0,7.7,4.9,2.3,26.8,양호,75.76,75.76
1260,2023-04-23 11:00:00,경안천,17.5,7.8,464.0,7.9,5.4,2.3,32.5,양호,75.76,75.76
1261,2023-04-23 12:00:00,경안천,17.7,7.9,463.0,8.8,5.1,2.3,37.6,양호,75.76,75.76
1262,2023-04-23 13:00:00,경안천,17.8,8.1,462.0,9.7,5.1,2.3,45.6,양호,75.76,75.76
1263,2023-04-23 14:00:00,경안천,18.0,8.2,463.0,10.5,5.1,2.3,51.5,양호,75.76,75.76
1264,2023-04-23 15:00:00,경안천,18.0,8.2,464.0,10.2,5.3,2.4,48.8,양호,75.76,75.76
1265,2023-04-23 16:00:00,경안천,18.2,8.1,463.0,10.2,5.1,2.3,49.1,양호,75.76,75.76
1266,2023-04-23 17:00:00,경안천,18.4,8.2,464.0,10.4,5.0,2.4,49.8,양호,75.76,75.76
1267,2023-04-23 18:00:00,경안천,18.2,8.1,465.0,9.8,5.2,2.4,45.6,양호,75.76,75.76
1268,2023-04-23 19:00:00,경안천,18.2,8.1,465.0,9.6,5.7,2.3,45.9,양호,75.76,75.76
1269,2023-04-23 20:00:00,경안천,18.7,8.2,466.0,10.2,5.7,2.4,48.8,양호,75.76,75.76
1270,2023-04-23 21:00:00,경안천,18.9,8.2,466.0,10.4,5.3,2.4,45.6,우수,82.86,82.86
1271,2023-04-23 22:00:00,경안천,18.6,8.1,466.0,9.9,5.2,2.4,44.4,우수,82.86,82.86
1272,2023-04-23 23:00:00,경안천,18.4,8.1,466.0,9.7,5.2,2.4,44.1,우수,82.86,82.86
1273,2023-04-24 00:00:00,경안천,18.3,8.0,466.0,9.5,5.6,2.4,43.1,우수,82.86,82.86
1274,2023-04-24 01:00:00,경안천,18.1,7.9,466.0,8.9,5.1,2.3,39.5,우수,82.86,82.86
1275,2023-04-24 02:00:00,경안천,17.9,7.8,466.0,8.5,5.9,2.3,36.7,우수,82.86,82.86
1276,2023-04-24 03:00:00,경안천,17.7,7.8,467.0,8.3,5.6,2.4,35.2,우수,82.86,82.86
1277,2023-04-24 04:00:00,경안천,17.6,7.8,467.0,8.1,5.1,2.3,34.0,우수,82.86,82.86
1278,2023-04-24 05:00:00,경안천,17.4,7.8,467.0,7.8,5.4,2.3,32.9,우수,82.86,82.86
1279,2023-04-24 06:00:00,경안천,17.3,7.7,468.0,7.6,5.1,2.3,31.3,양호,75.76,75.76
1280,2023-04-24 07:00:00,경안천,17.2,7.7,468.0,7.5,5.2,2.3,30.8,양호,75.41,75.41
1281,2023-04-24 08:00:00,경안천,17.2,7.7,469.0,7.6,5.1,2.4,31.5,양호,75.03,75.03
1282,2023-04-24 09:00:00,경안천,17.5,7.9,470.0,8.6,4.7,2.4,39.1,양호,75.03,75.03
1283,2023-04-24 10:00:00,경안천,17.9,8.0,470.0,9.3,5.3,2.4,41.7,양호,75.03,75.03
1284,2023-04-24 11:00:00,경안천,18.1,8.1,470.0,9.8,6.1,2.4,44.7,양호,75.03,75.03
1285,2023-04-24 12:00:00,경안천,18.5,8.2,469.0,10.1,5.6,2.4,46.7,양호,75.03,75.03
1286,2023-04-24 13:00:00,경안천,17.8,8.4,,9.9,4.3,2.4,30.3,우수,75.5,75.5
1287,2023-04-24 14:00:00,경안천,,,,,,,,,,
1288,2023-04-24 15:00:00,경안천,,,,,,,,,,
1289,2023-04-24 16:00:00,경안천,,,,,,,,,,
1290,2023-04-24 17:00:00,경안천,,,,,,,,,,
1291,2023-04-24 18:00:00,경안천,,,,,,,,,,
1292,2023-04-24 19:00:00,경안천,18.9,9.0,474.0,13.2,,2.9,87.1,양호,75.42,75.42
1293,2023-04-24 20:00:00,경안천,18.8,9.0,474.0,12.9,,3.0,84.3,양호,75.28,75.28
1294,2023-04-24 21:00:00,경안천,18.7,8.9,474.0,12.4,,2.9,83.4,양호,74.2,74.2
1295,2023-04-24 22:00:00,경안천,18.6,8.9,474.0,12.1,,3.0,83.4,양호,72.97,72.97
1296,2023-04-24 23:00:00,경안천,18.4,8.7,475.0,11.5,5.8,2.9,77.0,양호,72.97,72.97
1297,2023-04-25 00:00:00,경안천,18.2,8.6,476.0,11.2,5.4,2.8,75.7,양호,72.97,72.97
1298,2023-04-25 01:00:00,경안천,18.0,8.6,477.0,11.1,5.3,2.8,74.8,양호,71.87,71.87
1299,2023-04-25 02:00:00,경안천,17.8,8.4,477.0,10.8,5.1,2.9,73.3,양호,72.59,72.59
1300,2023-04-25 03:00:00,경안천,17.6,8.4,477.0,10.5,5.1,2.9,71.8,양호,73.0,73.0
1301,2023-04-25 04:00:00,경안천,17.5,8.2,477.0,10.0,5.3,2.8,69.2,양호,73.32,73.32
1302,2023-04-25 05:00:00,경안천,17.4,8.1,477.0,9.7,5.5,2.7,65.9,양호,73.57,73.57
1303,2023-04-25 06:00:00,경안천,17.2,8.1,477.0,9.4,5.4,2.8,59.5,양호,73.77,73.77
1304,2023-04-25 07:00:00,경안천,17.1,8.1,477.0,9.2,5.4,2.9,58.1,양호,74.45,74.45
1305,2023-04-25 08:00:00,경안천,17.1,8.0,477.0,9.1,5.5,2.9,60.3,양호,74.93,74.93
1306,2023-04-25 09:00:00,경안천,17.1,8.0,477.0,9.1,5.7,2.8,63.6,양호,75.53,75.53
1307,2023-04-25 10:00:00,경안천,17.0,8.0,477.0,9.2,5.8,2.8,66.4,양호,82.63,82.63
1308,2023-04-25 11:00:00,경안천,17.0,8.2,476.0,9.8,5.9,2.8,76.7,양호,82.63,82.63
1309,2023-04-25 12:00:00,경안천,17.1,8.3,476.0,10.3,6.5,2.9,86.6,양호,82.63,82.63
1310,2023-04-25 13:00:00,경안천,17.2,8.5,475.0,11.0,7.1,2.9,99.6,양호,82.63,82.63
1311,2023-04-25 14:00:00,경안천,17.2,8.6,475.0,11.1,7.8,3.0,105.7,양호,82.63,82.63
1312,2023-04-25 15:00:00,경안천,17.3,8.7,474.0,11.3,7.8,3.0,107.5,양호,82.63,82.63
1313,2023-04-25 16:00:00,경안천,17.2,8.7,474.0,11.4,8.3,3.1,103.8,양호,75.6,75.6
1314,2023-04-25 17:00:00,경안천,17.2,8.5,475.0,10.6,8.6,2.8,83.0,양호,75.6,75.6
1315,2023-04-25 18:00:00,경안천,17.1,8.4,476.0,10.2,9.2,2.8,75.5,양호,75.6,75.6
1316,2023-04-25 19:00:00,경안천,17.0,8.3,476.0,9.8,9.2,2.7,73.9,양호,75.6,75.6
1317,2023-04-25 20:00:00,경안천,16.9,8.1,476.0,9.2,7.7,2.8,69.7,양호,75.6,75.6
1318,2023-04-25 21:00:00,경안천,16.7,7.9,477.0,8.1,7.1,2.6,63.7,양호,75.6,75.6
1319,2023-04-25 22:00:00,경안천,16.5,7.9,477.0,7.9,6.9,2.6,63.6,양호,75.6,75.6
1320,2023-04-25 23:00:00,경안천,16.4,7.9,477.0,8.1,7.3,2.6,67.4,양호,75.6,75.6
1321,2023-04-26 00:00:00,경안천,16.4,8.0,478.0,8.6,7.4,2.7,73.7,양호,75.6,75.6
1322,2023-04-26 01:00:00,경안천,16.3,7.9,478.0,8.6,7.3,2.7,74.9,양호,75.6,75.6
1323,2023-04-26 02:00:00,경안천,16.2,7.9,478.0,8.4,7.9,2.7,75.8,양호,75.6,75.6
1324,2023-04-26 03:00:00,경안천,16.1,7.9,478.0,8.1,8.2,2.7,75.4,양호,75.6,75.6
1325,2023-04-26 04:00:00,경안천,16.0,7.8,479.0,8.1,8.0,2.6,76.7,양호,82.63,82.63
1326,2023-04-26 05:00:00,경안천,15.8,7.8,480.0,8.1,8.0,2.7,75.3,양호,82.63,82.63
1327,2023-04-26 06:00:00,경안천,15.7,7.8,481.0,7.8,7.6,2.7,68.3,양호,75.6,75.6
1328,2023-04-26 07:00:00,경안천,15.6,7.8,481.0,7.6,7.6,2.7,65.3,양호,75.24,75.24
1329,2023-04-26 08:00:00,경안천,15.5,7.8,482.0,7.9,7.5,2.7,65.7,양호,74.87,74.87
1330,2023-04-26 09:00:00,경안천,15.5,7.9,482.0,8.5,6.5,2.8,72.8,양호,74.87,74.87
1331,2023-04-26 10:00:00,경안천,15.6,8.0,482.0,9.1,6.1,2.7,75.6,양호,74.87,74.87
1332,2023-04-26 11:00:00,경안천,15.5,8.0,483.0,9.1,6.2,2.8,74.1,양호,74.87,74.87
1333,2023-04-26 12:00:00,경안천,15.4,8.0,484.0,9.1,5.8,2.7,76.6,양호,74.87,74.87
1334,2023-04-26 13:00:00,경안천,15.4,8.0,484.0,9.7,5.7,2.8,83.2,양호,74.71,74.71
1335,2023-04-26 14:00:00,경안천,15.5,8.3,484.0,10.8,5.7,2.8,93.0,양호,74.71,74.71
1336,2023-04-26 15:00:00,경안천,15.6,8.4,483.0,11.3,5.9,2.9,96.1,양호,74.71,74.71
1337,2023-04-26 16:00:00,경안천,15.7,8.6,483.0,11.9,6.3,2.9,99.3,양호,74.71,74.71
1338,2023-04-26 17:00:00,경안천,,,,,,,,,,
1339,2023-04-26 18:00:00,경안천,,,,,,,,,,
1340,2023-04-26 19:00:00,경안천,15.9,9.0,483.0,13.3,5.8,,,양호,74.84,74.84
1341,2023-04-26 20:00:00,경안천,15.8,9.0,484.0,13.1,5.8,,,양호,74.58,74.58
1342,2023-04-26 21:00:00,경안천,15.8,8.9,484.0,12.9,5.7,,,양호,73.98,73.98
1343,2023-04-26 22:00:00,경안천,15.8,8.9,485.0,12.8,5.8,,,양호,73.32,73.32
1344,2023-04-26 23:00:00,경안천,15.7,8.9,485.0,12.6,6.2,2.9,97.2,양호,73.32,73.32
1345,2023-04-27 00:00:00,경안천,15.7,8.8,486.0,12.2,6.2,2.9,92.2,양호,73.16,73.16
1346,2023-04-27 01:00:00,경안천,15.6,8.7,487.0,11.9,5.8,2.8,89.9,양호,73.16,73.16
1347,2023-04-27 02:00:00,경안천,15.5,8.5,488.0,11.3,6.0,2.7,84.9,양호,73.16,73.16
1348,2023-04-27 03:00:00,경안천,15.4,8.3,489.0,10.5,6.7,2.7,80.5,양호,73.16,73.16
1349,2023-04-27 04:00:00,경안천,15.2,8.2,489.0,10.4,6.2,2.7,78.3,양호,73.16,73.16
1350,2023-04-27 05:00:00,경안천,15.1,8.1,490.0,10.2,6.0,2.7,72.9,양호,73.41,73.41
1351,2023-04-27 06:00:00,경안천,15.0,8.1,491.0,10.0,6.0,2.6,65.2,양호,73.77,73.77
1352,2023-04-27 07:00:00,경안천,15.0,8.1,491.0,10.0,6.0,2.7,65.7,양호,74.29,74.29
1353,2023-04-27 08:00:00,경안천,14.8,8.1,491.0,9.9,5.8,2.7,65.8,양호,74.76,74.76
1354,2023-04-27 09:00:00,경안천,14.9,8.1,491.0,10.2,5.4,2.7,68.1,양호,75.37,75.37
1355,2023-04-27 10:00:00,경안천,14.9,8.1,491.0,10.1,5.3,2.7,65.8,양호,82.39,82.39
1356,2023-04-27 11:00:00,경안천,14.9,8.2,492.0,10.4,5.3,2.8,68.2,양호,82.39,82.39
1357,2023-04-27 12:00:00,경안천,15.6,8.7,490.0,12.3,5.3,2.9,83.5,양호,82.39,82.39
1358,2023-04-27 13:00:00,경안천,16.7,9.0,489.0,14.0,5.6,3.4,98.5,양호,66.94,66.94
1359,2023-04-27 14:00:00,경안천,17.4,9.2,489.0,14.1,5.2,3.3,78.8,보통,57.56,57.56
1360,2023-04-27 15:00:00,경안천,17.4,9.3,488.0,14.9,5.2,3.3,81.7,보통,56.73,56.73
1361,2023-04-27 16:00:00,경안천,17.4,9.3,487.0,15.1,5.1,3.3,81.7,보통,55.69,55.69
1362,2023-04-27 17:00:00,경안천,17.3,9.4,486.0,16.1,5.1,3.3,90.6,보통,54.63,54.63
1363,2023-04-27 18:00:00,경안천,17.9,9.4,484.0,16.5,5.1,3.3,88.2,보통,53.38,53.38
1364,2023-04-27 19:00:00,경안천,17.6,9.2,483.0,15.3,5.2,3.2,77.6,보통,52.14,52.14
1365,2023-04-27 20:00:00,경안천,17.7,9.2,482.0,14.7,4.9,3.1,74.2,보통,50.72,50.72
1366,2023-04-27 21:00:00,경안천,17.5,9.2,482.0,15.1,5.8,3.1,76.7,주의,49.31,49.31
1367,2023-04-27 22:00:00,경안천,17.2,9.2,482.0,14.4,5.9,3.0,75.1,주의,48.33,48.33
1368,2023-04-27 23:00:00,경안천,16.9,9.1,482.0,13.6,5.1,3.0,72.0,주의,47.32,47.32
1369,2023-04-28 00:00:00,경안천,16.6,9.0,482.0,13.3,5.3,3.0,72.9,주의,46.8,46.8
1370,2023-04-28 01:00:00,경안천,16.4,9.0,483.0,13.0,5.5,3.0,74.5,주의,47.32,47.32
1371,2023-04-28 02:00:00,경안천,16.3,9.0,483.0,13.0,5.5,2.9,77.8,주의,48.33,48.33
1372,2023-04-28 03:00:00,경안천,16.0,8.9,483.0,12.9,5.5,2.9,77.1,주의,49.39,49.39
1373,2023-04-28 04:00:00,경안천,15.9,8.8,483.0,12.4,5.7,2.8,75.7,보통,50.81,50.81
1374,2023-04-28 05:00:00,경안천,15.7,8.6,482.0,11.9,5.4,2.7,73.0,보통,52.23,52.23
1375,2023-04-28 06:00:00,경안천,15.6,8.6,483.0,12.0,5.4,2.7,71.4,보통,53.57,53.57
1376,2023-04-28 07:00:00,경안천,15.5,8.7,484.0,12.1,5.8,2.8,77.6,보통,54.73,54.73
1377,2023-04-28 08:00:00,경안천,15.5,8.7,484.0,12.2,5.8,2.9,82.7,보통,55.78,55.78
1378,2023-04-28 09:00:00,경안천,15.5,8.7,483.0,12.4,5.5,2.8,81.9,보통,65.14,65.14
1379,2023-04-28 10:00:00,경안천,16.0,8.9,480.0,13.0,5.4,2.9,75.8,보통,65.5,65.5
1380,2023-04-28 11:00:00,경안천,,,,,,,,,,
1381,2023-04-28 12:00:00,경안천,,,,,,,,,,
1382,2023-04-28 13:00:00,경안천,,,,,,,,,,
1383,2023-04-28 14:00:00,경안천,17.9,9.3,473.0,14.2,,3.0,61.9,양호,65.96,65.96
1384,2023-04-28 15:00:00,경안천,18.3,9.4,477.0,15.0,,3.0,83.6,양호,65.24,65.24
1385,2023-04-28 16:00:00,경안천,18.6,9.5,477.0,15.3,,3.0,97.3,양호,63.9,63.9
1386,2023-04-28 17:00:00,경안천,17.9,9.4,478.0,15.8,11.1,3.0,91.9,양호,54.23,54.23
1387,2023-04-28 18:00:00,경안천,17.9,9.4,476.0,14.5,8.2,3.1,86.3,보통,44.37,44.37
1388,2023-04-28 19:00:00,경안천,18.2,9.3,474.0,14.1,9.7,2.9,87.4,보통,43.32,43.32
1389,2023-04-28 20:00:00,경안천,18.2,9.3,474.0,14.2,8.1,3.0,88.2,보통,42.2,42.2
1390,2023-04-28 21:00:00,경안천,18.2,9.3,474.0,13.7,7.6,3.1,87.3,보통,40.4,40.4
1391,2023-04-28 22:00:00,경안천,18.0,9.2,474.0,13.3,6.9,3.0,85.4,보통,39.7,39.7
1392,2023-04-28 23:00:00,경안천,18.0,9.2,474.0,13.1,6.5,2.9,85.4,보통,40.07,40.07
1393,2023-04-29 00:00:00,경안천,18.0,9.2,474.0,13.1,6.6,2.9,85.4,보통,40.31,40.31
1394,2023-04-29 01:00:00,경안천,18.2,9.0,473.0,12.5,6.7,2.9,79.9,보통,41.04,41.04
1395,2023-04-29 02:00:00,경안천,18.1,9.0,473.0,12.2,7.2,2.9,79.5,보통,41.72,41.72
1396,2023-04-29 03:00:00,경안천,18.1,8.9,474.0,11.7,6.2,2.9,77.5,보통,42.85,42.85
1397,2023-04-29 04:00:00,경안천,18.1,8.7,475.0,11.3,6.0,2.7,75.3,보통,43.89,43.89
1398,2023-04-29 05:00:00,경안천,18.1,8.6,476.0,10.7,6.1,2.8,74.1,보통,53.16,53.16
1399,2023-04-29 06:00:00,경안천,18.0,8.5,475.0,10.6,6.2,2.8,71.0,보통,54.45,54.45
1400,2023-04-29 07:00:00,경안천,17.9,8.4,477.0,10.4,6.1,2.8,69.3,보통,55.19,55.19
1401,2023-04-29 08:00:00,경안천,17.8,8.3,478.0,9.9,5.9,2.9,67.1,보통,55.88,55.88
1402,2023-04-29 09:00:00,경안천,17.7,8.2,478.0,9.6,5.9,2.8,65.9,보통,65.26,65.26
1403,2023-04-29 10:00:00,경안천,17.7,8.1,478.0,9.4,5.9,2.7,70.4,양호,65.97,65.97
1404,2023-04-29 11:00:00,경안천,17.7,8.1,478.0,9.3,5.8,2.8,73.3,양호,66.62,66.62
1405,2023-04-29 12:00:00,경안천,17.6,8.1,477.0,9.3,5.8,2.8,67.9,양호,75.24,75.24
1406,2023-04-29 13:00:00,경안천,17.6,8.1,477.0,9.2,6.3,2.8,81.0,양호,75.6,75.6
1407,2023-04-29 14:00:00,경안천,17.6,8.1,478.0,9.2,6.7,2.8,83.3,양호,82.63,82.63
1408,2023-04-29 15:00:00,경안천,17.7,8.1,477.0,9.3,6.5,2.8,89.7,양호,82.63,82.63
1409,2023-04-29 16:00:00,경안천,17.7,8.1,477.0,9.3,6.5,2.8,89.3,양호,82.63,82.63
1410,2023-04-29 17:00:00,경안천,17.7,8.1,478.0,9.0,7.1,2.8,75.3,양호,82.63,82.63
1411,2023-04-29 18:00:00,경안천,17.5,8.0,478.0,8.9,7.1,2.8,69.6,양호,82.63,82.63
1412,2023-04-29 19:00:00,경안천,17.3,8.0,475.0,8.4,6.7,2.7,67.1,양호,82.63,82.63
1413,2023-04-29 20:00:00,경안천,17.0,7.9,474.0,8.0,6.5,2.7,59.9,양호,82.63,82.63
1414,2023-04-29 21:00:00,경안천,16.8,7.8,473.0,7.7,6.5,2.7,56.5,양호,82.63,82.63
1415,2023-04-29 22:00:00,경안천,16.7,7.8,473.0,7.7,6.2,2.7,54.8,양호,75.6,75.6
1416,2023-04-29 23:00:00,경안천,16.6,7.8,474.0,7.5,6.0,2.7,51.7,양호,75.24,75.24
