no,m_date,loc,temp,ph,ec,do,toc,tn,tp,clola-a,g_rtwqi,rtwqi,rtwqi_n
982,2023-04-11 21:00:00,안동댐하류,8.4,7.4,176.0,11.6,2.5,1.537,0.006,6.7,우수,100.0,100.0
983,2023-04-11 22:00:00,안동댐하류,8.5,7.4,176.0,11.6,2.5,1.526,0.006,6.6,우수,100.0,100.0
984,2023-04-11 23:00:00,안동댐하류,8.7,7.5,175.0,11.7,2.6,1.571,0.006,6.3,우수,100.0,100.0
985,2023-04-12 00:00:00,안동댐하류,8.7,7.5,175.0,11.7,2.6,1.5930000000000002,0.006,6.2,우수,100.0,100.0
986,2023-04-12 01:00:00,안동댐하류,8.6,7.5,175.0,11.7,2.5,1.538,0.007,6.1,우수,100.0,100.0
987,2023-04-12 02:00:00,안동댐하류,8.4,7.5,175.0,11.7,2.5,1.476,0.007,6.3,우수,100.0,100.0
988,2023-04-12 03:00:00,안동댐하류,8.4,7.5,174.0,11.7,2.5,1.466,0.006,6.0,우수,100.0,100.0
989,2023-04-12 04:00:00,안동댐하류,8.3,7.5,173.0,11.7,2.5,1.513,0.006,6.4,우수,100.0,100.0
990,2023-04-12 05:00:00,안동댐하류,8.2,7.5,173.0,11.7,2.5,1.5319999999999998,0.008,6.8,우수,100.0,100.0
991,2023-04-12 06:00:00,안동댐하류,8.2,7.5,173.0,11.7,2.5,1.483,0.008,6.4,우수,100.0,100.0
992,2023-04-12 07:00:00,안동댐하류,8.2,7.5,173.0,11.7,2.5,1.4580000000000002,0.008,6.7,우수,100.0,100.0
993,2023-04-12 08:00:00,안동댐하류,7.8,7.4,173.0,11.5,2.6,1.474,0.008,6.7,우수,100.0,100.0
994,2023-04-12 09:00:00,안동댐하류,7.1,7.4,173.0,11.4,2.5,1.475,0.004,6.0,우수,100.0,100.0
995,2023-04-12 10:00:00,안동댐하류,7.0,7.4,173.0,11.4,2.6,1.454,ND,5.6,우수,100.0,100.0
996,2023-04-12 11:00:00,안동댐하류,7.0,7.4,173.0,11.4,2.5,1.449,ND,5.7,우수,100.0,100.0
997,2023-04-12 12:00:00,안동댐하류,7.2,7.4,173.0,11.5,2.5,1.49,ND,6.0,우수,100.0,100.0
998,2023-04-12 13:00:00,안동댐하류,7.6,7.4,173.0,11.6,2.6,1.527,0.003,5.9,우수,100.0,100.0
999,2023-04-12 14:00:00,안동댐하류,8.0,7.4,173.0,11.7,2.5,1.525,,6.4,우수,100.0,100.0
1000,2023-04-12 15:00:00,안동댐하류,8.2,7.4,173.0,11.8,2.6,1.513,,6.6,우수,100.0,100.0
1001,2023-04-12 16:00:00,안동댐하류,8.2,7.4,173.0,11.8,2.5,1.507,,6.3,우수,100.0,100.0
1002,2023-04-12 17:00:00,안동댐하류,8.3,7.5,173.0,11.9,2.5,1.49,,6.9,우수,100.0,100.0
1003,2023-04-12 18:00:00,안동댐하류,8.4,7.5,173.0,11.9,2.5,1.46,,7.2,우수,100.0,100.0
1004,2023-04-12 19:00:00,안동댐하류,8.5,7.5,174.0,11.9,2.5,1.449,,7.3,우수,100.0,100.0
1005,2023-04-12 20:00:00,안동댐하류,8.5,7.5,174.0,11.9,2.5,1.476,,7.3,우수,100.0,100.0
1006,2023-04-12 21:00:00,안동댐하류,8.3,7.5,174.0,12.0,2.5,1.4880000000000002,,7.3,우수,100.0,100.0
1007,2023-04-12 22:00:00,안동댐하류,8.2,7.5,174.0,12.0,2.6,1.473,,7.1,우수,100.0,100.0
1008,2023-04-12 23:00:00,안동댐하류,8.2,7.5,174.0,12.2,2.6,1.474,,6.9,우수,100.0,100.0
1009,2023-04-13 00:00:00,안동댐하류,8.2,7.5,174.0,12.3,2.6,1.477,,6.6,우수,100.0,100.0
1010,2023-04-13 01:00:00,안동댐하류,8.2,7.5,174.0,12.5,2.6,1.483,,6.8,우수,100.0,100.0
1011,2023-04-13 02:00:00,안동댐하류,8.2,7.5,174.0,12.6,2.5,1.469,,7.4,우수,100.0,100.0
1012,2023-04-13 03:00:00,안동댐하류,8.1,7.5,173.0,12.8,2.5,1.4509999999999998,,7.1,우수,100.0,100.0
1013,2023-04-13 04:00:00,안동댐하류,8.0,7.5,173.0,13.0,2.5,1.425,,6.8,우수,100.0,100.0
1014,2023-04-13 05:00:00,안동댐하류,7.9,7.5,173.0,13.1,2.6,1.36,,7.2,우수,100.0,100.0
1015,2023-04-13 06:00:00,안동댐하류,7.9,7.5,173.0,13.2,2.5,1.352,,7.8,우수,100.0,100.0
1016,2023-04-13 07:00:00,안동댐하류,7.9,7.5,173.0,13.2,2.6,1.394,,7.9,우수,100.0,100.0
1017,2023-04-13 08:00:00,안동댐하류,7.1,7.4,173.0,13.2,2.5,1.388,,6.3,우수,100.0,100.0
1018,2023-04-13 09:00:00,안동댐하류,6.8,7.4,173.0,13.5,2.5,1.3630000000000002,,5.9,우수,100.0,100.0
1019,2023-04-13 10:00:00,안동댐하류,6.9,7.4,173.0,13.8,2.5,1.426,0.005,5.6,우수,100.0,100.0
1020,2023-04-13 11:00:00,안동댐하류,6.7,7.4,173.0,14.1,2.5,1.514,0.005,5.7,우수,100.0,100.0
1021,2023-04-13 12:00:00,안동댐하류,6.8,7.4,173.0,14.2,2.5,1.4980000000000002,0.005,5.7,우수,100.0,100.0
1022,2023-04-13 13:00:00,안동댐하류,7.2,7.4,173.0,14.4,2.5,1.463,0.006,5.4,우수,100.0,100.0
1023,2023-04-13 14:00:00,안동댐하류,,,,,,,,3.0,,,
1024,2023-04-13 15:00:00,안동댐하류,,,,,2.5,1.492,0.006,5.7,,100.0,100.0
1025,2023-04-13 16:00:00,안동댐하류,8.1,7.4,177.0,15.1,2.5,1.4880000000000002,0.008,5.8,우수,100.0,100.0
1026,2023-04-13 17:00:00,안동댐하류,8.4,7.4,177.0,14.9,2.6,1.474,0.007,6.2,우수,100.0,100.0
1027,2023-04-13 18:00:00,안동댐하류,8.3,7.4,177.0,14.4,2.5,1.5119999999999998,0.005,6.7,우수,100.0,100.0
1028,2023-04-13 19:00:00,안동댐하류,8.4,7.4,177.0,13.8,2.5,1.533,0.005,6.9,우수,100.0,100.0
1029,2023-04-13 20:00:00,안동댐하류,8.3,7.4,177.0,12.9,2.6,1.506,0.005,6.6,우수,100.0,100.0
1030,2023-04-13 21:00:00,안동댐하류,8.4,7.4,177.0,11.9,2.6,1.514,0.005,6.6,우수,100.0,100.0
1031,2023-04-13 22:00:00,안동댐하류,8.4,7.5,177.0,10.9,2.5,1.53,0.006,6.8,우수,100.0,100.0
1032,2023-04-13 23:00:00,안동댐하류,8.7,7.5,177.0,9.8,2.6,1.524,0.006,6.6,우수,100.0,100.0
1033,2023-04-14 00:00:00,안동댐하류,8.6,7.5,177.0,8.7,2.5,1.501,0.005,6.4,우수,91.71,91.71
1034,2023-04-14 01:00:00,안동댐하류,8.6,7.5,177.0,7.6,2.5,1.485,0.005,6.2,우수,91.6,91.6
1035,2023-04-14 02:00:00,안동댐하류,8.7,7.5,177.0,6.6,2.5,1.505,0.005,6.2,우수,91.45,91.45
1036,2023-04-14 03:00:00,안동댐하류,8.7,7.5,177.0,5.7,2.5,1.492,0.005,6.3,우수,91.23,91.23
1037,2023-04-14 04:00:00,안동댐하류,8.7,7.6,177.0,4.9,2.6,1.439,0.005,6.2,우수,90.91,90.91
1038,2023-04-14 05:00:00,안동댐하류,8.7,7.6,177.0,4.2,2.7,1.412,0.006,6.0,우수,90.51,90.51
1039,2023-04-14 06:00:00,안동댐하류,8.7,7.6,177.0,3.6,2.7,1.446,0.006,6.0,우수,89.91,89.91
1040,2023-04-14 07:00:00,안동댐하류,8.1,7.6,176.0,2.9,2.6,1.475,0.006,5.9,우수,89.0,89.0
1041,2023-04-14 08:00:00,안동댐하류,7.5,7.6,176.0,2.4,2.7,1.461,0.005,6.1,우수,87.98,87.98
1042,2023-04-14 09:00:00,안동댐하류,7.4,7.6,176.0,2.0,2.7,1.463,0.005,6.1,우수,86.37,86.37
1043,2023-04-14 10:00:00,안동댐하류,7.5,7.6,176.0,1.7,2.7,1.476,0.006,6.2,우수,84.71,84.71
1044,2023-04-14 11:00:00,안동댐하류,,,,,,1.443,0.006,5.7,,83.95,83.95
1045,2023-04-14 12:00:00,안동댐하류,,,,,,1.444,0.006,6.6,,83.81,83.81
1046,2023-04-14 13:00:00,안동댐하류,7.7,7.4,176.0,,2.6,1.476,0.006,6.4,우수,84.12,84.12
1047,2023-04-14 14:00:00,안동댐하류,7.8,7.4,176.0,,2.7,1.466,0.006,7.0,우수,84.43,84.43
1048,2023-04-14 15:00:00,안동댐하류,8.0,7.4,177.0,,2.6,1.49,0.006,6.9,우수,84.99,84.99
1049,2023-04-14 16:00:00,안동댐하류,8.3,7.5,177.0,,2.6,1.535,0.006,6.6,우수,85.54,85.54
1050,2023-04-14 17:00:00,안동댐하류,8.4,7.5,177.0,,2.6,1.5530000000000002,0.006,6.9,우수,86.07,86.07
1051,2023-04-14 18:00:00,안동댐하류,8.4,7.5,176.0,,2.5,1.547,0.007,7.1,우수,86.88,86.88
1052,2023-04-14 19:00:00,안동댐하류,8.6,7.4,177.0,,2.6,1.4880000000000002,0.007,7.3,우수,87.95,87.95
1053,2023-04-14 20:00:00,안동댐하류,8.6,7.5,176.0,,2.5,1.486,0.005,7.0,우수,89.27,89.27
1054,2023-04-14 21:00:00,안동댐하류,8.7,7.5,176.0,6.1,2.5,1.561,0.005,6.8,우수,90.54,90.54
1055,2023-04-14 22:00:00,안동댐하류,8.7,7.6,176.0,5.3,2.6,1.541,0.006,6.7,우수,91.49,91.49
1056,2023-04-14 23:00:00,안동댐하류,8.8,7.6,176.0,3.8,2.6,1.471,0.006,7.0,우수,91.11,91.11
1057,2023-04-15 00:00:00,안동댐하류,8.9,7.7,176.0,3.2,2.5,1.493,0.006,6.6,우수,90.62,90.62
1058,2023-04-15 01:00:00,안동댐하류,8.9,7.7,176.0,3.1,2.5,1.53,0.006,6.4,우수,89.76,89.76
1059,2023-04-15 02:00:00,안동댐하류,8.7,7.7,176.0,3.2,2.5,1.545,0.006,6.1,우수,89.02,89.02
1060,2023-04-15 03:00:00,안동댐하류,8.7,7.7,176.0,3.2,2.5,1.5719999999999998,0.009,6.2,우수,88.24,88.24
1061,2023-04-15 04:00:00,안동댐하류,8.8,7.7,176.0,3.2,2.5,1.587,0.009,6.1,우수,87.43,87.43
1062,2023-04-15 05:00:00,안동댐하류,8.8,7.7,176.0,3.3,2.5,1.55,0.008,5.9,우수,86.6,86.6
1063,2023-04-15 06:00:00,안동댐하류,8.8,7.7,176.0,2.5,2.5,1.523,0.01,5.9,우수,85.5,85.5
1064,2023-04-15 07:00:00,안동댐하류,8.6,7.7,175.0,2.5,2.5,1.538,0.011,6.3,우수,84.41,84.41
1065,2023-04-15 08:00:00,안동댐하류,8.1,7.7,175.0,2.8,2.5,1.586,0.017,7.3,우수,83.33,83.33
1066,2023-04-15 09:00:00,안동댐하류,7.4,7.7,176.0,2.9,2.5,1.594,0.018,6.6,우수,82.8,82.8
1067,2023-04-15 10:00:00,안동댐하류,7.4,7.7,175.0,2.9,2.5,1.537,0.012,6.8,우수,82.29,82.29
1068,2023-04-15 11:00:00,안동댐하류,7.4,7.7,175.0,3.0,2.5,1.5759999999999998,0.016,6.6,우수,82.04,82.04
1069,2023-04-15 12:00:00,안동댐하류,7.4,7.7,175.0,3.0,2.6,1.644,0.012,6.6,우수,82.04,82.04
1070,2023-04-15 13:00:00,안동댐하류,7.5,7.7,175.0,3.1,2.5,1.6130000000000002,0.007,6.7,우수,82.04,82.04
1071,2023-04-15 14:00:00,안동댐하류,7.6,7.7,175.0,3.1,2.6,1.597,0.016,6.9,우수,81.78,81.78
1072,2023-04-15 15:00:00,안동댐하류,7.9,7.7,175.0,3.1,2.6,1.639,0.017,6.7,우수,81.78,81.78
1073,2023-04-15 16:00:00,안동댐하류,8.1,7.7,176.0,3.2,2.6,1.653,0.015,6.8,우수,81.78,81.78
1074,2023-04-15 17:00:00,안동댐하류,8.1,7.7,176.0,3.3,2.5,1.624,0.011,6.9,우수,81.78,81.78
1075,2023-04-15 18:00:00,안동댐하류,8.0,7.7,176.0,3.2,2.5,1.612,0.015,6.9,우수,82.04,82.04
1076,2023-04-15 19:00:00,안동댐하류,8.1,7.7,176.0,2.5,2.6,1.65,0.013,6.6,우수,82.04,82.04
1077,2023-04-15 20:00:00,안동댐하류,8.2,7.7,176.0,2.1,2.5,1.6469999999999998,0.009,6.7,우수,81.78,81.78
1078,2023-04-15 21:00:00,안동댐하류,8.3,7.7,176.0,2.0,2.5,1.606,0.015,6.7,우수,81.27,81.27
1079,2023-04-15 22:00:00,안동댐하류,8.3,7.7,177.0,1.9,2.5,1.621,0.014,6.7,우수,80.77,80.77
1080,2023-04-15 23:00:00,안동댐하류,8.3,7.7,177.0,1.8,2.5,1.665,0.004,6.6,양호,80.28,80.28
1081,2023-04-16 00:00:00,안동댐하류,8.2,7.7,177.0,1.9,2.5,1.615,0.004,6.9,양호,79.8,79.8
1082,2023-04-16 01:00:00,안동댐하류,8.2,7.7,177.0,1.9,2.5,1.524,0.014,6.4,양호,79.08,79.08
1083,2023-04-16 02:00:00,안동댐하류,8.2,7.7,177.0,1.8,2.6,1.5530000000000002,0.01,6.6,양호,78.62,78.62
1084,2023-04-16 03:00:00,안동댐하류,8.2,7.7,177.0,1.7,2.4,1.6230000000000002,0.008,6.4,양호,77.94,77.94
1085,2023-04-16 04:00:00,안동댐하류,8.2,7.7,177.0,1.6,2.5,1.6269999999999998,0.013,6.3,양호,77.06,77.06
1086,2023-04-16 05:00:00,안동댐하류,8.1,7.7,177.0,1.7,2.5,1.59,0.008,6.1,양호,76.43,76.43
1087,2023-04-16 06:00:00,안동댐하류,8.2,7.7,177.0,1.4,2.5,1.575,0.005,6.0,양호,75.6,75.6
1088,2023-04-16 07:00:00,안동댐하류,8.1,7.7,177.0,1.1,2.5,1.608,ND,6.4,양호,74.22,74.22
1089,2023-04-16 08:00:00,안동댐하류,7.7,7.7,177.0,0.9,2.5,1.618,ND,7.0,양호,72.75,72.75
1090,2023-04-16 09:00:00,안동댐하류,7.4,7.7,177.0,,2.5,1.6130000000000002,ND,6.7,우수,73.43,73.43
1091,2023-04-16 10:00:00,안동댐하류,7.0,7.7,177.0,,2.5,1.645,ND,5.9,우수,74.13,74.13
1092,2023-04-16 11:00:00,안동댐하류,7.0,7.7,176.0,,2.5,1.672,ND,5.6,우수,75.05,75.05
1093,2023-04-16 12:00:00,안동댐하류,7.1,7.7,176.0,,2.5,1.617,ND,6.1,우수,75.8,75.8
1094,2023-04-16 13:00:00,안동댐하류,7.2,7.7,176.0,,2.6,1.577,ND,6.1,우수,76.78,76.78
1095,2023-04-16 14:00:00,안동댐하류,7.3,7.7,176.0,,2.7,1.669,,5.8,우수,77.81,77.81
1096,2023-04-16 15:00:00,안동댐하류,7.9,7.7,177.0,,2.7,1.753,,6.4,우수,79.34,79.34
1097,2023-04-16 16:00:00,안동댐하류,7.7,7.7,176.0,,2.7,1.585,,6.4,우수,80.71,80.71
1098,2023-04-16 17:00:00,안동댐하류,7.8,7.7,176.0,,2.6,1.525,,6.3,우수,82.42,82.42
1099,2023-04-16 18:00:00,안동댐하류,8.2,7.7,176.0,,2.5,1.579,,6.2,우수,84.01,84.01
1100,2023-04-16 19:00:00,안동댐하류,8.5,7.7,177.0,,2.5,1.5930000000000002,,6.4,우수,87.47,87.47
1101,2023-04-16 20:00:00,안동댐하류,8.6,7.7,177.0,,2.5,1.582,,6.3,우수,100.0,100.0
1102,2023-04-16 21:00:00,안동댐하류,8.6,7.7,177.0,,2.5,1.592,,6.5,우수,100.0,100.0
1103,2023-04-16 22:00:00,안동댐하류,8.6,7.7,177.0,,2.6,1.605,,6.9,우수,100.0,100.0
1104,2023-04-16 23:00:00,안동댐하류,8.6,7.7,177.0,,2.5,1.537,,6.8,우수,100.0,100.0
1105,2023-04-17 00:00:00,안동댐하류,8.6,7.7,177.0,,2.5,1.476,,6.7,우수,100.0,100.0
1106,2023-04-17 01:00:00,안동댐하류,8.5,7.7,176.0,,2.5,1.5219999999999998,,6.2,우수,100.0,100.0
1107,2023-04-17 02:00:00,안동댐하류,8.2,7.7,176.0,,2.6,1.592,,6.1,우수,100.0,100.0
1108,2023-04-17 03:00:00,안동댐하류,8.2,7.7,176.0,,2.5,1.449,,6.2,우수,100.0,100.0
1109,2023-04-17 04:00:00,안동댐하류,8.3,7.7,176.0,,2.6,1.4169999999999998,,5.9,우수,100.0,100.0
1110,2023-04-17 05:00:00,안동댐하류,8.3,7.7,176.0,,2.6,1.454,,6.2,우수,100.0,100.0
1111,2023-04-17 06:00:00,안동댐하류,8.3,7.7,176.0,,2.6,1.4580000000000002,,6.1,우수,100.0,100.0
1112,2023-04-17 07:00:00,안동댐하류,8.3,7.7,176.0,,2.6,1.4240000000000002,,6.6,우수,100.0,100.0
1113,2023-04-17 08:00:00,안동댐하류,8.4,7.7,176.0,,2.5,1.385,,6.9,우수,100.0,100.0
1114,2023-04-17 09:00:00,안동댐하류,8.4,7.8,176.0,,2.6,1.429,,6.0,우수,100.0,100.0
1115,2023-04-17 10:00:00,안동댐하류,8.4,7.8,176.0,,2.5,1.476,,5.6,우수,100.0,100.0
1116,2023-04-17 11:00:00,안동댐하류,8.4,7.8,176.0,,2.6,1.472,,5.5,우수,100.0,100.0
1117,2023-04-17 12:00:00,안동댐하류,8.3,7.8,177.0,,2.6,1.476,,5.1,우수,100.0,100.0
1118,2023-04-17 13:00:00,안동댐하류,8.3,7.8,177.0,,2.6,1.499,0.006,5.2,우수,100.0,100.0
1119,2023-04-17 14:00:00,안동댐하류,,,,,,1.13,0.006,5.7,,100.0,100.0
1120,2023-04-17 15:00:00,안동댐하류,,,,,,1.37,0.008,5.9,,100.0,100.0
1121,2023-04-17 16:00:00,안동댐하류,8.6,7.5,177.0,11.8,2.6,1.421,0.008,5.8,우수,100.0,100.0
1122,2023-04-17 17:00:00,안동댐하류,8.7,7.5,177.0,11.8,2.6,1.499,0.007,6.5,우수,100.0,100.0
1123,2023-04-17 18:00:00,안동댐하류,8.7,7.5,177.0,11.8,2.5,1.5119999999999998,0.007,6.7,우수,100.0,100.0
1124,2023-04-17 19:00:00,안동댐하류,9.1,7.5,177.0,11.8,2.6,1.481,0.007,6.7,우수,100.0,100.0
1125,2023-04-17 20:00:00,안동댐하류,9.5,7.5,177.0,11.9,2.6,1.444,0.006,6.7,우수,100.0,100.0
1126,2023-04-17 21:00:00,안동댐하류,9.4,7.5,177.0,11.9,2.6,1.443,0.006,6.7,우수,100.0,100.0
1127,2023-04-17 22:00:00,안동댐하류,9.3,7.5,177.0,12.0,2.6,1.413,0.006,6.6,우수,100.0,100.0
1128,2023-04-17 23:00:00,안동댐하류,8.8,7.5,177.0,12.1,2.6,1.386,0.006,7.1,우수,100.0,100.0
1129,2023-04-18 00:00:00,안동댐하류,8.7,7.5,177.0,12.0,2.6,1.408,0.006,6.7,우수,100.0,100.0
1130,2023-04-18 01:00:00,안동댐하류,8.6,7.5,177.0,12.0,2.5,1.404,0.006,6.5,우수,100.0,100.0
1131,2023-04-18 02:00:00,안동댐하류,8.5,7.5,177.0,12.0,2.6,1.394,0.006,6.4,우수,100.0,100.0
1132,2023-04-18 03:00:00,안동댐하류,8.6,7.5,177.0,12.0,2.6,1.3969999999999998,0.006,6.4,우수,100.0,100.0
1133,2023-04-18 04:00:00,안동댐하류,8.8,7.5,177.0,12.1,2.7,1.444,0.005,6.1,우수,100.0,100.0
1134,2023-04-18 05:00:00,안동댐하류,9.0,7.5,177.0,12.1,2.7,1.48,0.005,5.9,우수,100.0,100.0
1135,2023-04-18 06:00:00,안동댐하류,8.9,7.5,177.0,12.1,2.7,1.464,0.006,5.9,우수,100.0,100.0
1136,2023-04-18 07:00:00,안동댐하류,8.5,7.5,178.0,12.1,2.8,1.48,0.006,6.8,우수,100.0,100.0
1137,2023-04-18 08:00:00,안동댐하류,7.5,7.4,178.0,11.8,2.7,1.51,0.006,6.8,우수,100.0,100.0
1138,2023-04-18 09:00:00,안동댐하류,7.2,7.4,178.0,11.8,2.6,1.513,0.006,6.2,우수,100.0,100.0
1139,2023-04-18 10:00:00,안동댐하류,7.2,7.4,178.0,11.8,2.6,1.508,0.006,6.2,우수,100.0,100.0
1140,2023-04-18 11:00:00,안동댐하류,7.2,7.4,178.0,11.8,2.5,1.505,0.006,6.6,우수,100.0,100.0
1141,2023-04-18 12:00:00,안동댐하류,7.2,7.4,178.0,11.8,2.6,1.5319999999999998,0.006,5.4,우수,100.0,100.0
1142,2023-04-18 13:00:00,안동댐하류,7.3,7.4,178.0,11.9,2.6,1.529,0.005,6.5,우수,100.0,100.0
1143,2023-04-18 14:00:00,안동댐하류,7.3,7.4,178.0,11.9,2.6,1.5419999999999998,0.004,6.7,우수,100.0,100.0
1144,2023-04-18 15:00:00,안동댐하류,7.4,7.4,178.0,11.9,2.6,1.565,0.005,6.5,우수,100.0,100.0
1145,2023-04-18 16:00:00,안동댐하류,7.4,7.4,178.0,11.9,2.6,1.538,0.006,6.6,우수,100.0,100.0
1146,2023-04-18 17:00:00,안동댐하류,7.6,7.4,178.0,12.0,2.5,1.526,0.006,6.4,우수,100.0,100.0
1147,2023-04-18 18:00:00,안동댐하류,7.7,7.4,178.0,12.1,2.5,1.483,0.006,6.5,우수,100.0,100.0
1148,2023-04-18 19:00:00,안동댐하류,7.6,7.4,178.0,12.0,2.6,1.464,0.005,6.2,우수,100.0,100.0
1149,2023-04-18 20:00:00,안동댐하류,7.6,7.4,178.0,12.0,2.5,1.485,0.005,6.0,우수,100.0,100.0
1150,2023-04-18 21:00:00,안동댐하류,7.7,7.4,178.0,12.1,2.6,1.481,0.006,6.6,우수,100.0,100.0
1151,2023-04-18 22:00:00,안동댐하류,8.0,7.4,178.0,12.2,2.5,1.489,0.006,5.9,우수,100.0,100.0
1152,2023-04-18 23:00:00,안동댐하류,8.2,7.4,178.0,12.2,2.6,1.558,0.006,5.8,우수,100.0,100.0
1153,2023-04-19 00:00:00,안동댐하류,8.2,7.4,178.0,12.2,2.5,1.57,0.006,5.7,우수,100.0,100.0
1154,2023-04-19 01:00:00,안동댐하류,8.2,7.4,178.0,12.3,2.6,1.503,0.006,5.8,우수,100.0,100.0
1155,2023-04-19 02:00:00,안동댐하류,8.3,7.4,178.0,12.3,2.6,1.486,0.006,5.6,우수,100.0,100.0
1156,2023-04-19 03:00:00,안동댐하류,8.3,7.4,177.0,12.3,2.6,1.481,0.006,5.8,우수,100.0,100.0
1157,2023-04-19 04:00:00,안동댐하류,8.3,7.4,177.0,12.3,2.5,1.449,0.006,5.7,우수,100.0,100.0
1158,2023-04-19 05:00:00,안동댐하류,8.3,7.4,176.0,12.3,2.5,1.422,0.006,5.6,우수,100.0,100.0
1159,2023-04-19 06:00:00,안동댐하류,8.4,7.4,176.0,12.4,2.5,1.439,0.006,6.0,우수,100.0,100.0
1160,2023-04-19 07:00:00,안동댐하류,8.0,7.4,176.0,12.3,2.6,1.473,0.006,5.3,우수,100.0,100.0
1161,2023-04-19 08:00:00,안동댐하류,7.6,7.4,176.0,12.1,2.5,1.48,0.006,6.6,우수,100.0,100.0
1162,2023-04-19 09:00:00,안동댐하류,7.3,7.4,176.0,12.0,2.6,1.463,0.006,5.4,우수,100.0,100.0
1163,2023-04-19 10:00:00,안동댐하류,7.1,7.3,176.0,12.0,2.6,1.477,0.006,4.9,우수,100.0,100.0
1164,2023-04-19 11:00:00,안동댐하류,7.2,7.3,176.0,12.0,2.6,1.518,0.006,4.6,우수,100.0,100.0
1165,2023-04-19 12:00:00,안동댐하류,7.4,7.3,176.0,12.1,2.6,1.5019999999999998,0.006,4.6,우수,100.0,100.0
1166,2023-04-19 13:00:00,안동댐하류,7.7,7.4,176.0,12.1,2.6,1.487,0.006,4.9,우수,100.0,100.0
1167,2023-04-19 14:00:00,안동댐하류,8.3,7.4,176.0,12.2,2.5,1.527,0.006,4.6,우수,100.0,100.0
1168,2023-04-19 15:00:00,안동댐하류,8.7,7.4,177.0,12.3,2.6,1.5830000000000002,0.006,4.8,우수,100.0,100.0
1169,2023-04-19 16:00:00,안동댐하류,8.7,7.4,177.0,12.3,2.6,1.569,0.006,4.8,우수,100.0,100.0
1170,2023-04-19 17:00:00,안동댐하류,8.7,7.4,176.0,12.3,2.6,1.52,0.006,5.4,우수,100.0,100.0
1171,2023-04-19 18:00:00,안동댐하류,8.6,7.4,176.0,12.4,2.6,1.524,0.006,6.3,우수,100.0,100.0
1172,2023-04-19 19:00:00,안동댐하류,8.7,7.4,176.0,12.4,2.6,1.56,0.006,6.5,우수,100.0,100.0
1173,2023-04-19 20:00:00,안동댐하류,8.8,7.4,176.0,12.5,2.6,1.578,0.006,6.7,우수,100.0,100.0
1174,2023-04-19 21:00:00,안동댐하류,8.8,7.4,176.0,12.5,2.6,1.5490000000000002,0.006,6.8,우수,100.0,100.0
1175,2023-04-19 22:00:00,안동댐하류,8.6,7.4,176.0,12.5,2.6,1.537,0.006,6.6,우수,100.0,100.0
1176,2023-04-19 23:00:00,안동댐하류,8.5,7.4,176.0,12.5,2.6,1.538,0.006,6.6,우수,100.0,100.0
1177,2023-04-20 00:00:00,안동댐하류,8.5,7.4,176.0,12.5,2.6,1.5419999999999998,0.006,6.3,우수,100.0,100.0
1178,2023-04-20 01:00:00,안동댐하류,8.4,7.4,176.0,12.4,2.6,1.527,0.006,6.3,우수,100.0,100.0
1179,2023-04-20 02:00:00,안동댐하류,8.4,7.4,176.0,12.4,2.6,1.49,0.006,6.4,우수,100.0,100.0
1180,2023-04-20 03:00:00,안동댐하류,8.5,7.4,176.0,12.4,2.6,1.485,0.006,6.3,우수,100.0,100.0
1181,2023-04-20 04:00:00,안동댐하류,8.5,7.4,176.0,12.5,2.5,1.499,0.006,6.1,우수,100.0,100.0
1182,2023-04-20 05:00:00,안동댐하류,8.5,7.4,176.0,12.5,2.7,1.492,0.006,5.9,우수,100.0,100.0
1183,2023-04-20 06:00:00,안동댐하류,8.6,7.4,176.0,12.5,2.7,1.49,0.006,5.8,우수,100.0,100.0
1184,2023-04-20 07:00:00,안동댐하류,8.5,7.4,176.0,12.6,2.8,1.53,0.006,5.5,우수,100.0,100.0
1185,2023-04-20 08:00:00,안동댐하류,8.0,7.4,177.0,12.5,2.6,1.504,0.006,6.3,우수,100.0,100.0
1186,2023-04-20 09:00:00,안동댐하류,7.3,7.3,177.0,12.2,2.6,1.444,0.006,5.5,우수,100.0,100.0
1187,2023-04-20 10:00:00,안동댐하류,7.3,7.3,177.0,12.2,2.6,1.474,0.006,5.1,우수,100.0,100.0
1188,2023-04-20 11:00:00,안동댐하류,7.1,7.3,177.0,12.2,,1.4980000000000002,0.006,4.5,우수,100.0,100.0
1189,2023-04-20 12:00:00,안동댐하류,7.2,7.3,177.0,12.2,,1.596,0.006,4.9,우수,100.0,100.0
1190,2023-04-20 13:00:00,안동댐하류,8.1,7.4,177.0,12.4,2.6,1.671,0.005,4.9,우수,100.0,100.0
1191,2023-04-20 14:00:00,안동댐하류,8.7,7.4,177.0,12.5,2.5,1.711,0.006,5.5,우수,100.0,100.0
1192,2023-04-20 15:00:00,안동댐하류,8.6,7.4,177.0,12.5,2.5,1.683,0.006,5.8,우수,100.0,100.0
1193,2023-04-20 16:00:00,안동댐하류,8.9,7.4,177.0,12.5,2.5,1.675,0.006,6.2,우수,100.0,100.0
1194,2023-04-20 17:00:00,안동댐하류,9.0,7.4,177.0,12.5,2.5,1.727,0.006,5.9,우수,100.0,100.0
1195,2023-04-20 18:00:00,안동댐하류,9.1,7.4,177.0,12.6,2.6,1.737,0.005,6.8,우수,100.0,100.0
